,item_embed
35,"0.20857544713173246,0.21606186466549726,0.3287589001156552,0.13719848239670993,0.43063834632661174,0.23091791048199323,0.19210798194996967,0.22653045609976435,0.28013554485560166,0.2906869805182259,0.23959306512171072,0.24087842155349998,0.2712852608209879,0.2515949324777153,0.23687575252711685,0.14745574888311277,0.299828740621559,0.21798962997269128,0.20882020463611506,0.22123543385373443"
36,"0.33923813242664325,0.31429992040744403,0.1735244244690806,0.34165832630771037,0.4158228538429434,0.24169106283647546,0.3838921900559157,0.4519486188513888,0.5120655731891284,0.3391383760088156,0.3917692793951547,0.4126736917915782,0.6356656254963329,0.36495900334731135,0.5300395427403497,0.5905189413788563,0.3383345119239063,0.36619755436301255,0.4514148538922626,0.5718760648137322"
37,"0.295106708466432,0.6912574470127678,0.4426187852939979,0.4315863957387178,0.7025322423366218,0.528960358697885,0.3932428477864233,0.6949028126696105,0.8345301116659093,0.6034216414089904,0.4433071133232142,0.3787881205824163,0.5178689836360729,0.36290476012979356,0.5065142871625491,0.36548753379737103,0.5068352519280378,0.4460905616638415,0.22277500799455655,0.7964912079439903"
38,"0.7935103581974029,0.30454340601366053,0.859090485726524,0.6068950106091896,0.3230059820991558,0.8382297561933953,0.7401809102917796,0.25184290552086275,0.30678423586804293,0.46087347998206735,0.4397331687776922,0.5982786431489251,0.23374149846263975,0.3790865232299401,0.33972275334934016,0.2957717276286832,0.5217593888257988,0.41205186650757847,0.5442757246767288,0.32263543854317656"
39,"0.2572415925121004,0.48112513313173433,0.42913356480728554,0.19126400509577346,0.40628792084626497,0.34722004595203154,0.5689329909228245,0.21464448941595302,0.28834176534541806,0.40523230289852935,0.25248437449275285,0.3161604187287677,0.3313776025009229,0.2479719601658945,0.3700611757143443,0.28082222947791347,0.43258912028321933,0.2457003872028706,0.2865739030184496,0.4863240162910868"
40,"0.2105293968926685,0.31737143573992005,0.4164581624792949,0.35023145456473276,0.35489468150100884,0.5447140559812753,0.34762764254892153,0.13349848622310587,0.4511477926650798,0.05828487785142131,0.3136919006308411,0.296668401650647,0.3977401662293903,0.3702232963286676,0.3804825696911842,0.3693445303714324,0.5082975069706063,0.3068134426044198,0.3431304076520371,0.3090460036729698"
41,"0.5049255257053268,0.5257183331459764,0.39131179503331426,0.353161939388595,0.44318107213263885,0.44519483961162853,0.3732804570344176,0.3993875976894804,0.4328004544141406,0.40811439257963494,0.36665774535679974,0.36856807395097335,0.4430891339957415,0.3909054593351961,0.5365280465187664,0.4881920426208297,0.4530172609535639,0.25994170660301086,0.3213628223848734,0.5168889967956152"
42,"0.5193677975038948,0.19505943096405381,0.5459920909138601,0.3053864422538582,0.6025505811289895,0.7232766054105977,0.38164861434743075,0.7388858847190425,0.3842670999073693,0.31176934899884534,0.6998500471676177,0.5835438073057017,0.334002235875977,0.4715043364864333,0.3561603269416204,0.4001739741409199,0.3259320670951802,0.39430041259572524,0.22462018289916674,0.4785982190241783"
43,"0.797429870577348,0.40153996111696666,0.40745792006992765,0.22877816540374007,0.10870275796436235,0.9906459407202401,0.9426791345941516,0.22162294607412258,0.7515632889281672,0.7317914001505751,0.7599669699740652,0.15889777541687844,0.0775400542444673,0.3879202857482901,0.9069315769491725,0.012010587880901591,0.8290050849662896,0.8206304114298398,0.23185118828125562,0.024346350033351505"
44,"0.5202920906219154,0.5295206753425513,0.674827723854522,0.3166791188705827,0.3816895302091541,0.30507579483907293,0.5852642342531293,0.28896117295918994,0.5029100271305673,0.5933316930890815,0.6382793778237198,0.18561718383019762,0.4307377827864494,0.2095806736204937,0.4530466998653578,0.16518252467210945,0.33244122965545514,0.36711036324017904,0.5018028736251048,0.46075381820617395"
45,"0.48252196750860865,0.38730465177648965,0.33321548724089484,0.5749376871371022,0.07806822907482575,0.41721808545574457,0.37423321864437964,0.5518229787686145,0.49926970258078684,0.4504257545046322,0.5105329486006503,0.40006894966352774,0.6813776667782895,0.2977786193250628,0.40054510589293435,0.5547855363197294,0.3124494756561991,0.2742326569612495,0.3340355639073303,0.6022769542258236"
46,"0.4985499401082899,0.7124774393779097,0.49402683789740975,0.7980855101909287,0.6249979641332023,0.3974720995122365,0.7942607072981701,0.33523333788897025,0.16828308649405654,0.8635034070717917,0.3161970041714768,0.3767889462474021,0.5631220625579912,0.7769454156446531,0.3448277273003876,0.20033257491879408,0.9904382125905095,0.09858468408465304,0.9965192318869652,0.9725035863921581"
47,"0.3566533542375834,0.5503745023752622,0.26337797139543107,0.4003835904453788,0.4748223263972779,0.3717706573290684,0.7085339078512846,0.26556065095030357,0.5973668324244088,0.04247260897492235,0.5073105813614689,0.5052588714682638,0.6497718652616504,0.24693393245987094,0.43440768322661766,0.44762783563159353,0.5255282542330181,0.35447201445185184,0.32240510996479804,0.38088862611699825"
48,"0.633831446670239,0.6519246725744566,0.563439294277009,0.4729180488531343,0.49884577032590843,0.6160546215942734,0.4916393386801952,0.53274484225038,0.5181409253046415,0.5240081834917231,0.4777238086035347,0.41724389830247005,0.4955497482336266,0.524400859254625,0.6659578082072921,0.571067766035274,0.5388105480460617,0.33644237818636175,0.39724537680131905,0.6127643039556059"
49,"0.37593608055797756,0.6172740795107498,0.40434447783563415,0.40171925926607666,0.31228979662248585,0.3428471426154023,0.5295713813844802,0.5185387173041941,0.4654828294074249,0.2533338452225096,0.45485729015120957,0.5051503089578994,0.3166880332416695,0.5228041872323521,0.4866820589934624,0.425896221028488,0.6228317342799128,0.511999844281828,0.47667287145880277,0.700245695627278"
50,"0.5461720045514482,0.47114005031689626,0.36427494932843124,0.5398327989060819,0.48836902990666964,0.44346693413758925,0.26841291162367414,0.5439669116875163,0.41095629232865694,0.31488883216377245,0.4117982370337125,0.26561789371411154,0.03514069601804463,0.5977670937633329,0.4655819795783471,0.35274260750826036,0.38389641037202843,0.33330955628659914,0.8190048731297769,0.32358894155597234"
51,"0.557413317015959,0.5475767611399238,0.4951385795882599,0.5989199326274349,0.6887440327162365,0.38474800466914055,0.5699081906241271,0.6357174650718286,0.4403014463062127,0.4442377630869386,0.4621985375625966,0.31056051015830516,0.4034263122320558,0.32052390021197147,0.5276702296936004,0.5795792291766552,0.4427842510900362,0.7570389146565691,0.38288472152220326,0.5063399424251975"
52,"0.24920128465802718,0.4173940479265484,0.19704653550706971,0.06635952647830162,0.36190121295725924,0.28325855397780547,0.16776239836472617,0.41427641540511423,0.27353156530425654,0.2851221514993928,0.37337505507449764,0.1740425491784047,0.4171424457583877,0.3476750314289119,0.3796019715872967,0.3549618171064087,0.20289929229208473,0.23238107871107072,0.21023375361257124,0.2682274359183799"
53,"0.7997092746064848,0.29152268878443055,0.8756062643238093,0.6205966553542471,0.2764412215387321,0.8615317205704119,0.7303683938657002,0.2319872498500554,0.24014806871915356,0.4281968997446732,0.426188311447771,0.6322299021396891,0.26287604519554625,0.35854245410234487,0.3408332652625839,0.30885913166114953,0.5166280762997165,0.4105460747323233,0.5771433724731004,0.28431890649427477"
54,"0.5263979682533652,-0.00840775365914819,0.7431322304542849,1.0145526869019517,0.17042324222732025,0.5372778793667463,0.4520235010798616,0.27373875676554305,0.7191843553930827,0.31185635000513057,0.23813915601895727,0.11627184069973384,0.59403299140357,0.5551651364040819,0.4052780975237295,0.956432707665692,0.5140877551011092,0.39390636948555413,0.39244065464435357,0.6664833312673821"
55,"0.26928277253482336,0.5368233326018321,0.3731127270181013,0.37649977437017673,0.5259987730554101,0.46148924821153886,0.3299537124891579,0.5069519750696146,0.6655639768636,0.42572050972040343,0.3188685860184938,0.33625857367208833,0.41887202301404153,0.30398756999499654,0.4267487172682797,0.30605884752894513,0.4500429988954917,0.38876771292029594,0.22862960356719864,0.6103273288646225"
56,"0.35876882071517235,0.9500095383799643,0.7312731080215323,0.4458938463706873,0.2540029233026675,0.21910437841458508,0.9577664374176882,0.1165921815695844,0.38920781416003036,0.05338402638440065,0.7834400176925196,0.699730200841491,0.948656943783089,0.4232508000586357,0.7021165859214069,0.1839196683581904,0.38770659540364305,0.17981050897643835,0.5209111076591284,0.9334992236999785"
57,"0.8082940160578361,0.3062194681899475,0.8687507434032247,0.6030990705823221,0.3254346462220775,0.8561870316275926,0.7406818383378149,0.2318574199895792,0.30735474607049107,0.45627176136445,0.4366838655948641,0.5838079935567663,0.21789215721882893,0.36965523351915897,0.31296248842460833,0.27693532811957955,0.5304405938430273,0.41504462901444855,0.5440598910564366,0.30446984162971463"
58,"0.7465661546958974,0.22446172349032956,0.9478653922594968,0.5782561611043676,0.38057194763418395,0.7348855663159959,0.848369000229222,0.3517286087291928,0.31948254599806414,0.6415878417113919,0.4216031509484697,0.6372167894751621,-0.11648102123085892,0.5582962435672936,0.4128385699490543,0.1414582443719529,0.40647406823495374,0.29074683697324266,0.4022414959001871,0.3863442538993617"
59,"0.28564375222266514,0.45904599267652063,0.3023459090823251,0.29219332723894315,0.23388296804625275,0.25451232173709126,0.40030195125502155,0.3943963730274994,0.35838676126197816,0.18282763529971408,0.34310278904080904,0.3753333662093193,0.23416394120113196,0.3918210304282874,0.3569536818186161,0.3261375306334948,0.47222998981698394,0.37238311260295914,0.3594511557380635,0.5291939389960497"
60,"0.8751162110111547,0.5142988663052499,0.1326166665609838,0.04654032075002723,0.6188881302164583,0.93386567057046,0.9355102051268195,0.8498773019115906,0.6042831163560262,0.3307047618941824,0.7704151574623876,0.9851436669093447,0.423751873647606,0.5267240771564334,0.10290703296150794,0.40876845591077726,0.6098876596110633,0.23471342634401127,0.838573071495531,0.6736122012652574"
61,"0.7331520920647847,0.32143386817306047,0.5698048214102944,0.3053145102265625,0.3401241380423467,0.3041444581359496,0.2578910159688296,0.5829708872757943,0.4409573072736014,0.49740860947783916,0.07081436235969722,0.3856453696499675,0.4181498502369042,0.3844227285522872,0.6428460661197566,0.4019003172210628,0.4410224016282496,0.07007618625570322,0.339593183091161,0.7135578468165268"
62,"0.3084303380426973,0.3209934422081191,0.4856042492125909,0.19518115311976647,0.6526985097100837,0.3602026100648555,0.2923300754338522,0.32514270850776095,0.4316380154176716,0.42375332563453305,0.3568266487741369,0.3703747637609227,0.4042090868462203,0.37943393829887173,0.3632124584766715,0.2197420847449982,0.4424315932206131,0.33624435698558863,0.30668121785177616,0.33690824699767213"
63,"0.47929220471206885,0.45332389698139613,0.4377888244280372,0.5289602838772922,0.34682767937958126,0.4356534114140547,0.4540973999040546,0.19531275712971252,0.6059939924021897,0.46541833706127583,0.4030662639869188,0.4489025888577616,0.21984747120737724,0.4731514601005475,0.3264988481889736,0.4733568822488925,0.41089741189902035,0.5270751245652402,0.5424660502517021,0.4871191473693757"
64,"0.540615997408758,0.9873979291604744,0.20396160812519348,0.7578242362501051,0.8086662484006273,0.6032939043867827,0.6838370243377624,0.6916780671204354,0.49223961739443145,0.6699990273383805,0.5102071602686603,0.4496837884684888,0.7360065900513694,0.8034434995852295,0.6581443476055766,0.7592448899369892,0.220151046268371,0.11552061038090122,0.07511509270415784,0.9500894134086885"
65,"0.2469464554153624,0.1482866377731006,0.3360260845000288,0.19283801323314584,0.004195871438720665,0.3874512466653039,0.27828027407591,0.06018235606106823,0.32431253823010747,0.15920736013310754,0.06924209453516987,0.050691610181876755,0.2006040959759243,0.19007762261789332,0.17374051589548067,0.08015575022075053,0.023679613274953576,0.2293492794950229,0.263774944116346,0.1504715886674658"
66,"0.2677946955404472,0.3350729004918918,0.4331666541377272,0.17175011162788287,0.5972788084496464,0.5371875828629137,0.3219970262491806,0.4906440922698859,0.25913838708507747,0.34203872559665316,0.6530724144821382,0.3315194008323212,0.5410446137817456,0.2151653242680301,0.27728425937764767,0.3694319384678532,0.5889148601757216,0.6505384342458629,0.5131046322540901,0.20163371446072223"
67,"0.4373665370254924,0.4433280017383007,0.4007353545016648,0.4784942119786891,0.5448845240755792,0.31249699077138016,0.45365993939063837,0.5051038613375051,0.3518939058922574,0.35765995046763116,0.37829823326517426,0.2594709378320662,0.31401834494800795,0.24592351894537984,0.4088724273425647,0.45641530835696764,0.35939019453786797,0.6082804231784061,0.31418241657683865,0.4194991701756134"
68,"0.40599717103362876,0.3380968707310059,0.16930377785452852,0.6123535632675763,0.8001224307549824,0.6299506314181078,0.36008333080042937,0.6084646814446476,0.5015864145069727,0.3965272119243504,0.47826384758277096,0.48326753942571965,0.5223090167453144,0.3177806811293474,0.6771083786103393,0.31904273014042506,0.5760488165107959,0.25328290104241186,0.7345247417467796,0.509512032701666"
69,"0.2502699014443847,0.421100088340432,0.5889535813291935,0.520124995728594,0.4249603503138967,0.5803276708085621,0.5233710113275486,0.48595784504652995,0.5103518923385113,0.6084968097138282,0.4770131959663427,0.22540833382143483,0.28587495349121084,0.37575054443752487,0.45340430439828483,0.4175214228401693,0.3756288241440365,0.5025650714754281,0.519528678813183,0.33790125889558237"
70,"0.40254952489053164,0.9121995445946572,0.43938132727575985,0.8290392251084233,0.1443481996186302,0.6068684681638286,0.23189142027878973,0.9991508053994287,0.6676924941568182,0.9956685106677955,0.20590631209214827,0.6600348748692397,0.06447595244936788,0.07309293989445298,0.7442148630525334,0.025291673801909442,0.5730302622083682,0.8239979471672626,0.32133265243139564,0.7773787268560806"
71,"0.32185286294647153,0.5741207509638981,-0.08813205632717687,0.4426680595455034,0.8279226909008577,0.2224770526064093,-0.09740708450403882,0.781043110077894,-0.14667180899763774,0.04019959853501018,1.2784143871851992,0.46656698583392187,0.1862073952717355,0.11262436253957234,0.9566569700117625,1.0898102441499975,1.202895069790552,-0.08041067810110918,-0.09537783401351783,0.7573327648811156"
72,"0.628355897448522,0.1898027581205953,0.7684740496072018,0.4817558096747128,0.272217775542654,0.6310570558457893,0.6716574552743717,0.23830422919293862,0.23852746367792138,0.4775549549342746,0.3295996079303266,0.505228706630137,-0.053948612690906006,0.4069027079675746,0.30003190401484703,0.12232798935932557,0.34609431292588405,0.24501741194267948,0.34416994278907953,0.280738516476162"
73,"0.304464535482541,0.31235718858326583,0.4877414114821302,0.1925137038480143,0.6488904721531328,0.3582325060354216,0.28575712536359515,0.32812987767506585,0.4394183478686072,0.4300537936613933,0.35863084725538075,0.36193038574555236,0.41635825273495597,0.3740738266078614,0.37611646984369673,0.21550219984663752,0.448387175950072,0.32614639166155246,0.2971482998970947,0.33951695113438135"
74,"0.7187226126316332,0.5098574873879184,0.5213301870004365,0.21990364381483343,0.40559831417988285,0.3593939943849597,0.18766896522497223,0.35068630016368946,0.4132000161328607,0.6920968230355635,0.5059034468060897,0.6148963827351615,0.3268429166241407,0.49281877436083427,0.5705810873819412,0.37928397995741303,0.4593029976363899,0.4480165018411367,0.7365645369092534,0.5243707183030305"
75,"0.7430692812060106,0.7131753741593548,0.019869951005801467,0.22035391941372395,0.143784406222776,0.5666602875258165,0.8846921221152937,0.05727923818652403,0.2930641159362902,0.16562778563282732,0.6535464416028919,0.8976756322746687,0.4071549475290843,0.15938161554176922,0.13231867717869883,0.10063426917042062,0.1567041836455818,0.2528857024294249,0.030771947732314953,0.5102902889746243"
