,user_embed
34,"0.5164819366796719,0.3660400968095448,0.15537315827613676,0.4584771861907384,0.5076245167047635,0.34169075188395964,0.547986320864278,0.2707602344101142,0.5609064471455123,0.26423323870585874,0.3118264303729779,0.12644734867326402,0.3854675228801893,0.3597805026993222,0.2281569945251328,0.3621177982550431,0.48083593736697194,0.21212472999113044,0.399881824586246,0.1459016893347926"
35,"0.3691334995112758,0.48231274983708244,0.4417593880190601,0.3077078786968932,0.571174884604171,0.48168739221321943,0.37374021481437514,0.5025304878108738,0.42311913786264665,0.3093216931722795,0.5146263816846054,0.23696431418213773,0.4945135834749806,0.6624884855924543,0.4680533897172966,0.3704918780205368,0.40003446733793824,0.4745910071206367,0.597217088485959,0.3893789422142517"
36,"0.18271419242801396,0.1777510580112543,0.4024382885875304,0.39580723897028963,0.6631540353116416,0.31931816566743754,0.29856453803170446,0.35143938479927656,0.054810261489272594,0.22575308580853998,0.43153943786737814,0.5173498733859525,0.7061714407849884,0.42316419072902517,0.5536763227802172,0.5695335889539482,0.17966738332333165,0.7675654447326656,0.11554459908840703,0.11436804462571397"
37,"0.4996992056572274,0.41467583618934917,0.4972575931259686,0.4930842693923154,0.37854804844505685,0.2489150213677062,0.3651579987413234,0.8266537856399521,0.3480736855034597,0.43126323282245815,0.32196700360598934,0.7425945556356216,0.43824721506558356,0.4642999414555334,0.661275705187916,0.5917321923236601,0.47456915187503274,0.5776945175623455,0.4426075486882485,0.42815967095634594"
38,"0.6896427163710518,0.5560628859392671,0.5582566348806652,0.5575157515660738,0.36561730529528996,0.24502740097367204,0.34038358905292654,0.8970170795311837,0.20848246753384544,0.2508761647904375,0.2995141859724305,0.6647697757294184,0.5087452292363833,0.2562415266940761,0.4527744693924893,0.6796588456649972,0.37773928579263705,0.3475252171690734,0.6228464101076041,0.5086448941006788"
39,"0.39415330798004133,0.5851993094693178,0.4704648176746166,0.43868223314911015,0.2090478877988281,0.19856610456314983,0.2730785560811034,0.6047947006008129,0.1411356006258515,0.48869587640206147,0.23332905056843245,0.4278505751675709,0.3215277134676367,0.2525159299053053,0.5278822551424427,0.6132513062775575,0.23706359350815676,0.4189737541821723,0.2754108720583146,0.4861942404001502"
40,"0.18840987340010726,0.6042743263961952,0.5834834215746231,0.3630436550252462,0.45242265168892226,0.12937574634214116,0.47863589308901505,0.5075042562602189,0.3163653647847769,0.6813893087340731,0.5385754803283568,0.39452351488668397,0.5337988693776266,0.34698137128355916,0.639487716812554,0.17931224185244488,0.44325864382888325,0.42250721050485895,0.25677406472228576,0.3939257411913203"
41,"0.3847494593524553,0.1778706808948082,0.8092555745307941,0.48903195066704563,0.3084255927474932,0.3259839021591379,0.27388148470236784,0.689402127360454,0.6840242488427632,0.29209400033578525,0.23098253366082389,0.33929207695303537,0.3502679206805492,0.7623955956767436,0.4960059955924529,0.37457649721859665,0.7596446996965953,0.18935718030148382,0.41483540585844886,0.7538980218632084"
42,"0.4433457890383213,0.45391159515066537,0.35677262933394777,0.3347353727834965,0.5688073381837482,0.32597733097525095,0.5380981283036537,0.47468898400756465,0.5994911296506236,0.33682057949152916,0.12046093578271676,0.41745179461652293,0.3636273939699855,0.23402536155559872,0.3128547249782954,0.2716655936119528,0.4526697795629268,0.34224158262812254,0.2939259095192661,0.3831906935248242"
43,"0.3507729417661682,0.4963698068426541,0.7064019377263373,0.5366881636946235,0.5358853186625661,0.47611458781513905,-0.33443612752612445,0.5150447476947465,0.682816800413116,0.47646373138393755,0.6161498611485,0.12431845997023339,0.24075476665392223,0.026543140322298785,0.43249906671193994,0.9090802621776783,0.3676898523100199,-0.19754473199935188,0.14251237099006725,0.49540138432804787"
44,"0.44025331369786075,0.8469800444149961,0.4670353467157923,0.3416298491547584,0.3885837729527229,0.5187179599077262,0.26542635492251004,0.43920077426197607,0.23313322346729276,0.3334612439057761,0.2799692745543094,0.4994039014119893,0.11630428774614189,0.30382749993236546,0.35689335974856234,0.5322906462766316,0.8005720057299986,0.43604882014318896,0.5381825705004797,0.23245159152737313"
45,"0.6309225681772024,0.4351876518517161,0.5018312738758967,-0.042940723844967346,0.4590969830653645,0.14946857014276205,0.4842621067709861,0.41127439267597865,0.1847606860266413,0.4759036259190801,0.5099392824989284,0.21698681971768877,0.403066885723117,0.7134423552544402,0.4841374629908482,0.3840051096514064,0.2252134290807422,0.7150287985641215,0.35159260743300047,0.5545083773334251"
46,"-0.04503264552584293,0.26076833177368786,0.13647982973430728,0.6319293898818729,0.11788650949948515,0.24988179004273858,0.08407285923185207,0.5014642356523612,0.9331159343714046,0.2533936695480949,0.18084066139262897,1.1567412200606408,0.10439895165079872,-0.616950368371594,0.37501616292844975,-0.09147927548277422,0.3611363739696553,-0.27043640408272873,0.5328144795162574,0.14673716576135618"
47,"0.46468187719049764,0.35291080094080746,0.44712009095991545,0.46313191627349104,0.1652005448600728,0.23890775037149545,0.40823144642026904,0.34576348725794254,0.29381035298938735,0.4650814801636766,0.24011287314522992,0.13068528525232884,0.4280128425519751,0.3263208148454563,0.28421440860410546,0.45671105364916625,0.22844559215624854,0.3858352414466416,0.275485481653036,0.43086537057857754"
48,"0.5102699795627759,0.489605246282687,0.4218778370471287,0.09525884041346028,0.5632856911390609,0.387512322411601,0.5441314594214774,0.541647984785589,0.13345464424642361,0.6372689075796218,0.5656078855488711,0.30568244663680455,0.414098988482281,0.5637428052583731,0.46612413143128356,0.34372100682033996,0.1532035891999924,0.4446093429529606,0.34574672915880905,0.6939618718389917"
49,"0.39235070823577023,0.32206317962890596,0.6349731582331761,0.0830201224287077,0.27522436636029673,0.24229119264576957,0.1780051795689636,0.5922633105177175,0.8811376103892383,0.5329444614475498,0.22832578884446184,0.6781969439126408,0.46796966284002295,-0.054172863303890734,-0.1478900899388688,0.2434556314386115,0.056492123985499555,0.24661683176372035,0.38429947234956413,0.5367053316986036"
50,"0.5349274406861695,0.42856561322137227,0.5202858182098565,0.21177068971119362,0.4494863652730929,0.28829408577488985,0.4750479331338008,0.35298054123952755,0.2534972274026962,0.5074778783315471,0.5005800561705563,0.27537334622039145,0.517229138133748,0.5060368335390042,0.2601187847512885,0.5550167511188017,0.30814072113777324,0.5861679503614622,0.3533773209301159,0.6698071367656834"
51,"0.3137208274139149,0.32137798304184567,0.3208687696166055,0.21882988445466828,0.4952637997388172,0.5932833573579542,0.5623375769162953,0.6021520323966034,0.5868478947094093,0.4031394368277008,0.5008131209280781,0.5681628325375139,0.4952492014987352,0.26937915296346093,0.12423743337348754,0.6597047124931953,0.25449033026557244,0.500490460276277,0.08006834374926364,0.5433193343940683"
52,"0.362150865567565,0.12142299885836083,0.1635883375535659,0.45698695811868534,0.3249596239083331,0.5478563663895748,0.6182483208849524,0.4355275071869048,0.3195200463594264,0.31043077360413107,0.3246763262052667,0.6419549463895062,0.034372870238022664,0.1912259485398932,0.424815253855705,0.47656407045071786,0.22785256348944363,0.10203246803875628,0.6675803569350273,0.26521124596110773"
53,"0.5315906490828083,0.45565716144655255,0.6028811810085908,0.476740625071849,0.64673785352333,0.6233735837557803,0.32253801723562886,0.4262721603382411,0.7180737244270512,0.28596135836765607,0.3769984429570475,0.4153209446864915,0.331474633580555,0.5113196050223965,0.5109906528877812,0.646283619242147,0.7009496224577834,0.34087614614622586,0.36483003741317427,0.2738937739383422"
54,"0.5275352933518703,0.2134077116235481,0.3596345801624316,0.2541544379490301,0.27916142923199916,0.301562514296299,0.09731349557866552,0.24648901206154278,0.267391546467446,0.48528588585690424,0.2529784160898973,0.2084780290758266,0.14806440019409745,0.23517459371563407,0.5413994391793643,0.18526864583211392,0.06546304810874863,0.3835157877509274,0.08859808284020318,0.18530778860659639"
55,"0.45044198412092296,0.5711828395190505,0.23960611811275942,0.4174997917006723,0.555981769923858,0.20775023083441338,0.2255691630640288,0.3312353144421607,0.41171194740497236,0.4882552401703353,0.3430265697102132,0.28976919169154597,0.8249855104360905,0.7047879147637017,0.058506410124725024,0.38743360378837916,0.44616080472523373,0.2897759842256715,0.16634976387147268,0.6477974478420394"
56,"0.5916209063621116,0.27133268740480393,0.03313104021612229,0.17976926726378076,0.39047745736257505,0.3131454396366096,0.47775724797249325,0.36536257642121767,0.7045950302712174,0.39648144425350534,0.15621116941985433,0.6580551312392735,0.6677915702854035,0.2317851787395881,0.6473377466538089,0.3786925791498318,0.6380855104082824,0.4748810615910747,0.4015528533297291,0.20249294793440337"
57,"0.4647572513608432,0.3273965163169726,0.2896056276602875,0.45853442320226423,0.33954215631547474,0.6199713662469252,0.3361585230160603,0.6571866896692735,0.5021401695884993,0.40739134438963187,0.4382339479391084,0.34362973031828326,0.5564018861432971,0.34018586633599934,0.483842302814827,0.5787882133603428,0.22753303328665145,0.6267648601132327,0.2577414233278136,0.1788001152662586"
58,"0.33194520403285904,0.14337064020818813,0.4320746086638706,0.5266924813198202,0.38201013495360087,0.3182004427506638,0.4051447354023651,0.21264263898174582,0.4572097198559403,0.4478776530325745,0.17423945978425617,0.11908229765507762,0.26308199105507246,0.3257817976914402,0.25865565112786415,0.38801951221985465,0.16732735936033927,0.11963469398800491,0.2527725402711806,0.5370345267535838"
59,"0.29967701185373863,0.509967830918375,0.4591818637799899,0.3287601874366341,0.4193014148120571,0.13181024359663293,0.42196793046942344,0.23967680226671048,0.3834907667620075,0.42251199370605774,0.46017958368322104,0.2019681138575924,0.10138806118224175,0.39618283568884044,0.42490729474827205,0.6237900488022147,0.44029222380474115,0.4638055177396493,0.08633231176299419,0.4868975907584597"
60,"0.3539469946913421,0.4886286899486078,0.2147890425072548,0.3603421198097573,0.4081152401281644,0.2401614434990909,0.09362619066878763,0.35410322061606825,0.3439534235699409,0.34691388255159805,0.23205476019785806,0.28886097117971576,0.32428876928915096,0.3538700122949186,0.30772157614348816,0.3497289353629246,0.24165429364197813,0.1476114604686274,0.16431643525460765,0.5074270567250266"
61,"0.5936806065208949,0.5912417948692588,0.43943070920374316,0.38330477900095866,0.412278144511349,0.6070569499273544,0.3344803438378666,0.2665949448015515,0.5657530471765233,0.5843354811319766,0.4338356485586221,0.39966215582562115,0.21973643429539283,0.6698258752612627,0.4086461544605764,0.5086509239724037,0.3977208935184167,0.1996485571071554,0.42000189326061843,0.18081901774622583"
62,"0.5194033205044803,0.44481204623781473,0.609675701345976,0.31513866761109544,0.32548589097345476,0.22553967251123902,0.23800107419492028,0.43626695256030734,0.30475326413593207,0.4077143265703109,0.5420452947873816,0.1461468960661329,0.35904216651936066,0.46360356651218376,0.43270761923129925,0.3366687959126387,0.5118718896985436,0.2494869136305263,0.4729157917890784,0.5056132238930277"
63,"0.655896760409494,0.30736387125197867,0.3042083675830492,0.3182190189634939,0.2994012887754229,0.17021194392626657,0.09512634314777556,0.3850713157835371,0.36112780375891157,0.31571707621814554,0.4893816473204028,0.32740796766605346,0.21909544022105376,0.31007792983538207,0.31375507692435617,0.5547860548938612,0.33230582296559713,0.672912388000861,0.5885074949443302,0.22291825417097352"
64,"0.5324869789770235,0.6225447141148481,1.2037763875573986,0.3364821857106694,0.5852905838372995,0.14035028431203253,0.23404742501044418,0.7195503434950083,0.3132160427329419,0.4509987303687166,-0.03177580844144553,0.3696605561044056,0.29939937040160153,0.7024133180550965,0.8837046093229798,0.7243680406298494,0.8335137916142137,0.21137958540318916,0.23349644860302213,0.8999503014050612"
65,"0.4921871653346256,0.46115547052015343,-0.25440357117314416,0.6455781594268545,0.15441590943353745,0.29181186452145325,0.6361032418510458,0.5475046130103779,0.46955809029146184,0.46747664738182926,0.6336908861665974,0.12326258503141382,0.2898941155480456,0.3092275293326862,0.22666521437880666,0.07720996606689205,-0.12025797304741632,0.378668856407512,0.6007939043935949,-0.3003037922791131"
66,"0.5926743492628881,0.3642553844952749,0.47201328524561814,0.31421800941034517,0.5589278113875034,0.4108714261781708,0.27590187490311713,0.16053555788667367,0.39711532077270434,0.4972045250745072,0.0667507287659108,0.45506085328275414,0.29305364469178935,0.5825644008434011,0.1670263730019752,0.8137242735753549,0.6378725751095635,0.6444297185274774,0.7126529119894559,0.22851920562747152"
67,"0.5237177676968989,0.6546257520914192,0.4034751637426328,0.5967898551825785,0.2892519749691036,0.3933326978360788,0.3770058461627982,0.3429564630913208,0.38210523389505535,0.5909398908157006,0.044494706644651764,0.3841798791294069,0.13850176432710998,0.3991371396792037,0.5255575969931867,0.5825987638809242,0.3100923716920216,0.27932816519933873,0.34796389174218817,0.4929889288972959"
68,"0.5259312262718296,0.5166418111589163,0.3959203776961297,0.3147653901223744,0.34437986502727796,0.3560166722538168,0.37482515499167146,0.04976686963543027,0.11812832766253377,0.3531110276359556,0.6709962987808781,0.2998567760165436,0.5101768694361398,0.4324225590198474,0.8393185909416129,0.43789625565326085,0.3538025649034158,0.48471021305791134,0.4881441009260117,0.5292218919239854"
69,"0.22164636231909632,0.19808815817724926,0.18098213476458572,0.19788663090528255,0.44197472746204625,0.22866827249102226,0.4172385548177961,0.35721213375948474,0.09177281213250674,0.25010686987401154,0.5093770734844117,0.446039358697124,0.21054701580967441,0.5320803175777311,0.6074803380795565,0.38349957634935433,0.2964196065282985,0.4223455618192779,0.1671423904946631,0.3233998123971821"
70,"0.10916256550331788,-0.006056597553283921,0.5493091049183523,0.424325724406089,0.004851590850860476,0.4285891689939963,0.568736824485332,0.3305877819058114,0.7143108526542425,0.4867294406111184,0.5200958454039626,0.19283823319967291,0.3241540226283579,0.42765748190079206,0.22550954794219205,0.703214673663658,0.16733329157354915,0.38097694269233395,0.5183917103579111,0.39777225103312247"
71,"0.6877964548773964,0.49841572369963594,0.5284636636795889,0.7491068108675921,0.31725845840701067,0.6860706554862347,0.6510073029539838,0.2983727419518605,0.40068371840430916,0.4914052812596384,0.4908582656636616,0.46392510069196363,0.2563034524735703,0.4310019166332515,0.7857061691683266,0.23866669436165072,0.43128462668456763,0.48171869785618926,0.21947290205543826,0.45005291912185014"
72,"0.8721528303458176,0.6319033358741988,0.5562373150360093,0.5439713607416942,0.5957824663385468,0.5125749319649722,0.08563271864709412,0.5202336709749219,0.3764450379843449,0.6870765183357423,0.7789975083957111,0.16532173334556222,0.47334932714938055,0.36044291950216784,0.12337052198939708,0.3652732542239459,0.03393611375301958,0.4473408064234452,0.5539888008833667,0.5864618571203157"
73,"0.48305292559513724,0.5291274152425053,0.5643959596989292,0.5328115323827374,0.5627013150202971,0.4212855761890967,0.07062150864416007,0.42269866184535776,0.3815723392636122,0.4630969817471644,0.6085278803765627,0.1848069914438337,0.31430605130458433,0.13483743583421687,0.30029919303617486,0.3629986278631444,0.07562127420075612,0.21465526394616133,0.4604940624911964,0.5563833642616373"
74,"0.5035146754010695,0.3496699339597108,0.522719592718313,0.3059746702697085,0.3923417881742637,0.4432562424710514,0.4650138482044876,0.6019545004654445,0.40339701945313516,0.5369740121005896,0.45334391435070587,0.3721367012212598,0.43392490876226936,0.2183759334585878,0.3848922349282209,0.45502411185169295,0.3500099077029466,0.29680290463102604,0.5520426825521003,0.43471452037026437"
75,"0.5915371430966053,0.5686684638125628,0.5845340585802735,0.5673960076624979,0.25725852789803927,0.29386481253247776,0.33070838663602287,0.25349499532149017,0.4370346470622352,0.3561768519835242,0.47760852352367195,0.2263222882587508,0.5500351475759135,0.47031552369158375,0.18438704994008245,0.5280399682337136,0.22675817027459447,0.4813669668320142,0.41738039263381355,0.31661391451918575"
