,user_embed
19,"0.737488681612304,0.5494715703195753,0.6763968308396752,0.9631393904082459,-0.10010390139509877,0.4497741977762546,0.5228928562168842,1.0231665440835127,0.45253583545144216,0.7018061517556968"
20,"0.6761314123997201,0.9208413032623196,0.6672135242940755,0.630843388534012,0.4290787940659315,0.3367896067116235,0.2138461325876093,0.553705586056861,0.673446704784147,0.524372628324922"
21,"0.7689475944778168,0.24130967817382434,0.41101334327783484,0.5422199181557886,0.6604848105608205,0.649275080611433,0.9853181914752664,0.763065194505584,0.8646033035832396,0.6445562560658825"
22,"0.4766260889181453,0.9701010628914951,0.6458854704097795,0.5603532585810701,0.9493273528765855,0.7570849155674466,0.3643260596945261,0.36264298525508326,0.6525582844282053,0.9623373007780747"
23,"0.7568714629026239,0.46402729843367285,0.5022920709492106,0.6390900369049485,0.570059070119328,0.4538363263006621,0.6075595079892879,0.31510681933733564,0.3131604550499099,0.5857018703466965"
24,"0.9413570377371001,0.587238449541528,0.6309774959670142,0.7954445984489119,0.7119862597060035,0.5670037959814802,0.757462722894776,0.3940777797002644,0.3884970074736812,0.7317759876166334"
25,"0.5674681337805682,0.5600122753062495,0.729813172301214,0.4385917154694755,1.012139740935458,0.9193831244889703,1.457597315132963,0.06593306408319383,0.7872066536360482,0.47622208042719816"
26,"0.2004674653909328,0.4823604305836322,1.072558165060593,0.6026287293010667,0.6743854475405475,1.0330141935014874,0.5199876361342137,0.7798651149454006,0.5427724417880089,0.46795909315069717"
27,"0.6734662341439877,0.6927301308123364,0.6656477763403855,0.36321628854550847,0.7454941179661515,0.8464443466384184,0.7441196818720879,0.5348734303288432,0.579796461431832,0.384816519832798"
28,"0.7084622697431663,0.29186400408346463,0.44287694414826445,0.898238665999766,0.510523135540842,0.4754491111114069,0.6374390433178666,0.5481817275479298,0.894312541542518,0.5208322446176337"
29,"0.6648956159229548,-0.04218741859154554,0.22895988817534219,1.2337850939231974,0.294280391908248,0.09643464234143846,0.19506554419002933,0.5594861725267832,0.8536814581421599,0.6677682247980551"
30,"0.5533895264021648,0.6101348578774517,0.4831491441673992,0.7468919789813248,0.4080681835829596,0.41634143659321904,0.7138914120187477,0.5025277403409569,0.5543849931206218,0.7396664995838602"
31,"0.792297145515831,0.6441756844032761,0.6033569907902384,0.98956706804443,0.3675755063428212,0.6428980124953693,0.745813017719138,0.722824400278028,0.6434194063390816,0.9413959125410961"
32,"0.4204405323620306,0.2868236246887437,0.5467618322174986,1.0229222117226553,0.7240172027952477,0.7010081963024586,0.5481138084256268,0.8184531324668034,1.0803204501617694,0.4823625281597981"
33,"0.42677833529966286,0.2870559532755525,0.5421865572909278,1.0217825272834096,0.72300493432724,0.7047794747955841,0.5481589084442847,0.8186386277190815,1.0801063557536563,0.4803674162404711"
34,"0.4228671842291639,0.29029674858541915,0.5445091496263726,1.0247292902272422,0.7248511209065838,0.7066729099422701,0.5497698271112135,0.813597006853209,1.0765558136746367,0.48210842504530016"
35,"0.8143367234473681,0.5766503419933834,0.7949175586390653,0.9141642602419484,0.09265777908024926,0.6694025250875921,0.46569590689860213,0.46577500049840936,0.6730812566623012,0.5554001611269214"
36,"0.5020965887570671,0.4991234188003742,0.9268586346675827,0.5266020684780182,0.6464888210505451,0.37001242038418575,0.4653589074373947,0.38244506332608774,0.6541370531880054,0.44253790574449775"
37,"0.4944819981601718,0.4955880529729365,0.9521866790153171,0.4912910490885503,0.6623552242689287,0.3417805771776946,0.4585111231251278,0.36151790373647685,0.6588663270820968,0.44672718015959917"
38,"0.27500009180274887,0.4461766730998244,0.5164628679103803,0.6755995757552733,0.5704194081602127,0.5148709869258642,0.3810874099941817,0.7651002453860712,0.7912560546467651,0.7611150948756998"
39,"0.012937345636463793,0.9380928334968485,1.5096820754264348,0.7347330226237476,0.14390985346854024,0.6036481839661944,0.8452175855073785,0.2605411262604008,0.28097651508343247,-0.38263898924194156"
40,"0.5719996590433083,0.4413266385165363,0.27073933353050084,0.07478828570733446,1.002658825341053,0.738017611186329,0.2878123315242538,0.6498086367097329,0.20191740555130056,1.069607387774285"
41,"1.423876256322742,0.3097438675091473,-0.17290549547939532,0.34369255197278414,0.9684469912733124,-0.0017457733769608078,-0.4122419422371031,0.34821886080361436,0.5145295705102565,1.0352034646731059"
42,"0.7416399862928501,0.8285022034959,0.7838772808232424,1.0904727221909376,0.5849120597046882,0.876195656617181,0.23556427624217968,0.1025586652493488,0.13682811743175854,0.39356271072986215"
43,"0.03155089133175915,0.40941787071264607,0.7083620545610864,0.9245102072231947,0.11692756962135174,0.8860775794214816,1.3189853358907855,-0.252563381418525,-0.45684692888155376,-0.46857382908121026"
44,"0.44386912897364716,0.9013168275442022,0.5505275228096491,0.61892466330018,0.06680637381312472,0.6542644714009319,0.7319527981246368,0.6162818607759813,0.9161214344646792,0.33478092605683374"
45,"0.8423898593168482,0.4351709093754039,0.8175571762942824,0.16286463819785307,0.739813201227449,0.03645133921136595,0.40235380353612565,0.8158211982969773,0.610681063936856,0.873464940798326"
46,"0.7005726280324848,0.5456232756319248,-0.3774663899127085,-0.20622172912001216,0.5185208555047564,1.120397616973588,-0.276550031832577,0.2634167782527373,0.35130170849280784,0.31140842889383985"
47,"0.37345742387801995,0.6243412299074468,0.8344179665510896,0.47192280709108314,0.4747705363699553,0.5958612448793001,0.45382813426195107,0.4498406827963613,0.47972692155130525,0.5845270064328598"
48,"0.5740315932640228,0.9259431682791556,1.2652908985551528,0.7103477056865894,0.3912967990337798,0.3708128413413748,0.4356517304643437,0.33791873516763754,0.6042858290396268,-0.10080710417104051"
49,"0.6733646136365474,0.8489504487994729,1.3271035089026484,0.6398674474959607,0.38950149683636576,0.2566049100459404,0.433510673183613,0.3329820092534356,0.6558670830203737,-0.052481554889354354"
50,"0.8418738708706909,1.0890968980596112,0.5916957764030294,0.6644236026246216,0.5088762912728513,-0.00038682533293985503,-0.30867987650399226,0.14601925193766083,0.7253213744977615,0.4853966699215802"
51,"0.5840519161603162,0.585756181300502,1.2834214699034645,0.6695365654087074,0.6220784417668431,0.5116951764822667,0.6352199397732577,0.4482737689978905,0.6313634276115676,-0.26122998095784006"
52,"0.02585710166590108,0.34858750340576455,0.19808827214793143,0.6201836303748458,0.48451254615131756,0.8093113541901997,0.4380672131986685,1.0221682065133133,0.18486826425789132,1.1191345953901326"
53,"0.2094870740288478,1.0046626485322208,0.47207003517352975,0.7404463213631092,0.7815690746695406,0.6129648105536899,0.9358778336588784,0.45579517001897474,0.6266140842201231,0.48120871685148003"
54,"0.9671845397237493,0.5475510443721688,0.5099970055853008,0.7921816740575776,0.6448474904273844,0.6098630352594077,0.642282062664097,0.6225623742247683,0.6650748497373103,0.6046795137452823"
55,"1.4764016766414152,0.662049975675662,0.5274904967649948,0.7665034965128855,0.9557349288903024,0.11816043744079188,0.35132087830639863,0.28475147145354285,0.443397058109327,0.4940645662459596"
56,"0.5769380452104691,0.19662552960033514,0.02936975753550166,0.14338030455883993,0.6943337978519332,0.14226500619814494,0.9306718186050004,0.9696494765455769,0.6350998507924778,0.18379047533751766"
57,"0.5916723123746944,0.4546509127116193,0.2800873687166767,0.43379136801397306,0.6543422947940599,0.24809958953366024,0.8892207111399427,0.7935643260165853,0.6656518458320365,0.42977761042361945"
58,"0.6412928865985404,0.16511397242761022,0.03706604892916849,0.19321452039111428,0.61680513403478,0.1336632983953577,0.9609955012585979,0.9686135466068695,0.6154204536797836,0.12457618762388015"
59,"0.6575555194196829,0.5421570195241586,0.45834732187677235,0.789423412508112,1.151549314496593,0.4285804111051573,0.3074944439231052,1.0868871353082257,0.7913782603004726,0.13603172205836292"
60,"0.48228429070247536,0.5607800883921439,0.9282256849176704,0.48277378905451973,0.5796449968240656,0.8932762173097788,0.5830283859589857,0.5128768894752361,0.5745418802230081,0.5303559180769456"
61,"0.5804460508475839,0.7250417043545839,0.8312269626446199,0.37945290250190333,0.5362933729773929,0.23394621241155403,0.2582098230436933,0.7563155306004277,0.6221841092068909,0.7536012799013299"
62,"0.24196913929693545,0.5018031744496626,-0.1754559752051861,0.46524074356683104,0.9680237119537966,0.827715511996127,0.9104652314471294,0.9658911132728528,0.59524787572566,0.6041635722201372"
63,"0.2772989620572885,0.47298578838637256,0.1684863168661048,0.5297357899955817,0.6809404183121165,0.6253732701700794,0.7301367816564822,0.782779935379455,0.43865068874766044,0.5566703210327636"
64,"0.8556190819797412,0.7239277861628709,0.5886002495384282,0.4250277541563972,0.6560036375795147,0.7920677968544096,0.4738552673718669,0.6217046422237315,0.7815753609104454,0.536140861494091"
65,"0.6160339645458898,0.7846202501273087,0.79855194082238,0.2855742728103694,0.2938485567870562,0.4094046392754678,0.4803090523465857,0.3732914399179552,0.8813005155490259,0.3920352548664623"
66,"0.6715005149564045,0.2587282550039386,0.6620798443198705,0.7705111670229656,0.6041625918296608,0.7589248769968321,0.3455229716911988,0.3351875203131082,0.7627724527426835,0.4692405201522055"
67,"0.7576910856668636,0.22900742339187968,1.0205395880387018,0.6308777457089679,0.5168858798689654,0.9570420186307457,0.7705106349195834,0.7245201322886684,0.6545008777600587,0.772020180623089"
68,"0.8023897893815976,0.29748964038868947,0.8645114235090837,0.5398221291280687,1.0623366088476474,0.589946554852952,1.1453918867976949,0.7081857457378787,0.7688451574960602,0.7544762200768129"
69,"1.3488081008534205,0.57063457649608,0.4442795394816045,0.9393031846942357,0.8900691619831402,0.18695656557381837,0.5666023973342206,0.21978471674243905,0.2795739137869163,0.5192420563147547"
70,"0.48571826109466715,0.5499485181474805,0.5041010609039773,0.6848730793740617,0.3442378917085384,0.5489553494635885,0.19787658312424566,0.42338604213367526,0.7271386682073367,0.6342151482878087"
71,"0.6743362545455096,0.20102027045060042,0.43941140473378015,0.6294890075038866,0.48061979702226143,0.4147596127022844,0.3581027942565408,0.41044063813850346,0.44727967898297133,0.26026691183419665"
72,"0.6401087310837493,0.6444244296577307,0.7231947586185461,0.5311647158542836,0.5778792868002011,0.5797615644174146,0.6321514963452958,0.7322225953850833,0.7301254283052111,0.858084544468652"
73,"0.9772750475812283,0.4737326258768211,1.0813584639903786,0.6011965846063916,0.5720733751990995,0.4493501412694106,0.08600991040574263,0.387583618048856,1.1370292318390403,0.6244482535751492"
74,"0.8372253120074663,0.4321869443926386,0.4285897399955017,0.31225949108466516,0.3393559864909292,0.7266067604262307,0.5767036127865837,0.38476457758115035,0.6249564486015462,0.6468662283858302"
75,"0.7441184924831918,0.7512666440001748,0.5393684265323706,0.7984596287091511,1.0394358539717352,0.44703406311804067,0.22408872868286614,0.21898880562331882,0.6984188691877745,0.8201935432622609"
76,"0.4564629896428996,0.6641022155138617,0.6429895539659536,0.36214029718899676,0.3713561001511585,1.1489696352233885,0.701096332912264,0.6280154381650349,0.5219429365158615,0.5856476689366809"
77,"-0.622878994000036,0.35135985469870645,0.34084232160162925,0.26129058596227583,-0.09034671033191496,0.871848314274439,0.26922123785433383,0.7426239473315628,0.8561423818045076,0.9219247963091614"
78,"0.7596477908606004,0.5922761796867666,0.5827256608103407,0.6125047134950644,0.48302501283554583,0.5967464201702491,0.29756604462061703,0.2794203491782339,0.4076289654812252,0.5373314320645338"
79,"0.5474357709693533,1.055271891635187,0.690182172450328,0.465309429013528,0.4518288098502174,0.8094778542910532,0.2871381384610584,0.724589168437878,0.5713989686461921,0.46029394893475856"
80,"0.6663367976336757,0.8953144836172389,1.0010317232074422,0.41601076899089817,0.6284329198679838,0.2798804587555521,0.31760753685850535,0.9615778635950882,0.8451634041318066,1.0178509453889049"
81,"0.7547538035872141,-0.023528309090382834,1.078063765490595,0.3414794653053563,0.6176388088721352,0.7028618538225858,0.058475900539859224,0.5046423912567077,0.7390534889512748,0.37923256852647574"
82,"0.7455338464360453,-0.02107558481707842,1.0680966670480627,0.37837938102633834,0.6021862304869132,0.6954663835917565,0.10038518549271533,0.4992616462110995,0.7584653940521835,0.38742618767764747"
83,"0.3061832368806214,0.9829855646000746,-0.17810322878911064,0.6259496192842445,0.3811152808417264,-0.008010106091351533,1.3897186022862251,0.3385844498552492,0.12488113033108479,0.36474734769843115"
84,"0.9547834285194947,-0.030763792528558712,1.3472976225163584,0.4216156417422508,0.7668086699237009,0.8778458254995746,0.05674191872970902,0.6239623283783485,0.9359083634912677,0.4770407541636119"
85,"0.7606987604070578,-0.027589738687725046,1.0760943123339421,0.33810726068272423,0.6116768788001012,0.7058112181881876,0.044657090753848674,0.4996685529636577,0.7502666596008524,0.38127557892941777"
86,"0.7790428077157722,0.07594432950531135,1.0190997230318115,0.3640157469360312,0.6128480041572213,0.7670353547025375,0.22404712491915119,0.5728821389211443,0.6546822065321592,0.45234060237909673"
87,"0.5179285813367264,0.6192251941926193,0.8849050836883938,0.8081021617898958,0.5814314093538753,0.8230386325857423,0.3712333848597906,0.4012347758655,0.3660880319938863,0.758513570538914"
88,"0.463430195454633,0.4095499697634422,0.545163669320261,0.3479071577339184,0.5049671019359311,0.6663462117717259,0.712645416671308,0.6652593332805655,0.9741785321462331,0.9295954645199141"
89,"0.9296553866166398,0.4534133816288524,0.44361517079393586,0.6916687831664214,0.5530458936132591,0.17560369120430883,0.8912589468852864,0.3007051809607493,0.723418594464212,0.7072092549268129"
90,"0.10117837940392442,0.31955023523025455,0.5016798968133229,0.30104888041251954,0.6422003319514231,0.40637408140343945,1.0700968628686467,0.7370049566170912,0.4457178253141504,0.4174790864310136"
91,"0.6410136606848696,0.7135737047122398,0.7055319206059528,0.37822680006505294,0.7737077981647982,0.823996031310949,0.7271288694702959,0.5303321086218692,0.5571202279127987,0.3678640548640704"
92,"0.6478901964234001,0.7039072151858188,0.6875553947077532,0.3807784806503833,0.7456405996132808,0.8430002212333243,0.7295648861481169,0.5273438534515686,0.58895326842787,0.37459607228464764"
93,"0.3543435550562282,0.6566660338108586,0.50105820218577,0.16223814923963875,1.1847748985493172,0.6366363320475672,0.7469492527694538,-0.04957899240310804,0.6824838695837195,0.5198190113938069"
94,"0.5381947152108939,0.797626287087732,0.5831487535802173,0.8847502196172543,0.08336706035627904,0.2770232797161925,0.4858312500897281,0.8005331504801683,0.7817459623664564,0.6079124039277466"
95,"0.7006749153909935,0.7252861573428642,0.40665454538776175,0.8699945898007196,0.7847376380885093,0.20459074232328361,0.746843809537832,0.6530834549306802,0.4087162303305135,0.33093357722025274"
96,"0.6770326824414664,0.3246779081026943,0.5424415436520956,0.6548884059336771,0.5581507289100748,0.7586035978962247,0.6149471854720582,0.690607280359917,0.3659914254437646,0.4113345252152718"
97,"0.8907773610757334,0.48756646730591424,0.3195185815620803,0.47059296855788085,0.6517211856341366,0.2438235352089594,0.8143623365727569,0.3995905822359354,0.6087172176076231,1.038777033990785"
98,"0.6960970148733379,1.0873158365346618,0.6702769539219913,0.7197726871237093,0.17987642569004186,0.593028313847469,0.9997908438081533,0.3642597261808644,0.8866427941844982,0.2311058516655146"
99,"0.5527315250137821,0.5901729670506254,0.5230951731061627,0.22063369502974278,0.7323779430022821,0.5866582062217345,0.5368896371150457,0.9228294202106216,0.7951336821458742,0.8514230745714867"
100,"0.5178734353237607,0.595898640621731,0.4968019303536789,0.2660774085697469,0.7537006654658384,0.630624656800419,0.5809562520527085,0.8933872931460995,0.7881688710122415,0.825089273535026"
101,"0.2326304776885694,0.6287329851004637,0.8323444713114815,0.5022779415047058,0.5966704141425673,0.06688666429977197,0.07193284555609016,0.3139282461592866,0.25901457486894314,0.9291285115823252"
102,"0.3604089739605402,0.6473694382534517,0.753293790102331,0.3257854075839872,0.6384017118690732,0.22385147906932698,0.40073948913125707,0.8323313348450068,0.7648113505277925,0.4482169411874712"
103,"0.5247828868013863,0.7471001546846084,0.9174039648105075,0.4844689852125685,0.7877575731532375,0.32105315533020673,0.5223322069721689,0.9996143664862367,0.9853915873977714,0.5586570737966925"
104,"0.9715969661377705,0.17650894962808994,0.7181460319408263,0.5665931397040044,0.38026078781373224,0.6976205037956709,0.3022162409681791,0.8767555264048151,0.7355873255775407,0.3816911415879408"
105,"0.6962672563883061,0.5452842736550965,0.6982396171523316,0.6490187593448894,0.6975223087104739,0.5881196588001849,0.786149717216572,0.4497611516969255,0.6336605092588644,0.49482227445931276"
106,"0.6522487676442703,0.5474675313717766,0.6894256892149662,0.6415531049483144,0.714739028113171,0.6060590222673681,0.811111589579337,0.4739018631707184,0.6077107573417937,0.49877871618499453"
107,"0.4701249410593296,0.37715291139808893,0.6818018852236994,0.2221270967942921,0.5552633154420115,0.379728726934127,0.5440055290178674,0.4470809185668892,0.30793645300990286,0.2634769417971193"
108,"0.6199743742991483,0.6465334995756854,0.3965272676702184,0.5852780301023278,0.7203568174089897,0.5892569917053292,0.4810403306224923,0.749549652084779,0.42676488665098156,0.36762013307089225"
109,"0.3586484933231927,0.7548414267128519,0.7555633714591543,0.19481765070560314,0.6032856608717596,0.576292002344206,0.5768499129826098,1.042288197711896,0.7099648431716874,0.25198116133034787"
110,"0.7867940442357965,0.4444861696138447,0.45170592522944264,0.6779981054989992,0.6080688787166527,0.6102589604695113,0.4681633782900594,0.6630242147527626,0.4929928690602072,0.5048022461729571"
111,"0.4177443599846807,0.5477756921196334,0.8522133638152626,0.43314438929872473,0.5083258846268065,0.5917286759279344,0.462738376729645,0.4638363504468795,0.5238228657555241,0.5634422486902609"
112,"0.9221765711451629,0.4556317855666112,0.3601775229927718,0.3053262873634341,0.36963936714947454,0.44835414584206956,0.205644433659693,0.6746291469444877,0.893024036450459,0.686673011172693"
113,"0.7938299860499339,0.6641809122522883,0.937147198149118,0.8468287753804816,0.33581839683389436,0.9729848386402661,0.271276555622919,0.7426166660095826,0.41965525886571076,0.6802061756866882"
114,"0.8722672993320173,0.3942255608856619,0.4142334680834872,0.6392443661426654,0.6005982030384612,0.8649832909069709,0.47231135248273204,0.8935879875776142,0.2575230653165716,0.6495964167036495"
115,"0.614904709363483,0.2616494660161027,0.6726921166181055,0.7631940213717304,0.4962582964463036,0.44840697163814397,0.6955652341498787,0.4032719225786151,0.31458617519806054,1.1470391634256745"
116,"0.5157344730516574,0.5585678896858054,0.765071196956707,0.853303874572811,0.5956727118074157,0.8460855368377188,0.5726423980083016,0.923809076220419,0.2685424063472502,0.498977770766985"
117,"0.4849902919146823,0.4861711488607872,0.39151767270096216,1.0525544123388464,0.530396025894428,0.9111662898471847,0.4756853527047965,0.6842539405843602,0.7442733261382763,0.3085451370404823"
118,"0.5574001826354563,0.49707296997242545,0.41970066053476135,1.0150980649717842,0.48840454398356403,0.8994144319724844,0.48955139592993524,0.6733230246516347,0.743766545256556,0.34633494665123316"
119,"0.8223647609178363,0.6220119648223152,0.4923739116827904,0.6611190109976262,0.8703599110604954,0.27160484160621984,0.9092973880827644,0.288634109765383,0.8521297822053131,0.13639561006700807"
120,"0.9156499076375836,0.5672133421175979,0.5309312093095806,0.45435509544357644,0.792018242396032,0.995657196900291,0.3963299907661669,0.22157763558070984,0.6187481090351583,0.6193075890845241"
121,"-0.11751316393032343,0.8278138671350835,0.4431964481651307,0.8303671078813575,0.08473229489236997,0.3852142901104735,0.11798133961814386,0.48782319310237515,0.387646883212666,0.5305634723165203"
122,"0.49629984069027944,0.5084904935572845,0.552296382669793,0.4101278104636147,0.4660457426673294,0.4720361757726605,0.5118032013478077,0.5927474581409902,0.5977159837708793,0.7064588007892535"
123,"1.1392861148872093,0.7227969526212512,0.6687015528142984,0.5807441324030795,0.9879432280353069,1.2454037108680003,0.494095741870075,0.28223797677903417,0.7777593796520966,0.7814503554153489"
124,"0.5689519053456625,0.8339026868590218,0.41775514535017666,0.5954282747406805,0.7815650235957999,0.1616355045186903,0.43454613094609534,0.10646193235994342,0.5133341842095382,0.6742899882354817"
125,"0.4701301955252375,0.42477872223177615,0.8392938273072545,0.5200726576289669,0.6476643511842253,0.23089926725416107,0.5977635564405429,0.6884616154978692,0.5101233573344341,0.45826915849579264"
126,"0.6257638814377314,0.6762000465470694,0.9656887542084148,0.5633601128298511,0.20598073335728612,0.8655970219841831,0.18772111187899512,0.5586293816365152,0.5313551829445039,0.6854931867415417"
127,"0.5220190817603441,0.6965879889140661,0.5512970052886728,0.779382504623204,0.48482788175135955,0.6097935790262257,0.4709208159706484,0.6184597145159776,0.6118212551283798,0.4120425721025111"
128,"-0.25553658565469944,0.4850777965180536,0.4378216289362368,-0.005344500697790732,0.7006820907565801,0.6899747875472924,0.586067016942662,0.8713919947923283,0.6914761130392927,0.8848135152003239"
129,"0.8080895011997337,0.44472557390085715,0.7750530404196113,0.7939605838314112,0.8832863959757465,0.5275353544367346,0.39371494151413516,0.27896713373984144,0.6443393293256809,0.4490384865534"
130,"0.8046813412716187,0.7070857610948689,0.7560612060595255,0.4124210173207056,0.734768129354976,0.47080374817975856,0.9958225557708003,0.6681713810049739,0.9036948546298902,0.9036852146783786"
131,"0.8079850666503631,0.20939385246932213,0.3716899198753667,0.5572693006651918,0.648084674302727,0.6890161181937304,0.9913140011226491,0.7848734966947717,0.8576454776635463,0.5654048548312689"
132,"0.4250675640706112,0.4838599129455803,0.9817269756355855,0.698379412296067,0.6004892979873636,0.7122514857853841,0.7415382994906857,0.4976196820156998,0.8844785939852847,0.4524598922677752"
133,"0.2196619178366347,0.4678925480514509,0.3335826402957286,0.2696573090882181,0.7461275420203725,0.7087906314440207,0.443001854259348,0.4615697557421514,0.88626018687748,0.7668544810435695"
134,"0.9372923387572539,0.8280935366778326,0.1894756223220342,0.6119629649746402,0.532626320788158,0.43295364373930234,0.29996974778800495,0.6050572315261927,0.746922204688276,0.2607951491508015"
135,"0.4921613039754463,1.150308295684963,0.6642291061053918,0.5482063437902981,0.5559592214423548,0.2294935306809649,0.6935523630531598,0.1651569092745365,0.5961824366541558,0.45144051676472524"
136,"0.4406386668939334,0.40233995406062467,0.3287258523308719,0.665324324959179,0.7606982800007771,0.5974885287632039,0.5341568937418193,0.5567880305657755,0.5511659471665565,0.38236706111853375"
137,"0.9258548777196405,1.1326137350981713,0.5523145711679395,0.7826476424967183,1.0950132425872854,0.12517941114789238,0.6351941490988847,0.2906138009711,0.36922338209411126,0.3056999126866838"
138,"0.7078946762545943,0.39769493686359897,0.3911651113610247,0.5226204059721419,0.4693499722546107,0.8439401810178282,0.493906734936354,0.9103877346526768,0.4115840084085595,0.3284907637377197"
139,"0.4398789295155763,0.6085246738908304,0.5698872185365595,0.5944174616679766,0.7895640845543426,0.479837390791646,0.7188366651108704,0.47196772779464924,0.8923776012849111,0.5986955697596487"
140,"0.45611242811938935,0.6328358378357269,0.5823995959231937,0.5830780979281724,0.772415842854292,0.49290680249129354,0.7154568676964976,0.4624611842810687,0.8672780712231963,0.6206109003895992"
141,"0.4312529042515224,0.3310842169695571,1.0002066752978913,0.4246486925424969,0.4034217397659164,0.5844031220493857,0.6355635359820383,0.45081786799928525,0.7363627481006279,0.6136412017142528"
142,"0.4385888453266017,0.32191518322408536,1.0055910423372716,0.4153390146427424,0.39349068392644254,0.5923835768265705,0.6371671521540437,0.4340368568550061,0.7351735548190406,0.6216307043407792"
143,"0.8371422651124908,0.6942613298326069,0.40057521191334794,0.7885839319406313,0.8216223959480755,0.806967070629991,0.5803241141014213,0.6986355932297206,0.6927193509390218,0.5434436178149255"
144,"0.5080714124636778,0.445421577551359,0.6619089494245781,0.8423348548986151,0.8971054224609836,0.8578846391452645,0.6107326233950333,0.7903497574212638,0.3969258434556649,0.8305425891594752"
145,"0.15174327447095215,0.42930547425548027,0.4097253101877813,0.5937595258429423,0.726721733943399,0.816738799676983,1.0250898191376085,0.7587644605074368,0.5313320376546837,0.39771344413158455"
146,"0.7126797036456949,0.4197748402285036,0.5300474770902466,0.745217682143942,0.3971461326218242,0.33327764849552777,0.686198778745855,0.7888424363163913,0.3237202694188019,0.40436611974809655"
147,"0.6383621300597451,0.775355055476097,0.5597829324443184,0.43942597302395137,0.9674282072692019,0.9128267827870988,0.41377861892028434,0.6694645139685353,0.639254774127128,0.4521179076724651"
148,"0.624611691138139,0.6374062859847267,0.6741070265529382,0.5522529781878446,0.7237613214439149,0.39347861800217526,0.7054864248066957,0.7313278914515381,0.6897203134236686,0.2416357063265832"
149,"0.6695368455055337,0.41862838780216804,0.3612888850746338,0.6648261190140146,0.7684314974302233,0.7455076332168395,0.612244743647562,0.5577902717963334,0.3392381306511276,0.9201742112761027"
