,item_embed
21,"0.4360561651837438,0.42564913673618515,0.5554838414948602,0.32393998699405074,0.37925066014869246,0.3147794859861356,0.1736062853535268,0.3954707809202142,0.24545991236075662,0.7041657129111153,0.4288249463119785,0.47840631465519534,0.2259426226268979,0.7084779323391671,0.23190800573801645,0.3790240143443085,0.47525479758968764,0.4698818140870764,0.33812885847350493,0.42326265965171384"
22,"0.1053794048379613,0.33112527335525777,0.6736282723457026,0.5554364502029315,0.45299387702749233,0.20485512680461795,0.5363388356563978,0.4115082800666578,0.33290361617379355,0.450071096952859,0.227764233329489,0.26232556191649586,0.5340202755655751,0.40653547767479525,0.3119504120128629,0.7275530544858364,0.2695292536153851,0.5087415552837541,0.34042565005266745,0.6143915307455285"
23,"0.437759983842509,0.1823784775491681,0.4723932243463247,0.64581949786429,0.2718835240474763,0.3083556169891874,0.6516968699401459,0.5179534808284866,0.12612895569095525,0.3728676537655986,0.3417347786995812,0.7506510964673254,0.6229173870561682,0.3472879098304799,0.04665828848989688,0.5882927982541436,0.3558796893931672,0.518930950578958,0.30858092111593005,0.4617713078386606"
24,"0.5870191661384154,0.5699875262843866,0.6493516457420593,0.5009817974692046,0.3875366463116078,0.3776105968619731,0.37162554022079647,0.3890269418502105,0.2730448137729051,0.5601116181963824,0.49451357686886954,0.40815935797632935,0.26457253422387633,0.6159570261320174,0.4726675327460631,0.4843771247303384,0.19068421033221927,0.29680835777131226,0.44509892833865294,0.26354882811536384"
25,"0.5203600246242834,0.5098288675870168,0.23934256195842973,0.11263847894045471,0.38138682230871107,0.44626885850573145,0.17803566986591932,0.3698121809482171,0.1597500853496652,0.21588927806010197,0.10247399775523552,0.2249015110714145,0.4740915496472544,0.5465804064363737,0.25346750348749436,0.3219286251018828,0.36101277446613034,0.13157566440048168,0.08348791830064402,0.32820720578316853"
26,"0.15844507785697312,0.3526120031223346,0.4989363083596873,0.6273828274991469,0.31503702664808886,0.4679106676519702,0.559626417153788,0.41457015436757555,0.23804515900349027,0.7092922600246656,0.40298671899459587,0.5964163219219906,0.3464042547966545,0.6394128151257205,0.4932344896836264,0.03458988088200067,0.27966348711060124,0.06432960191138892,0.4689100673007221,0.5761580238948245"
27,"0.43163375608680593,0.6407541386597455,0.6919083469400135,0.23895486260940718,0.5451429598184869,0.30377671470048534,0.31530592537180063,0.37198740124895857,0.27145726767303774,0.25564017425364494,0.633432667241069,0.22437838132703639,0.0842172673093487,0.5547944201437939,0.29665879542332857,0.6348353518347628,0.7841184473366101,0.809194237721659,0.17767888354902164,0.7052007296262456"
28,"0.30024398477043385,0.5101766151593482,0.4626939801732062,0.23401179458378266,0.5576055734238894,0.5196212675662142,0.369927274195653,0.47871127822487514,0.4402825766328395,0.3001434181767484,0.48682715581348845,0.22515470565943388,0.47642194521111303,0.6838432849490772,0.5078968474159329,0.2829482413111948,0.387016845630986,0.3826847788824195,0.5372667973631112,0.339838464860568"
29,"0.20665613632111846,0.41422197913418685,0.2867114115278723,0.20433588966379007,0.6136389671366946,0.32430809582852754,0.3181483578724362,0.21939165493765217,0.2574485422809199,0.4085462293402349,0.268556278364145,0.4774122676158796,0.4819754957529628,0.25363506261709345,0.5472043890452504,0.5654170039867872,0.24974141202339425,0.5192119912863261,0.10993460036331044,0.030838501418659348"
30,"0.568825081943541,0.5281178547550237,0.5608327335877245,0.5364686539639137,0.3453622553475073,0.23776701242574638,0.363535037992019,0.8415889330381635,0.2621910830532577,0.40027281051046,0.28890712176775707,0.668525468706982,0.47642287034603686,0.3673370500524813,0.5864309661742024,0.6701712248848785,0.41007309690077076,0.4785687970332527,0.4908854222038435,0.5041143949546355"
31,"0.24882321206657435,0.6264129358896079,0.5056588182009188,0.41225724199592145,0.38637168483604845,0.14368016379243187,0.45940295213012833,0.5850949742098434,0.29002800384207233,0.6443777525287878,0.542403519113396,0.4571260399263758,0.42360896818775096,0.41300449400594574,0.6195688905640967,0.15615516466766968,0.42535753032131596,0.46092947591664196,0.3303599095119958,0.3672879043713647"
32,"0.42239347980865893,0.2080556116295793,0.7609425585045975,0.5633345334185472,0.28320099465945,0.3530801823525779,0.3161773365270902,0.7169620303330078,0.674787986232011,0.24868432094706577,0.28887082425514915,0.4110626866570195,0.2638602709818857,0.7052990731637968,0.5338982033970571,0.3027285950698696,0.774687871318132,0.25494647326060793,0.49667344647060313,0.695553553825526"
33,"0.26067067994320076,0.2627179016224853,0.12304679011421563,0.15854322853837602,0.2921807947328514,0.1280365903034685,0.6169575376121077,0.3059308411376542,0.30352127564204284,0.14994273512336398,-0.06780738208068544,0.4180574433116518,0.3103775165920951,0.22110733673893537,0.10273722459539888,-0.11936480705145668,0.269366698878043,0.39192932332053343,0.28880082768529197,0.14984274777683101"
34,"0.41456717746639776,0.837053415783267,0.5914204598753104,0.403582417517302,0.28421208437458534,0.40243676973231673,0.3189661438295312,0.3758948334540389,0.18115327174071913,0.4152883835963528,0.22397113160000376,0.4003493483033955,0.12997181916599487,0.2957683609893768,0.31922639698741767,0.5411040841391921,0.796422563312364,0.36324876736769296,0.5747872822144284,0.2579715706317744"
35,"0.6139553000838123,0.4066662055211777,0.6010632821441525,-0.0009364654998589283,0.45100812694292625,0.25522914382519457,0.44801121895410206,0.41779245811424714,0.2557393793870118,0.57790876535809,0.4536643769668065,0.16465303440974585,0.5405445664375343,0.5999723922334101,0.15611265946422961,0.5091217830527428,0.14519164643660656,0.6518576588232242,0.29712700984362783,0.6862030684331181"
36,"0.4179252688681864,0.32224348612096865,0.1379934196571776,0.7617569444113537,0.9299167099987115,0.09223002293412741,0.6902897895516713,0.6304155585047114,0.17434505816442702,0.3567839504704746,0.21164670387883966,0.6091379151908813,0.9581514452744138,0.2604238380221424,0.5453839441951234,0.8846569036167221,0.6849640213163494,0.30138366674576267,0.40788549951428243,0.747200308270812"
37,"0.4789449851742497,0.3035173901777052,0.21970113121505555,0.3713554860994613,0.2395490186774859,0.4601498696394319,0.22058864245110846,0.2923242943351917,0.552932302782732,0.4109629807446215,0.44271438251456263,0.5234882253040936,0.3902328129895109,0.10710373869469922,0.24616311668363264,0.3366032085509457,0.25491760910891775,0.18324668754306703,0.04461700765654682,0.4737029536263002"
38,"0.4762685876977138,0.08964707245237266,0.18616095702542124,0.3633019904725611,0.4443948396417337,0.43961038149974324,0.5742356137481001,0.43481465310425027,0.3628918665492111,0.33064364799846135,0.2624441780340672,0.6144378355656004,0.024372784145649983,0.2230501789778594,0.4802035349704948,0.4852154240319384,0.194353463562701,0.0819223554086568,0.5985271420115592,0.19401094292603302"
39,"0.5127577664418633,0.4135374492561758,0.5472850193433789,0.5805774545874514,0.7213152341592357,0.5618438691300739,0.29166282725922105,0.4302409428801406,0.7638078393938199,0.2508290691015268,0.29382642486236565,0.31571955989919503,0.3736974736408877,0.625191078969012,0.5136303350296327,0.6884303234549556,0.6371022749608476,0.3485836075382493,0.47801246114194573,0.2749683740687516"
40,"0.5477591248315147,0.2143640825895455,0.3163625853600865,0.26251014567081615,0.38318485036189553,0.3975423797634108,0.11875814860745734,0.35300284743309507,0.2503371312102595,0.5470883250126398,0.2930224557708142,0.1285612181151062,0.09820159781018567,0.42372830496814196,0.49884224786148007,0.3453684418115472,0.11593255567580456,0.4740409453274504,0.15018471559904606,0.35315726784514484"
41,"0.5038283068802354,0.6531916253350387,0.20759903330224808,0.3855605295422416,0.6163349171491505,0.26594960145836427,0.17383292138601342,0.27256596070644495,0.4764684470043454,0.43988028274107277,0.39809591947048434,0.313153821201626,0.7919184154624617,0.7101472723876386,0.04741222688926636,0.3052658102168626,0.46422212880159736,0.3306435713644171,0.21355386562672596,0.6179825653199791"
42,"0.5194823607537733,0.2735752837726167,0.04547409440948084,0.13968392908136276,0.3159610393067554,0.309083985112121,0.4256171398244284,0.4094937184525042,0.7645747247153017,0.32343468521900537,0.1761333194672193,0.6474001192574099,0.7367015674530029,0.2345976271362682,0.6616174398786214,0.33665840569596867,0.5615488129997788,0.4575171425980153,0.44996447635868697,0.1475416703722737"
43,"0.5243823557754173,0.22511759924648683,0.29237042011545256,0.5056366918363732,0.3186340516527635,0.6202107718063796,0.4857281305500146,0.6036840728198041,0.5733502565007832,0.5002117331186463,0.32291110914023896,0.29670822641786604,0.5399748862604735,0.49536185705376584,0.3937827276203691,0.5872632408955069,0.28889439532214767,0.6622620673564418,0.22816368992057737,0.16397277916893072"
44,"0.22990445720354225,0.08480123126160805,0.3465536253174298,0.19745812613647232,0.28033236541804485,0.4348820233105197,0.3839252045984063,0.21989425578226068,0.39563207778729725,0.5329313261241645,0.17940437684950203,0.08761477924945715,0.13887284795580954,0.3329571520367783,0.12397166159367826,0.3899634877162761,0.3071061005310772,0.0852049300211033,0.25236890222170805,0.5331253355275355"
45,"0.40831185819491184,0.519396540644865,0.32134027627430384,0.45572941298336656,0.28782928520553697,0.12031048161178585,0.2717805456844338,0.24624278168695113,0.5190216831756278,0.5257385222833268,0.2935991538966056,0.2436422339468731,0.14424500921533254,0.2925286588820719,0.41428603385240287,0.5912586046706891,0.5195812687186506,0.463361364305457,0.11198304684243805,0.5364706612635142"
46,"0.1967632946510676,0.45274016816663726,0.2311122132914706,0.385437796622642,0.3565554392707189,0.19050011337223233,0.14300003389645077,0.3432338134380567,0.3084217486617249,0.21559482602088376,0.21562562994719794,0.46184860735949795,0.46406561414152614,0.4300271560130287,0.33765562100258867,0.20900300569040467,0.22476823721221328,0.14667305007577397,0.1380696763016097,0.47709496427244624"
47,"0.47887355530030573,0.481372475902486,0.500524380393099,0.3429875761378523,0.30145119537917137,0.6746571491169615,0.3849945930753057,0.23085110821893573,0.639225188435869,0.6517149769583213,0.3059065536120893,0.4835354203021076,0.25032524111486,0.7026535457852604,0.31861086005425043,0.5835408244914562,0.2914409043516826,0.2621458224402498,0.3130951495809952,0.1373147339390792"
48,"0.5723940793774179,0.49796169421585906,0.7253250885816128,0.40819035688178956,0.40833363291048264,0.27434229907299545,0.2964846269648402,0.5083299300956153,0.40786600560721914,0.5198443942021548,0.626286940567673,0.2201704502393281,0.4130497961225213,0.5200154079337809,0.5143149585352147,0.40372878491459285,0.6173041811434122,0.32966648947044597,0.5411015838796078,0.5923691944186864"
49,"0.5281222388035428,0.4673799122390691,0.14602237969140308,0.5024232514834612,0.5024582078142045,0.3222281700252605,0.25924975666953787,0.2896247839664902,0.5268266424765834,0.26307451489207606,0.5534284853254918,0.18563066409809265,0.31684992345285895,0.48804084550495636,0.2632942730699446,0.2701105519070649,0.4229451171331212,0.5771989435203282,0.4591112476280312,0.43689432208235945"
50,"0.3410505537183584,0.3968112375626698,0.9217293400901805,0.19413957325228945,0.3733815538800286,0.0786748371170629,0.0904787159670508,0.45360999250943396,0.1703389847462978,0.28235252999069604,-0.0838237493353838,0.2594646832643033,0.20439564144707964,0.4618424921608635,0.6127188104924082,0.5481518398838304,0.6275171931109695,0.08421910344438083,0.09179603101520444,0.7102234997954869"
51,"0.7294708670147676,0.41948506759632226,0.5679472469989577,0.2305667988558693,0.6340679115964117,0.45954827688230154,0.23114631134066127,0.16960574760497926,0.3542148388069947,0.527710944181369,0.056038751603999896,0.5833888074983935,0.28366015456824945,0.6145572257012266,0.17487476611711664,0.9150367874987662,0.6516999067017959,0.6497263136701704,0.9341526471333236,0.18249673738443592"
52,"-0.060133022138142235,0.10801167201803823,0.08908592840856797,-0.08934933688525962,0.2663288430124375,0.09798199955741754,0.17542768865023994,0.1536724233410632,0.3570712179838172,0.14368682931255655,0.12581537683183563,0.3340561942252716,0.34888053635498956,0.2691135715257429,0.014273647821886986,0.09319098365112366,0.1760999201311273,0.07288168122738602,0.08887794511089762,0.1269366333408627"
53,"0.06904645790145214,0.8221184797516097,0.38913837571471643,0.9185929278792859,0.38356959062031504,0.1943057686966153,0.3586567668582762,0.8015189056541291,0.09438040301369688,0.6764382118496667,0.6265360089027784,0.09918091721105249,0.7297963980285829,0.6805105510249798,0.5031960207795253,0.21584472762275753,0.37140687401213157,0.1318828761826495,0.38057361248180255,0.2998830403120736"
54,"0.5056477234440169,0.4239042308803584,0.3703734976856131,0.3039677759977712,0.3702296858936653,0.42065382300096527,0.3431270104804025,0.2153499154810933,0.12245798576733341,0.3581337495873965,0.6865736227785331,0.3685498874007058,0.4527293808802122,0.5468718743762091,0.7691598559649301,0.4839741394099156,0.30234254206802913,0.5337588408066983,0.37645703835362654,0.48285120126746306"
55,"0.2965959598157523,0.033411975210568004,0.5111232184682698,0.6166710565703301,0.056551993354587285,0.44908801002733184,0.5526153906022276,0.3601574093072338,0.8683926214992382,0.5391655779218543,0.4741915473156212,0.4665809880946278,0.3035618303176748,0.39731387676749835,0.327855748001305,0.8525631297135506,0.0929894398347985,0.45597576319798294,0.5196164033634231,0.42332601287792326"
56,"0.6505086277754423,0.48903374691948487,0.5119193476677166,0.7498124733345564,0.41827361938491964,0.7250618706763662,0.7117069938680328,0.2769153650505549,0.2866052593708519,0.3930753189135924,0.34847919729182436,0.5235533199333361,0.29690072800975287,0.3984951819117961,0.7830693752023685,0.2212570009400251,0.5067461503446592,0.46491378828150487,0.16160810811075044,0.38832775188566876"
57,"0.7561685023717893,0.6055061139143686,0.5713056159312893,0.5643779637511471,0.5349969142769971,0.4634623566652315,0.17062955229801907,0.48385310943002624,0.4209460388732287,0.5985558370180192,0.6958296707117909,0.20665083438121254,0.4722796981035131,0.35216612338139514,0.2079333331776345,0.42803536116958973,0.12148683006040954,0.41161916392580533,0.5471376512328537,0.5429573882165848"
58,"0.21985408201076323,0.5110918309894247,0.39363258496375714,0.40651423927572033,0.38342297730592184,0.26312109053433486,0.24721127477495333,0.3976992645222322,0.5756395463183416,0.5480989408877172,0.4577372630100742,0.2174639573474394,0.520880847657214,0.47224534226721443,0.5103330084182011,0.5457386394213123,0.36309007099559576,0.6132797269726546,0.5805076531196639,0.23032170657806209"
59,"0.2529339691104904,0.44510372962691036,0.40661374581042503,0.5008442912409851,0.4556914220661678,0.29168701957266197,0.4507683751599029,0.20020445816128568,0.49327396327654915,0.18739509493843354,0.45541974407783065,0.2557730446038023,0.24162491538726194,0.08519352788063522,0.3110144753647246,0.29105915166872753,0.42781290943519673,0.379637137227793,0.48660102364375035,0.36540187967162036"
60,"0.34648687350482943,0.6340836921348946,0.2765493222460502,0.30082079130650646,0.25349352613723886,0.5692975428670759,0.32127662805699636,0.7525689250002905,0.44400217400819747,0.5644334783867054,0.3481191244308117,0.36796266940419936,0.545543248918717,0.7500131010965615,0.4503699907706761,0.5387111127108821,0.5496169889067595,0.5961584985955708,0.025819869001570375,0.6309415134774984"
61,"0.570302464014251,0.329192177743691,0.6290311146074523,0.5924799315464051,0.5463882870343468,0.9020969672117728,1.0513048385054042,0.808413288644496,0.19821646893130807,0.5421044081486346,0.9302085666892272,0.2767852124468755,0.5955522794162138,0.4309511735565021,0.45227392480058987,0.3662764333150272,0.8281308691394564,-0.05756607483203422,0.46844613579708194,0.5285793828038958"
62,"0.3106433520443889,0.6556047648079897,0.4477084880059152,0.23743453057947153,0.6035496021377333,1.0242714471779237,0.3684702456437775,0.4751867409890677,0.5331758224517925,0.4648860220292843,0.45830493120036897,0.27177223181076227,0.5076538699501304,0.41110049776788515,0.45824734338384643,0.36489932467630964,0.4951916679549408,0.552023291884068,0.5658330838648914,0.6611132803992003"
63,"0.27494009599887265,0.40176531915409264,0.44916909800049293,0.43715870812628255,0.14030618226534716,0.16305640176515948,0.2331934720179647,0.3069156014676951,0.31077725287170577,0.1333665746188801,0.3247719144151489,0.39640487198475777,0.38860707445936726,0.23819989825915758,0.5498526707213127,0.18332785315832684,0.4831793630381316,0.2125203527977362,0.16291396247582096,0.26751951639707106"
64,"0.06354998658952805,-0.0010598388165992552,0.11146869418247528,0.10361286077891951,0.31944996077780385,0.37749785297177324,-0.12560777200822684,0.3012794950112081,0.1875051509547743,0.05859271124255836,0.38880652135911387,0.0823201054308551,0.40291513430699755,0.35877685203529336,0.07502153983285059,0.2699997026870854,0.20582181231208613,0.21488357766003788,0.0335473227654165,0.06470121971788857"
65,"0.4486585857297642,0.02927270054862459,0.49166494689011186,0.36191593955764445,0.14512770509433429,0.10014625792442329,0.15947159646534692,0.30240315754762453,0.8370650938808426,0.6125399005753264,0.5289711796498618,0.4580564671363702,0.11355651267357945,0.4892764418219906,0.43807926099816336,0.32601839207339683,0.7256312574472493,0.6780158130786338,0.35203661383203577,0.40500358778194195"
66,"0.36537549252532825,0.2038169980252936,0.3640694409647604,0.8931069381951748,0.6204776744818342,0.213415046753682,0.7771867857859508,0.5850583346279546,0.4138448371316302,0.2034516927252551,0.41912523385133843,0.42693606710790744,0.27725715972255766,0.29716349139350273,0.5956451612160288,0.499645208132979,0.6277220156646849,0.27149340439211,0.487159359776042,0.34023178742018845"
67,"0.08408862620098477,0.744271305379192,0.3105828189968984,0.5842901209330691,0.13353083082656977,0.29640925618145264,0.430615574469721,0.8269249278190345,0.7312389974463623,0.5543153246630993,0.6050332536874463,0.6807923571926543,0.46441434409423266,0.44494292003927677,0.29185985787216484,0.6006330098157047,0.6828997334526765,0.5361829558165201,0.4333350177247884,0.7725423003835782"
68,"0.7942992293970226,0.5975590178182251,0.5947618510784495,0.26889618894838463,0.4385118099375917,0.4219534221668619,0.13958841129223462,0.3524808805091169,0.8107023317001396,0.6115184387676688,0.43661128237582575,0.651562663000445,0.5994980754241559,0.17695147891727017,0.47024603290813066,0.5740077134372562,0.40322026906426445,0.07409790542313102,0.5315200227014661,0.5847783233065534"
69,"0.3358738460239747,0.5148547074511942,0.09191360656769812,0.221673626951894,0.48267750403503895,0.7517144806971372,0.4466438995895232,0.40104848785525704,0.5253839779129077,0.45982724935268765,0.5401488130012434,0.7254269845885825,0.32573672603374765,0.5019087994028968,0.4354652692037498,0.2861902199185783,0.26008356220416007,0.12698135391410764,0.33070109311529583,0.4205805950600412"
70,"0.5380590942278158,0.20688300623261005,0.34165359383778404,0.23540094210598653,0.7515314905810235,0.2178809413088255,0.2969415951199465,0.2149028592332959,0.4816750534832827,0.2693259094655109,0.36342156204349796,0.6130040974108223,0.4085327374864215,0.37295371083405177,0.6533779280902512,0.4035191184378537,0.5572352594298216,0.442298180074864,0.4705480117924861,0.38689026302518975"
71,"0.5401944569413532,0.32200802949289575,0.3996181649116332,0.24058692123868364,0.15262349245994689,0.5530486500712101,0.41659531176119935,0.2805636648781292,0.24618627648940578,0.19458281767170038,0.5320532565035263,0.5316774188059165,0.2658559011957924,0.22878507305555726,0.4789128724132213,0.32288626929518544,0.10630287946908348,0.40144003108946846,0.5758341549950045,0.17006732413729647"
72,"0.2934628396107728,0.6159960033573911,0.6095843054287061,0.47741686727466764,0.624428356048551,0.24031570893232007,0.3048855500117033,0.39351073116120183,0.6103088626578606,0.7777576043733407,0.9453097482963523,0.6648224693011011,0.3485068264039133,0.16603894320274587,0.4293332661174022,0.1921063478902603,0.32876773803330755,0.6423138932998239,0.5273901855050109,0.10716739133928864"
73,"0.6642496372224634,0.31805606413006426,0.5146958295305551,0.5851621650210731,0.6263212797652921,0.4792649563845083,0.6492488504548254,0.7245797153555356,0.6386139253084245,0.5133652264828431,0.7175556810040625,0.37082244770765566,0.5005526975241843,0.7486550321945222,0.569926498026893,0.36937875203056625,0.4753058316228974,0.5593926814121186,0.35476251786535584,0.6437963849519969"
74,"0.30213041242922123,0.3872860073311645,0.6362698659087955,0.580181371723543,0.6918887585292576,0.5079572657374724,0.219649344578436,0.5623229476937845,0.5337823367725044,0.4897134535786294,0.5296260729502048,0.26382159771118135,0.49270583617702185,0.4225543377564385,0.7043736849727731,0.5847655052503969,0.3783466836383198,0.2773237639430891,0.5203248601431671,0.4947261955785741"
75,"0.2775557847248528,0.3648542478021662,0.7346765471584971,0.1669995622185607,0.2911563510739947,0.7285059799307513,0.5299429982946695,0.5583607129600221,0.3696090669583822,0.7855610565157742,0.538121125702859,0.26048811495744484,0.13547333246922535,0.3885316311036505,0.49317187792216666,0.710772802997808,0.40403186804822044,0.5291381795417865,0.13747423193192904,0.8209689786575557"
