,user_embed
10,"0.4610520940060265,0.37453056541189395,0.5905898794173162,0.5400387578033006,0.316097209285589,0.3766276623330818,0.26441016659263417,0.4484581172805224,0.45991344953151214,0.5619462683624077,0.32418012919893097,0.5431396616199019,0.31076196461871236,0.39431071569879533,0.48216222219107635,0.46090658114050975,0.4030407000052773,0.6125063618178732,0.5625084670135849,0.44674570903982164"
11,"0.3312968439729875,0.43601330741317945,0.5096536598528405,0.6916859883260849,0.21821426368172828,0.25471139116667224,0.4416965719786514,0.5147130512466794,0.3728120573402883,0.48782308463297225,0.31010310480168485,0.5791571856446206,0.4695994740157809,0.4228917741024581,0.27989152790760113,0.5580378123070225,0.3172528486653029,0.4242744158946796,0.42807145331403046,0.43658474148435344"
12,"0.1576331622155089,0.5061867855888897,-0.01180888879427972,0.3798106165861911,0.5765427698648556,0.24791485837872274,0.6585377515742651,0.5975544391737594,0.4918232150381105,0.30677967845232307,0.3316140965606609,0.20141233165054062,0.5183566460705792,0.34275671551239983,0.4654075835309196,0.21140049805532607,0.5618018247953964,0.3178284499403035,0.4336958898248143,0.20963356797783714"
13,"0.16773702179159827,0.1327159726564406,0.4820788483152939,0.5685610508355762,0.4864047426585586,0.5926090721846767,0.5872095924853253,0.5542452312390326,0.5272809203144472,0.29389254926095343,0.4049749049945801,0.4526797944610083,0.5491464941670642,0.20683221567621943,0.3957797240775242,0.6953359441542021,0.3465188583708587,0.42307538164668534,0.29961389018896484,0.20544337938081325"
14,"0.5646728386683681,0.33207744677248296,0.6190196740029347,0.4083817181276006,0.14708938547691655,0.3485087479348908,0.2523305626481696,0.4695358412012242,0.5722006914940868,0.5178886512741546,0.4124993193753425,0.7678336964161365,0.4429279112267395,0.4718820911954825,0.3081171737645163,0.1804383563678476,0.3491782329565814,0.15580538908865116,0.18246811854828418,0.1926117273412143"
15,"0.3414364044549558,0.45878678492437247,0.42441641541944153,0.6064265415270874,0.6038183009452778,0.4822687311941288,0.49620272507433244,0.6513038693912574,0.4986074840742821,0.43883270741638547,0.21148742580277285,0.5940945496089187,0.8728388789734367,0.28165071393142926,0.5547221482680184,0.4043522935471844,0.528256069292257,0.5814543488211565,0.28494833442991513,0.3307054535479269"
16,"0.4560308893931049,0.33719598707146414,0.3065449144065195,0.3597113849333005,0.4750246394686497,0.6194193766296848,0.35690065909285645,0.48254797711335246,0.33567425234944004,0.23510373253623118,0.6003168559767332,0.3611090923240616,0.496698171602973,0.42805689654767737,0.6305927639028793,0.2846645383090431,0.37721822625756285,0.6698295766805572,0.738729375866165,0.4173352412731304"
17,"0.43418591247852595,0.3749449930529054,0.2922959305530068,0.3831202034196447,0.5015791160646431,0.5882021858189432,0.3952758126704043,0.5082180104040169,0.3756201774541734,0.2518927051658686,0.5470533946099829,0.39443706082175484,0.5165856198212894,0.42540422705669473,0.6287826945244224,0.31183001860073756,0.41753021186065936,0.6303581233812673,0.6968565366218435,0.3946511090731072"
18,"0.46065039278000003,0.7102912700605771,0.46339027919070636,0.8016073160509103,0.22517339507295311,0.3960284432875235,0.3987721058305863,0.5224065187264811,0.31672419807747504,0.6674608501988986,0.41124410001163225,0.3082567924342677,0.29879951621902606,0.375220353747206,0.4915099938266113,0.23903367711684986,0.3079500135342205,0.4232687808619205,0.4408733094287839,0.37980485655045193"
19,"0.149813486010152,0.47932148161612104,0.2753193772860215,0.2596751471317764,0.6118097958085252,0.08608560387787458,0.5736236725340903,-0.10401993874151341,0.6882051588247697,0.3444756839760528,0.24715821955172435,0.762023219739369,0.40892484965426035,0.855523244744975,0.2935328446355983,0.7252099498070502,0.5879613866880583,0.4045086466218903,0.19202134192576165,0.35587856582151145"
20,"0.4739222709797343,0.7064567227172249,0.32118975940743416,0.6675295648511199,0.062122157100452706,0.3826146969436201,0.39972478164883307,0.19426698853793078,0.0886694615008149,0.6028658682192756,0.21296041416749398,0.3540112572060602,0.42484632737969763,0.19540269716426875,0.7754999282162449,0.5112989974931678,0.4432041467310139,0.40748988771686206,0.4707772471727417,0.5325233299003935"
21,"0.49796970958500963,0.481024444918276,0.435722978671056,0.2654759953914631,0.3971364052970074,0.331487277849059,0.4343660362836535,0.6524103711472702,0.35488657028450127,0.4716632191934103,0.41366213966213,0.17113066256410997,0.28795366566053093,0.5461792712483029,0.6530556032905093,0.3278088425625911,0.42057222664091737,0.3287936109816613,0.22884511488216552,0.3188572396548926"
22,"0.2114996576507699,0.27260260173745404,0.07377439667632045,0.3186887314004397,-0.04317768931851013,-0.00848049216785089,-0.1246795560689737,-0.014511637474339562,0.16988164592300933,0.6432398237428385,0.16979724901362253,0.20393677269876032,0.7220777232442352,0.0900522014877392,0.5915428910685594,0.20344449129281425,0.5812594184867392,0.5568259033317536,0.6430167268726581,0.24200926686764013"
23,"0.7164413554237529,0.4612432319879353,0.23938857877179326,0.38028490803167303,0.561583760298866,0.5878643134110593,0.20647642380876255,0.6136207050050546,0.5092971206541227,0.40877204136413314,0.6446726252856504,0.23525352079016157,0.5145534041348796,0.7364074797219371,0.5573967899238869,0.4643784211162351,0.29352421417652586,0.4102892516573902,0.2647154116634422,0.6530888905658213"
24,"0.5132123663811273,0.3823409479572522,0.4973346575000599,0.5832448204089731,0.4508115338598603,0.26039321230341916,0.37038630577514986,0.518631077911636,0.4990947044859003,0.580456900977895,0.2906461808784408,0.502722432869951,0.39233587347995946,0.452632534784893,0.40099872672400605,0.42600563924587187,0.47553931506819264,0.4470121650973457,0.46167061769267925,0.3863495017610674"
25,"0.52992469677361,0.1758228855538891,0.3560334303147577,0.4330013586471577,0.33259098970601175,0.5320053068902562,0.6097418788614547,0.4043754090576669,0.2618438182717127,0.2495633388813086,0.31801062897702376,0.35325573754944306,0.49698001907056677,0.35180208739395785,0.07406243747239118,0.5610194672526059,0.540839375338432,0.41730284390620054,0.5563692727971131,0.38175677004563574"
26,"0.47703100551037564,0.5524031433260532,0.5111459719142107,0.4505901683643842,0.4032047947426856,0.29943269027488817,0.1936211848493497,0.3437128670894183,0.8277405795034922,0.47730182769608187,0.5283424084567598,0.28042393378579683,0.2582831757946258,0.3657542447586128,0.3569282322245645,0.46203977032169286,0.1528746677145198,0.32686184761715853,0.4035353553928062,0.6927889603092795"
27,"0.28230253461122273,-0.04060876731188016,0.10811070869280734,0.6815873916969142,0.37340627697511564,0.29527018916792536,0.3481235790253797,0.850317212295565,0.09804752690980885,-0.1263017278960829,0.5812504159372375,0.028338969302894226,0.5774926478508151,0.4475146039452814,-0.08920420962280254,0.15402987063277443,0.2760471084951186,-0.09663801379463063,-0.004483592569660841,0.6726006635524503"
28,"0.25444001284208834,0.5666525975203364,0.16994160525486188,0.46806861363971086,0.5868558156384261,0.39584323604593985,0.7916955621966351,0.5855084481182878,0.5700763148033123,0.3375862468665874,0.3882606925194694,0.4267043414298422,0.5493842260010742,0.4393347194938942,0.5494819332008216,0.4132755719729318,0.48011640825396984,0.603829019833844,0.6132045544162897,0.47573169132111714"
29,"0.4533804908214448,0.4119923266122775,0.5518187194354651,0.2363983764400218,0.4635514227394928,0.5892191399733344,0.09273357781678036,0.6619317237083673,0.40628943913965543,0.47020977181731755,0.36269259760445793,0.6191738972754564,0.4176911921744302,0.44265335870717626,0.4459342423058806,0.3252633624479918,0.3869758345551439,0.49952945722140957,0.28687827666744997,0.4333300726855649"
30,"0.4076306549247748,0.4382745236765252,0.6895169700370078,0.5652778470497803,0.3592180374613382,0.37894027165215843,0.7022270531608746,0.3413606110637249,0.11789190087320783,0.7019134499042078,0.3898394764371607,0.5859240933906545,0.6343786723407011,0.08783310828624895,0.7396279175101819,0.35011136968410167,0.43691687835348275,0.426264010313357,0.18899422378128755,0.6815344737046473"
31,"0.4949478778671116,0.35574935940338115,0.09423609854736913,0.3615585267244623,0.6942024754646361,0.5639561031229327,0.5392688850064825,0.6690869641370827,0.328158026960126,0.15033290028350066,0.5903058996094247,0.1641026894701419,0.7626851350768573,0.4371538659413593,0.580468972909484,0.11751663125906169,0.46230711955533704,0.4034265697986857,0.6106538061706065,0.2607794866048869"
32,"0.1697872833034327,0.43457768065441493,0.3190801317210258,0.45743726250974476,0.5245430667239185,0.11884493617030152,0.4480028004009147,-0.050339246044038645,0.7195359124677361,0.447478519960647,0.30277187989758725,0.7566207625293739,0.41393702017093875,0.7426722502609797,0.34739941953456616,0.690204470677137,0.6407420401159073,0.3997149527177015,0.22489344452241733,0.5391719970495723"
33,"0.150052978567716,0.4133310163398218,0.3391620915505496,0.5064071911883105,0.488626023585739,0.11556808553439979,0.41125244716696546,-0.08321440905845139,0.7392901270849805,0.4464087521233761,0.3076323696272017,0.7656564535945816,0.44144471746268404,0.7206204604065799,0.3264858111183028,0.673830793321629,0.6415448860904751,0.3799111564912604,0.21491521101542538,0.5790809063700473"
34,"0.4758678323723997,0.40207168135921567,0.42238129711619354,0.4090943595251724,0.5234870790378368,0.4910983181621731,0.42362101830952664,0.4579000471774941,0.5440255914194932,0.21486157359743224,0.3603873642387992,0.4912288388830827,0.28039937305856444,0.5585689170413316,0.5860944522442507,0.5125522978291275,0.527983731174497,0.3463414502155653,0.654626384870929,0.4745183623392251"
35,"0.3048167695507795,0.27903896078064777,0.31558654537331676,0.387642943163609,0.6068552364906264,0.36542830766038764,0.5328128883620269,0.48162511673048664,0.3733903690374867,0.16134862301201636,0.4816623419267026,0.48850480761884985,0.1659511463904176,0.11630122799651797,0.40529863581143344,0.5523427897945321,0.6457956025517277,0.4833440627919952,0.44411289292199113,0.303147353777606"
36,"0.4494115308828425,0.39756952034564047,0.4958989864537027,0.5022926950712266,0.40990731406788344,0.3904908541555288,0.3190601756223324,0.2338108063687404,0.550973757989741,0.1383832440899496,0.1026114269534107,0.1620485226258005,0.337618889567581,0.3926944277680379,0.4320962575468244,0.5386299794734776,0.6929495317094938,0.6372892667571111,0.6306097748087118,0.5159880454114832"
37,"0.442612399815706,0.5194626313520366,0.04765384212745587,0.3781628690517274,0.3631643552259176,0.3743872489197572,0.6264092428734749,0.2988965970930435,0.4497775919855163,0.6465173590014498,0.4796948214262789,0.07770958775434042,0.5869935252957942,0.28238204139837575,0.35925457748250256,0.7929966365850081,0.2865810392329943,0.5157195657599501,0.366295809835827,0.32290809849486835"
38,"0.41533839946928297,0.18365053719245542,0.22543327039554176,0.22149726651497223,0.39530387632940883,0.3357693964629049,0.3557143270299404,0.7103364775823016,0.3699435933018583,0.4274066492251856,0.655963403126091,0.6658589703222381,0.5712887982825502,0.41914658418226824,0.5448201143913531,0.3691252886243812,0.41985050846918254,0.32404161449928154,0.3928112925508175,0.46883374815925216"
39,"0.5825307516887145,0.3850267561430876,0.24683583865725942,0.3841019962457734,0.5147592382987101,0.24378103256611883,0.4801895887318766,0.3046324504167585,0.2807503743963376,0.3613419704262114,0.4246221643805941,0.44318691483065487,0.3769239218646076,0.5573758419439274,0.36710391095291306,0.3150303215424228,0.5770432454827432,0.5592024982534847,0.41864108818530577,0.2949128568628386"
40,"0.2892286588731197,0.6533435783522027,0.6282240402194397,0.2973138703874347,0.45835950508694834,0.43460254775486695,0.49094895399348826,0.6626405417992859,0.251860676735309,0.4297196051947286,0.44255158815723294,0.3443164986873331,0.1371509154020953,0.2596407941022319,0.3884029942638601,0.3791203727462199,0.49560180332783627,0.32937580929998855,0.7338098776160299,0.2852644886001446"
41,"0.41136033448348586,0.3171169214792096,0.6568840901298085,0.5088103765848747,0.49033141325062174,0.26998078617865984,0.2758604538842186,0.3551728776230431,0.5525772503205494,0.6459887936846749,0.6698442172156134,0.542984980700431,0.24003333654096076,0.5200708088590178,0.5687294362948356,0.40853001747377654,0.534557250384992,0.5267389931231967,0.415733812299374,0.42905496152670075"
42,"0.454206753052141,0.3008896141356453,0.17700563365657412,0.2974888786253157,0.6920370890314319,0.49951111682959803,0.4735757926812737,0.7334898498264494,0.27090517949177,0.32280356891108913,0.39518510635821297,0.22613182191075792,0.4006231708129401,0.5401664425591345,0.5422093379943287,0.34094440330853065,0.5876462388629636,0.5873406258439438,0.5911882387993297,0.41512177626396246"
43,"0.18549523881155516,0.481611136936778,0.6497049718393382,0.3966188318964921,0.5656787919834415,0.6162729543211926,0.5337596809927468,0.41656528287673356,0.358412082612997,0.08747168168681309,0.1161512282530707,0.5166368128700902,0.5002637894094898,0.33533493918295754,0.3832617395111492,0.3980099820729875,0.5791617634158732,0.6138366294554226,0.3386580928788563,0.2730346170369898"
44,"0.4177851350207414,0.1800684716771977,0.5677916600213966,0.40560035617306356,0.35582222974240874,0.5623856357268825,0.3690540091947392,0.3400123865945553,0.4388335637468449,0.36018161385535097,0.35328134285288476,0.4689102056396475,0.5524956753066828,0.6503005558504494,0.6146350792478316,0.506936461839429,0.04226697671150801,0.5467956619644971,0.273356940934472,0.4428332853996175"
45,"0.415327883381368,0.1804240088151273,0.5733605651883026,0.4039798138182361,0.35033087375965,0.5618264043732665,0.37102293895366073,0.3459044715487527,0.44123852671883756,0.3609238247997618,0.3576160283782602,0.46569745117457073,0.5530289178110228,0.6496436890985191,0.6132223681300965,0.5011486889174755,0.042739626603145925,0.5514248855885936,0.2714687003218392,0.43930930845198796"
46,"0.4617383574582099,0.5035909787424534,0.6500823571463274,0.5215701144446035,0.6331508975437402,0.5909326786844423,0.8068898795952321,0.4837888175166357,0.7181940373182184,0.20421133274134548,0.3327106232554811,0.37767030527969103,0.4097969147573617,0.37050331650373297,0.22443572844484186,0.6229885552131061,0.235192756723955,0.04969353843929817,0.2103249075834174,0.5549047969723676"
47,"0.4219544731348896,0.45409839815250047,0.20820696270340977,0.5410623589799709,0.19388182421038344,0.22897975074994242,0.44776090788480677,0.49807840861773234,0.5484156340561612,0.4575875496894363,0.38226148017017364,0.3215878894251218,0.5064347649604686,0.2973585432942117,0.4533075597385799,0.30652380737877705,0.19505630349895328,0.5500237757173821,0.13350474920794853,0.5458187080462068"
48,"0.5736387429101337,0.5949777331717004,0.35717553357974163,0.25441371843490684,0.5310330845036612,0.6455079127574573,0.3548878043137328,0.21379651024680169,0.4658204063448195,0.32354313415422653,0.6553294358048117,0.44468185939642324,0.5706110339822119,0.3727338001822377,0.34882572105355153,0.39707581910064255,0.41921138740027575,0.41716546190666143,0.2456052927089694,0.3761138023211697"
49,"0.5879136669343986,0.11475810941171363,0.4457798987686892,0.09569931110443489,0.5553316975517135,0.5533256964045602,0.21270266968021906,0.49242678842004467,0.45155930564729047,0.39364022889255224,0.3890809395183235,0.6898839561790461,0.4092391835482064,0.2812201060772147,0.6553523482941186,0.8141039579645412,0.4771201728561044,0.43993234476399956,0.4598330216608856,0.7505653769424554"
