,user_embed
10,"0.3467708835116648,0.15741177070600149,0.49341952121885807,0.6122771748390271,0.4476454550265348,0.41982123516154884,0.4817334368695885,0.4623884030414734,0.42933955024012826,0.33239026315776565,0.34338905956563964,0.36712577338175506,0.7025501862617766,0.5961196665993759,0.39613860358117003,0.5051329141963156,0.48240767967029813,0.4425999304535556,0.3831165628547745,0.4860897145764063"
11,"0.24993779011749756,0.4445576835042695,0.5374649831029987,0.551528757633839,0.3814805888326173,0.5198292321783332,0.49944237375163664,0.4331107323829495,0.5258475048504415,0.5401646293754431,0.4557489101550258,0.2119828227442787,0.2717244517661799,0.3830630134959856,0.4135512568584208,0.44647781816077753,0.3685050733811076,0.46649679146633455,0.446694284248281,0.37522371578889524"
12,"0.16689734505181839,0.5833023442455896,0.055758357805831826,-0.09859036217402196,0.638648573191379,0.3258684979581072,0.07056759664766371,0.6041652271778454,0.31488021026753643,0.38184520232205166,0.40504849835132734,0.48972698638555656,0.5024073622801875,0.5416624633519732,0.5874179181930926,0.2861188146745161,0.20025518320082877,0.3185656947566703,0.35823828551653053,0.4800630594005245"
13,"0.7784663147025092,0.4128180199561531,0.45332000119130805,0.34651618226887104,0.2504237707574516,0.187298251758121,0.36720266892476755,0.18670089695258088,0.1574911670795145,0.6833805313609362,0.5345169340360528,0.2178206717702974,0.1710214858470581,0.5092784523873347,0.5413761212816841,0.24593208280700585,0.3822857253311329,0.4303957589305541,0.5235188806946522,0.7405551432209593"
14,"0.2979052159335608,0.5943650478839733,0.2622111021934981,0.35228026485087466,0.5679276860605933,0.2433794282918635,0.423430799968989,0.4421157524775039,0.5444899315614831,0.3536856899059986,0.3793337547596129,0.44337690206928787,0.2123674520590787,0.5128292986239242,0.45325207259776346,0.5178686213347353,0.1545577762545083,0.46627309615016826,0.18329059999883693,0.5608341119343292"
15,"0.7404178105799186,0.5365033248000303,0.5292230745756515,0.20420116906660504,0.42118463284940216,0.35488238667842714,0.18592941374084868,0.35936382975449954,0.41756681751475944,0.7120638958887412,0.5263602180397401,0.6375597596283764,0.32566188658622414,0.5024679944470097,0.5868419825871393,0.3774762207694892,0.46690504957563456,0.4560760561975559,0.7557594794704118,0.5337697252433928"
16,"0.3873427018602556,0.34123382285464676,0.19768934598278612,0.376756995139054,0.4570886119269306,0.27096849813693336,0.4240297367872705,0.5023267322467326,0.5691315975253104,0.3682905575033365,0.42882482043695647,0.45923385867311145,0.6942182711390554,0.4048257060320877,0.5935236854043131,0.6559216138551105,0.3738531612892086,0.3996560232611738,0.5072741139251973,0.6310331201641656"
17,"0.4076501040094442,0.40882853241198497,0.22126828392029593,0.337843844465162,0.48093370480997605,0.2816263134939117,0.3791200465766424,0.49189149252981357,0.5639699986804464,0.4081326707082352,0.43979990933313,0.46868530811906756,0.6613780787985954,0.4091784073688683,0.5965987645385672,0.6095873009520727,0.39516056962886426,0.41008347257982225,0.5225763891836176,0.6136335756371752"
18,"0.2597596437682096,0.37131102851273845,0.44458676737417496,0.19060755729978088,0.6396568506572687,0.5679768475142791,0.3307099975358089,0.5297499680952488,0.29390804422562367,0.3672520367306222,0.692693906804296,0.3310117942121139,0.5903444715659485,0.21960557411926865,0.3022559837454304,0.41132250526171366,0.619549323402768,0.6990759920050572,0.5557688880553827,0.21442617320109886"
19,"0.7003684612153118,0.2007215949373431,0.869919035477289,0.5402162282093206,0.3107546402224856,0.6858954055318326,0.7715525889069051,0.2820282606459613,0.2760732484974361,0.5629900568880732,0.36165090059029226,0.5751291927346236,-0.11018645906183501,0.4873619757319832,0.3539878740853086,0.11960477799908778,0.36594469428362497,0.2508033170249293,0.36410622974554513,0.33374825569523575"
20,"0.5129107908701438,0.2826240494868155,0.4779677585826912,0.6374678894645501,0.3021361575694279,0.16420431262454083,0.3775113752367515,0.3925975587418497,0.6060034149219456,0.6047919123489915,0.2442755613154337,0.13261939310259743,0.16047128935239513,0.5720721011913651,0.5260936685647025,0.26574143853203414,0.554572158348431,0.5556121750924947,0.45139797298066564,0.6228901031818216"
21,"0.3092679661949614,0.5698852594586763,0.5029080167455678,0.22497818037194006,0.47267303801682525,0.39938129842620884,0.673353424495217,0.24244782452561744,0.34495124912659175,0.48366362770012133,0.2923847943780369,0.3654639300635173,0.39545761019606845,0.3003268721551656,0.4380555571362686,0.3301903109425968,0.5114730779075941,0.2884064611117537,0.32974414428002397,0.5766690358638619"
22,"0.05472437775118961,0.5665567944041859,0.799245854130454,0.20628101524679232,-0.1198879404146269,-0.1989490432447151,0.07753608131482392,0.4436650598201079,0.44799593464673926,0.7711905560817384,0.3753551606713675,-0.007039148977533569,0.10553851534668528,0.39024865812908394,-0.12525058542079198,-0.06610678684368802,0.5438518065187342,0.07584732416906355,0.30698883508953956,0.09027182096450813"
23,"0.20256890202972072,0.44040383598350313,0.2838409727639646,0.48214367254293394,0.7050540988855922,0.5307695831600115,0.5824291257452643,0.5074460345397,0.4059114008370677,0.4516979623821026,0.35991031343065333,0.5141086682930902,0.32123795489502344,0.5720115138962787,0.6944833310067765,0.41480023122988047,0.5705715969620889,0.5041559835411648,0.3785779185428063,0.7042571937116298"
24,"0.3180894670942306,0.19492214527762708,0.425508127383075,0.4986987480023386,0.5685259700317493,0.3542476066278057,0.5093395033497424,0.533988976153933,0.3742206965868657,0.31653495277194915,0.3460289025202254,0.38461868266716415,0.7597209496827475,0.5295671934363196,0.45886750301339607,0.38750743241708685,0.5523626239625784,0.4678806706135994,0.2669727271806341,0.4980116549660697"
25,"0.2452176407052868,0.37269194123319704,0.48715842290996875,0.4066832968875447,0.42757975622479805,0.6447584841937238,0.4035275372149479,0.15186368755686627,0.5279095437099804,0.0657789984680361,0.3624623780357351,0.34913648592132823,0.47902760736883454,0.43654980016023415,0.44283423958096013,0.43467325938158313,0.602331987991234,0.3697650264920625,0.40407226947513514,0.36636798460165015"
26,"0.07897253574097898,0.5699910787740258,0.5158934594142321,0.4965852938151749,0.15635314176546627,0.6468392876549595,0.7095878838878934,0.34477467182362853,0.3894633593682939,0.4197900595851428,0.3073561552808381,0.370342185028642,0.5083861226588666,0.2586264920997475,0.7183298978135786,0.3863720682062904,0.21074489787468717,0.4022999349121398,0.5564841174669046,0.12378129997913716"
27,"0.1935677487964879,0.3539488923948712,-0.06646658313810007,0.27036279930921986,0.5134715416186496,0.1268321424527122,-0.07024004894760964,0.48452920430548757,-0.10016624585573486,0.021651785001508845,0.7940484935848254,0.29209356853404306,0.11145104145046823,0.06631032864138917,0.5917220857874224,0.6739779863872377,0.7473981495970071,-0.05752421685343839,-0.0681442131255422,0.4665793424520128"
28,"0.38661887891563246,0.7107196142649018,0.283874349031458,0.07352164177059273,0.633055060132935,0.46128983665511036,0.24461338960720438,0.7031132519941811,0.4525244141231332,0.4736111363211724,0.6029240265287413,0.34187790259231987,0.6895720342477966,0.6002785696808658,0.6516037595733095,0.5658328065571944,0.3283900100477029,0.38173807976214735,0.364837547296957,0.47042301445290674"
29,"0.433671187264179,0.5737034626290723,0.16304404295090374,0.5955816173530334,0.49997881707830233,0.5047922051061554,0.554702270266906,0.22238488687120941,0.5511829832952257,0.23113406218220028,0.49961831855015365,0.4323189354593539,0.5496874434882763,0.286219504501176,0.44331093840749936,0.511915501926477,0.20064948661851784,0.30186029598822267,0.367123423270011,0.5717990476858753"
30,"0.7530808322908383,0.5238214037133154,0.6571566770544526,0.36720691748772216,0.0794316697609034,0.5988104708100106,0.6536883621152132,0.5716675274407693,0.32144780713022963,0.44420191384720437,0.5955606178358765,0.6639702605248025,0.4644310729732331,0.20671207516975384,0.5007015290406377,0.3605373791625761,0.6023515417346216,0.47424306401537286,0.3107519841363728,0.2078288706729653"
31,"0.3396924916926848,0.4833434549273411,0.01757901931183542,0.0016096809067040045,0.6380886501808622,0.04987847148003821,0.3480275852444692,0.5694855555303038,0.42610347638973783,0.4587909965951829,0.524116084813685,0.679584035595425,0.678561870134369,0.40223493990938564,0.6973854687599497,0.42396489403450366,0.2831571646043265,0.40215374536335,0.5776737441999307,0.5540530993599415"
32,"0.7492623714950621,0.2726587250540308,0.8275932060696476,0.572776169299438,0.28673271859860755,0.798243964004396,0.7004015279324692,0.22156439975477688,0.26438254800514055,0.4310380553077494,0.40133580260226087,0.5619034360649043,0.1839519153535516,0.35359981238836535,0.3038294288901256,0.2536782017892555,0.4819746231499996,0.3742525124103636,0.5017015534551411,0.28165483722029366"
33,"0.76227689525132,0.2455364897377172,0.8263611049270146,0.5837798266304014,0.22126332723481262,0.8124618585927478,0.6847630576374605,0.1868182933596482,0.17481413016468228,0.3744981515210127,0.38962341992144595,0.6053655008194926,0.24707219994174648,0.32421909533640125,0.3098089192579705,0.2923294142808846,0.475258142221986,0.3780419852723204,0.5622998848431966,0.22843012330753856"
34,"0.5833141382903474,0.5622333411034285,0.42468836263781207,0.37908477865814,0.4935615005731043,0.47348541567043023,0.4193087061913574,0.4209442692245974,0.452375451729296,0.44582880121721535,0.39608153384092765,0.4211600807780731,0.4724085904725704,0.43403753997239924,0.5938500569398425,0.5472021731838248,0.5002402222493886,0.26850140269694683,0.3578572517042855,0.5632891306393715"
35,"0.46243318565546604,0.17414888996576033,0.4859226532825788,0.27367821770586487,0.5272730049491116,0.6354685699489091,0.3362711926180861,0.650478413188131,0.3417980774853814,0.27197803533785847,0.6158789035738573,0.5098192780631551,0.29562920224920447,0.41803594116986015,0.3188850959645191,0.3544155718907068,0.2884902864165497,0.3540005599040406,0.20531257893713167,0.4256680810296185"
36,"0.5203515947186442,0.5293352481828048,0.6748701193554574,0.3168785929994535,0.38175222137648585,0.30486959970062266,0.585404969653882,0.28901282022668007,0.5031795344337233,0.5932135985845532,0.6382124361857929,0.18553373365661363,0.43107976276114274,0.2096284396818462,0.4529777332153347,0.1651566151207538,0.3326183988846553,0.367095151699045,0.5018452059349229,0.46064556635648135"
37,"0.48229560161001694,0.38716406555568045,0.333173830263054,0.5749714797835717,0.0780706861227317,0.41750177133362404,0.37425932509725224,0.552085849635451,0.49895078883770155,0.45019190773514145,0.51028120110926,0.4001681541516745,0.6815352925370097,0.2977656668625028,0.40029504983997777,0.5547272656283609,0.312458396632835,0.2740869679221131,0.3342367534990036,0.6021523374842088"
38,"0.3565374741159344,0.5504427681096398,0.2635105759645517,0.4002088300562506,0.4748128824618099,0.37207175526234204,0.7085226379623544,0.26577312799736436,0.5973869695699979,0.04246034198355578,0.5070825273800057,0.5049999746229259,0.6498463495835989,0.24682107386986835,0.4340289665629936,0.44738948221870606,0.5255485288822187,0.35407528143122236,0.3224365690170374,0.38108184208391266"
39,"0.33379932669284207,0.5438470887935871,0.3569455871063346,0.3511550346942147,0.27584279318718724,0.30187395961529917,0.46932797334684123,0.46058324514757604,0.41530006117019874,0.22083533617314569,0.40280131324892726,0.44491878687825626,0.2784441446716944,0.46190265199663577,0.42667778549405183,0.3792311890400955,0.5525869436339025,0.44754091261573864,0.4220749526623595,0.6205336644398933"
40,"0.5463874748736245,0.4714392168635501,0.3645046280777712,0.5400383560364136,0.48850844831259044,0.4434521329965178,0.26841204284486275,0.5442436201103447,0.4110135783695261,0.3149613727956312,0.41198822151664677,0.2655507128947449,0.0351392132649895,0.5975023024019585,0.4654631844664469,0.35254062586135365,0.3838477909149185,0.3333241832978533,0.8191066861919288,0.32378279363004725"
41,"0.5167019856595411,0.5145685589015245,0.4637915690290598,0.5616225242744622,0.6420230909909785,0.3588882176443132,0.5333772789720649,0.5945094226241923,0.41726198462846886,0.42105234167967487,0.440854517733768,0.2961267550621386,0.3751329597290693,0.2918665774140707,0.49015944019941243,0.5439885700047258,0.4211110636382,0.710672757458611,0.3604760543538834,0.4810269392365264"
42,"0.29470563034422076,0.5827180422052199,0.4031970927846196,0.4176844127087272,0.5635523535112115,0.5098029463427335,0.3570513346543997,0.5372632538898875,0.7343840679987578,0.43950736624909525,0.3293155112006624,0.37336387838823487,0.46043362991124354,0.33504567887531106,0.4745394195551534,0.33749129114733717,0.5073634633003979,0.4367790048717038,0.261861061268771,0.660526091271943"
43,"0.7330830782273104,0.32159808663851663,0.5698907021886928,0.30507659209447585,0.3399744380660297,0.30425001592070944,0.2580934799991825,0.5827904194534845,0.44063282278905086,0.4973576046859861,0.07085124237901415,0.38568642760352584,0.41823870243146183,0.3841536140284081,0.6429648198434006,0.40194747555181787,0.4411352239197842,0.07008998997547006,0.33966046784477266,0.7135058915902261"
44,"0.4771882838027422,0.4561543436010402,0.433672071033327,0.5266490235494862,0.3491238250970067,0.4385879478386514,0.4492456413830905,0.19508421530134457,0.6119279240917879,0.470526785897936,0.4042049161312545,0.44367895799083773,0.22435946038089521,0.4679740811168148,0.32780120920362743,0.47301931294591015,0.4126519461300289,0.5238452144884567,0.5435394482044918,0.4879791084739273"
45,"0.4813854319650629,0.45049624350869044,0.4419020136530304,0.5312672439876246,0.3445282139966682,0.4327310211060685,0.4589406556358255,0.19553854128778078,0.6000673046484655,0.4603120599234543,0.4019307936602536,0.4541153560326728,0.2153442652011757,0.478313857528389,0.3251905427232705,0.4736888994704117,0.40915233950048446,0.5302964394229958,0.5413929789272143,0.4862596727599875"
46,"0.39020935356935577,0.3055627562663552,0.14568359821659366,0.5792624017792859,0.7802954817286875,0.6082644238152822,0.34041271081329816,0.5735954323069471,0.4724818706236773,0.36827001703608114,0.4579214749426648,0.472734241457915,0.5013003999929908,0.2915912579530338,0.6600469470811368,0.3111932140033234,0.5419360434720157,0.24526042332871253,0.7033766843578642,0.48513509558458034"
47,"0.4226763422941759,0.4699982177936388,0.4553818799214709,0.4232040187278545,0.3499332232824582,0.028234635844144984,0.10770573683558024,0.720224575450367,0.3139421487982019,0.3968873930004149,0.3344657415347365,0.47584110340944785,0.27895445902977895,0.5495979235312133,0.24132896697550654,0.4147702092305311,0.47937249315360003,0.5092133417321343,0.24795127806236023,0.33980518879007193"
48,"0.4480940122939588,0.28749541469528633,0.19435433935975338,0.10255219023162372,0.6752422377439662,0.612575487995407,0.6550068764834622,0.39674296458660524,0.36057069712765716,0.29165644908212135,0.24316934900800208,0.04897839160644751,0.4010998531752115,0.32540561602796914,0.6607320444373989,0.48164778482549375,0.5074281005574617,0.7446888751249263,0.3014772095286589,0.3542076259619753"
49,"0.6286387480239253,0.7109050353648073,0.4059353218565032,0.29503951342582047,0.45874710367812793,0.410174390517144,0.7795799475161446,0.5781059745520768,0.2673841163228557,0.500152318929342,0.6408905008429605,0.5575824820937063,0.19065007144233578,0.5650268407738275,0.28104980236714944,0.2922572099681238,0.305818887468263,0.7642019614574074,0.227387107260468,0.4734733695023199"
