,item_embed
20,"0.624319001387088,0.6241168411184119,1.184409552899055,0.6334051262690811,0.8268205769382768,0.44381854704143764,0.5786925217663804,0.4638563321263385,0.8282498489343609,0.5593915118531427"
21,"0.31152432054437923,0.5065014708009054,0.5838947304402532,0.7645813800959524,0.648165051358802,0.582911938849079,0.4355578816717282,0.8629042033458234,0.8976562468487291,0.8574296232616744"
22,"0.4895123091092672,0.7135027202306838,0.8332301352337841,1.1252413748269936,0.3835634710028629,0.8731891500435456,0.8268869719722225,-0.1022863868326979,-0.15543004110777084,-0.06398088134944507"
23,"0.5163512112292272,0.8524919603688261,1.1769956247338353,0.6599993056992526,0.3771494662100552,0.3661738119189842,0.43890092481316295,0.335063301540537,0.57549771391932,-0.06728504150346883"
24,"0.18660179017668735,0.8877031144436299,0.4149496531990938,0.6520750407403751,0.6887272359784825,0.5433325687182955,0.8287328481350692,0.40262929585947227,0.5532029204040348,0.42483708657503616"
25,"0.853613416690592,0.4831445790913281,0.4529374731507303,0.696930677058676,0.5689645724523466,0.5378632931094361,0.5680871408349879,0.5493932964255128,0.5876576845639092,0.5379157952146761"
26,"1.1584331757984796,0.5843482763612549,0.9529562025380335,0.32703231675918604,0.9504094661407936,0.061782045932750974,0.48226322758406015,0.8901021354114234,0.7112025600430676,0.9888795128116814"
27,"0.8091892109578136,0.2806886338519067,0.10205873873069206,0.31300929386228066,0.8101013041422117,0.22298668005233646,1.1788685063728994,1.2020312770048485,0.7990437611547687,0.24563426820415862"
28,"0.6575561362715847,0.5421807869649783,0.45832828403155434,0.7894022843231823,1.151553934096896,0.42856153101343264,0.30749340310511875,1.0868933038002515,0.791398189815172,0.136031664237577"
29,"0.48228385983725197,0.5607572332854935,0.9282331096619771,0.48279720554695493,0.5796153445579072,0.8932951617169149,0.5830128110108677,0.512908408611135,0.5745211311839399,0.5303233624067988"
30,"0.6729776376411672,0.7526685155399996,0.689988512552184,0.9901047210030067,0.5206518927694285,0.8155608667647609,0.22719869979331964,0.11710694895252759,0.13528081290323446,0.33028897676722785"
31,"0.6404971123753603,0.7972724727757222,0.9188055933926861,0.4245820938937428,0.5974283861456384,0.2596088270573929,0.27761366479534993,0.8327434068705539,0.6669176043314644,0.8184173829837469"
32,"0.2765905974219303,0.5533430808193326,-0.1360438282361589,0.5171717465767074,1.0261444180375203,0.8786302307139463,0.973139453621859,1.0300485878171397,0.6401457236612653,0.6443894970222984"
33,"0.7769097559677209,0.22985972460340418,0.2175062158334371,0.6300889479068554,0.23800740483002344,0.3031575821566855,0.6627828384854445,0.6622438963099253,0.46735562757968807,0.1570079309306982"
34,"0.13786798709906867,0.3672477514929863,0.90675269063256,0.2905228319936396,0.6606752770907288,0.29046469517296647,0.023777046912589417,0.25313873037715773,0.9685427238334744,0.8932053869725325"
35,"0.7865257313861995,0.6639105719216281,0.5420711375067767,0.3874415285050454,0.5987943178460894,0.7267245500935058,0.434860043911788,0.5721213914089435,0.7142301497473348,0.4944526852466075"
36,"0.031552096720138055,0.9249721039068227,1.47443674190735,0.7054649741739446,0.15467691900583935,0.5748470233062176,0.8378207139896529,0.2746355841485117,0.267795930662002,-0.37981021259759734"
37,"0.7613477583120064,0.29341879747597926,0.7479854228336579,0.8725493925059983,0.6853979455283555,0.8591121541056858,0.3915047785816592,0.37762020909612154,0.8620245206530868,0.5296235420916975"
38,"0.6940346183925123,0.22397010217480282,0.9344924490982638,0.5916110239373616,0.4705004089791068,0.8825369226397141,0.733473708138919,0.668507859819923,0.6008362453298622,0.7203272889301775"
39,"1.373708030123756,0.4705617679854418,0.4697945788493491,0.9411464865028908,0.9584170144916037,0.19201201494039863,0.8547920733623644,0.23663969771181242,0.21199895366212104,0.5071112877501236"
40,"0.5361367903822376,0.27808869343160575,0.273208974558792,0.20356853093514551,0.21774928300088792,0.4678990130154623,0.3699021307428424,0.25066174956522264,0.40362230672019767,0.4142515822199452"
41,"0.6237366349508382,0.6718725452260628,0.48257101633492033,0.7102094211789907,0.8996311967656434,0.386775277922204,0.1366126263812576,0.14019389071613228,0.5958110052515483,0.7262863755005873"
42,"0.3159212800317646,0.4208312782855154,0.20249639549513562,0.2927646590100865,0.22900817120249894,0.4563851851789911,0.26312977532096743,0.21773178607017826,0.4504041321246965,0.34883291925378357"
43,"-0.6422059180139099,0.3962487767279758,0.3793994514915333,0.3001567941109617,-0.07646162436160754,0.9461392136309316,0.2923039401050699,0.810362601177178,0.9367372710247059,1.006469663743239"
44,"0.791629615009935,0.6203202595590114,0.6135712347942638,0.6391166843513381,0.504136035105416,0.6298188576488108,0.3148563957291188,0.29773721276977055,0.4243895030669698,0.5630275931844626"
45,"0.6639328853437976,1.2793682877569073,0.838693247322512,0.5648058232731984,0.5473111902330473,0.9819362126501997,0.34680220976736914,0.8796931651986941,0.6936295237887856,0.5587499626435515"
46,"0.6004299476118132,0.7908666067674822,0.8904462266632317,0.38014290493634584,0.5631778028581036,0.2494900192416657,0.2804334650948712,0.8431367015500268,0.72771253115263,0.8781518042198794"
47,"0.8190163356964897,-0.03587273867590433,1.1681927615704186,0.3703393005549564,0.6587193338755295,0.7678997797107078,0.0570234462805911,0.5441063668965511,0.8053403178357378,0.41498058964347245"
48,"0.6798044709505312,0.7757486656504586,0.7108457427551083,0.9640823772587486,0.48189582058462843,0.7758917814333373,0.27530997251101214,0.5979036806611677,1.0279654030821637,0.8948171330556832"
49,"0.6264810562135188,0.7523897003146901,1.072406262036547,0.9825912458886568,0.7066780082777789,0.9974009938721964,0.4506271464041527,0.48596880232595824,0.44204278924163976,0.9210179112811357"
50,"0.5404204843138506,0.4844148098765571,0.6482299512211352,0.39563024858984236,0.5996917774188296,0.7845768460281798,0.8436587816882868,0.7687143258823763,1.1343980426650129,1.0811937811427663"
51,"0.9296502619265362,0.4533926102516927,0.4436461664965649,0.6916635643674377,0.5530623092804055,0.17560961181438278,0.891269157281914,0.3007137300345136,0.7234428596356292,0.7071807127589363"
52,"0.12867234976365674,0.46650734321150733,0.6637022533213636,0.4154521614575153,0.8104255511306465,0.502620731949671,1.358601832585898,0.961036952743007,0.5898212836387255,0.5202428910724882"
53,"1.2078741709383856,0.9282554334800552,-0.6525485257845155,-0.36089232985241676,0.929078762702602,1.9587052716431466,-0.4229812370318479,0.4850136254772134,0.6159978826929625,0.5674112367379538"
54,"0.7926221385133582,0.8586555721844227,0.8399187738266806,0.4574258258690689,0.9217707552070641,1.0179378591409651,0.8912013633310781,0.6456218382317389,0.6987350875284385,0.45563101849957044"
55,"0.6248588327150811,0.887649633665728,0.7653600306322714,0.5134152402804654,1.2246080921165174,0.8389010116279564,0.9727753883576565,0.3030800117414358,0.8822649171577078,0.7934912272527709"
56,"0.5382137585022039,0.7976312155154464,0.5831652998481412,0.8847564999128076,0.0833669740761965,0.27702132709857197,0.4858283927307165,0.8005192551902278,0.7817408091576884,0.6079444881662933"
57,"0.9053137405053897,0.9396082585082194,0.5248896386423113,1.1254877889903745,1.0130198791174385,0.26391455808398784,0.9660322375140955,0.8441323257397262,0.5278128160380738,0.426701172459641"
58,"-0.8052503725765483,0.4979929721775195,0.4775326729813477,0.3738566183574765,-0.09984038196037329,1.1785211803794922,0.3705384577449325,1.0082651453673852,1.170657453748239,1.2596105686877817"
59,"0.7987806088521922,0.370263182544265,0.6687288401444645,0.7922129846172516,0.6751716505339123,0.9111202180123927,0.7591608496507144,0.8032985064554975,0.42013268355315614,0.49123027424006094"
60,"0.3986391901610728,0.7692257435950189,0.49986279935329364,0.3380431335691524,0.33013174490128755,0.589128133948172,0.2114886178422697,0.5261312861562907,0.4150342209854859,0.3343462614560136"
61,"1.0813919910461842,0.5912462605066158,0.3877589593780526,0.5706162057191116,0.7900389944429834,0.2958697822268892,0.9875102077783364,0.48548311479931827,0.7391246513877993,1.2599139723779633"
62,"1.2776598371913923,0.37808161313504485,0.8596059017826527,1.233587602785004,0.939556445645029,0.8301615808502243,0.6858811503339807,0.7913521836888328,0.8732217375318518,0.5201333813973057"
63,"0.6960980224045369,1.0873190622166664,0.670301247919165,0.719770037569178,0.17987348655289936,0.5929982071954961,0.9997819149917524,0.36427115871139665,0.8866466326507347,0.23110632722789"
64,"0.48586290630082074,0.5456170346400231,0.4639971704146903,0.23103243023802278,0.6859658083475029,0.5662771102780981,0.5206311719768494,0.8291590326871163,0.7259206884670297,0.7655216456152909"
65,"0.34595661558669083,0.8912075833104967,1.1819138766466473,0.7206914836032862,0.8556754914798425,0.10953742376060527,0.12308308376334565,0.4600003076846898,0.3839536605358564,1.3223069396219256"
66,"0.47937097917640614,0.7406362463470085,0.8911047795984073,0.4397682273784882,0.7616124264990886,0.2948796632328866,0.49538935235302234,0.976216870685073,0.9381772166160753,0.5385222285197815"
67,"0.9715996436067253,0.1765003716822,0.7181653219685415,0.566587148965685,0.3802545818434246,0.6975985362792849,0.30221656412591064,0.8767580940904594,0.7355900349709413,0.38169069430233266"
68,"0.5343984226748131,0.8582923534704576,0.3324970600244024,0.7310655699181638,0.04905904651740822,0.6027502647703618,0.42476684945718046,0.8580466872960822,0.029323687214551586,0.6258924942148818"
69,"1.0767600426418322,0.5550623293175795,0.5498423077667552,0.4013377049091519,0.43534295577447435,0.9329095533331153,0.7426768288852925,0.4953873264687529,0.8052447961365798,0.8338196834289507"
70,"0.6781552952525065,0.5463005642620581,0.6947223947415164,0.6460549734373371,0.7048026364880453,0.5956582523264107,0.796660496245452,0.4598429941576456,0.6230340846040555,0.49656040026624493"
71,"0.4701435440217055,0.3771475594507361,0.6817923160994537,0.22214374227618647,0.5552486560368065,0.379713137362277,0.5439736782565329,0.4470690362343661,0.30794896784789894,0.26345163147943534"
72,"0.7543694766377624,0.7877244565608914,0.4837636142644458,0.7129740013749342,0.8746197842574205,0.7186517228551424,0.5817793776181004,0.9134355717100248,0.5148773691043842,0.4460478677659959"
73,"0.35864675539048335,0.7548651475102851,0.7555373254796024,0.19482857450524635,0.6033111806979278,0.5762913449236522,0.5768423674004888,1.042282646537759,0.7099973678269257,0.25196885464572294"
74,"0.9469589363927471,0.5437092105532869,0.5238028167295768,0.8153992886396763,0.7381565212542878,0.6714052360146925,0.5262399712801396,0.7463891701236962,0.6032638368737899,0.6235360481783061"
75,"0.5233978404066109,0.7769004255707409,1.1148211096191305,0.6000613273218893,0.65011032258023,0.784807198222484,0.6099918590603598,0.6057573931604633,0.6651085987922006,0.7632465707646726"
76,"0.906649354417688,0.9371847224391041,0.5241700628137185,1.1240673104535053,1.0136942511966782,0.26452799951693956,0.9633945603084959,0.8447225853512927,0.527707902966817,0.4267036244669298"
77,"1.0830102573299634,0.5368284265850143,0.42721072877352106,0.3652170764422367,0.4395450591272876,0.5297295182799102,0.24645758632762224,0.7961039312552182,1.0512523899244952,0.8053261355966433"
78,"0.7911085175740163,0.662934371006489,0.9390758091574877,0.8482139237873767,0.33689221649447587,0.9737641969129965,0.2700748266636541,0.7433712503167289,0.4187243794431826,0.6788009799040896"
79,"0.6339683967769097,0.2878667832135419,0.30028961423162837,0.46414579435320635,0.4369601425510232,0.6290173973281652,0.3428791587319287,0.6494731675247564,0.18649052429854546,0.47459872358952365"
80,"0.541646442465555,0.5588899544336473,0.3180555763555402,0.6731442270890242,0.6098918720556106,0.15726476977179346,0.580285862671866,0.5042689896962226,0.3166216381803515,0.25843163757315285"
81,"0.6188814725096353,0.6998713036528,0.6924644273579432,0.3695174379453842,0.7611907149443525,0.7979176698144069,0.7075773271551798,0.5182057684211004,0.5325698579926829,0.35261908045559276"
82,"0.23008036625538053,1.1091804891746784,0.5229093396370685,0.8192111988617417,0.8643590784612201,0.6753532153610498,1.0317962716146718,0.5032955737154713,0.6921722340126659,0.5315502213932124"
83,"0.6149045618125635,0.2616454336691389,0.672700577715999,0.7631953365256651,0.49626743899112147,0.44841381455078,0.6955646540282104,0.4032657956336229,0.3145940761838379,1.1470352746746229"
84,"0.6195315361811071,0.6996612421082191,0.696114123768693,0.3700563525065479,0.7619188674819705,0.793420695068616,0.7061174352222811,0.5155175668550805,0.535903346557552,0.3551701883408713"
85,"0.6217891637023377,0.2502185737557067,0.7178328720467361,0.4526376336439178,0.84362064356241,0.468907536227853,0.9033040110205,0.575749402857123,0.6356152104692531,0.6007343535407821"
86,"0.11797144765619304,0.47805196762397817,0.20741481495362496,0.5149080365593391,0.21869778585327734,0.6532403809088708,0.3521680772453889,0.8443527207157021,0.4484435698699979,0.64618980889266"
87,"0.7460093224898445,0.6790206485027529,0.5909221183926371,0.7613847350376634,0.33184679023094626,0.6496596893260277,0.479086948792017,0.7126523012350402,0.5702166363674377,0.6266009028479811"
88,"0.8147377711204932,0.6183606590297278,0.7553213829841788,1.0820726327923418,-0.08317150654197893,0.511989504445091,0.5970676315380122,1.13588635076307,0.5218836123089505,0.7811038908194008"
89,"0.3488024544602084,0.37596710197680566,0.5141874693588921,0.5704166133837979,0.3989502782203235,0.5701955840691277,0.38231222722493097,0.6172196649260893,0.17837675937552047,0.3330195187527702"
90,"1.173791592635488,0.5264730467304471,0.40385353840756116,0.625380072862559,0.7484202031939009,0.09732645614397194,0.2660856692221035,0.19937255752799854,0.3406932232611122,0.3613732297757137"
91,"0.5042892746951505,0.4684931957381694,0.38410875065621625,0.9859798356839047,0.47736726356038345,0.8666465132143996,0.46022992988554823,0.6493635882406089,0.7076728958532587,0.3158713689104114"
92,"0.017400620225257856,0.08095991505571165,0.05655820916516564,0.16250262153628636,0.12752599499308626,0.20035483784557764,0.10715908914881211,0.25314470762525015,0.051876251021612245,0.2846161325713514"
93,"0.9048047719797202,0.17918405262914294,0.9766557462409347,0.3645335052120543,0.4509026099993866,0.22178357727644482,0.38774418101581265,0.28942608110422974,0.9885475418787093,0.5246970052435858"
94,"0.7758254979028153,0.5859211558989146,0.46310434998399014,0.6221483283242937,0.8209059697828416,0.2551802548254169,0.8581448318660344,0.2704396329704696,0.8025882655800827,0.12654260176113055"
95,"0.867503114336818,0.5257711928815036,0.49588522298611093,0.41814938807089264,0.7476367336228629,0.9348259403243988,0.3726806033805412,0.2020408113138209,0.5799318886401674,0.5793009534619689"
96,"0.36716242687562956,0.5317891559270308,0.2679301485584752,0.395261111979067,0.4943186854999128,0.11839184854692704,0.2773762978535333,0.08453333572517713,0.33368152370187737,0.42659308884166536"
97,"0.5932153698481732,0.5388283595269033,1.0638253016979125,0.6574347033709821,0.8203618628947694,0.2918676857638302,0.7566988709203537,0.8708191559631266,0.6442698761668108,0.5795373084518104"
98,"0.6257719019465838,0.6761782155839979,0.9656796915203478,0.5633433691869965,0.20598238422598925,0.8655855665973304,0.18771801616237777,0.5586483528719931,0.5313897753071752,0.6855242189411294"
99,"0.6051844376700414,0.8116801600613112,0.6423996936287066,0.9070910406453141,0.564270865905374,0.7131297693805744,0.5463021734764435,0.7212593521506616,0.7136449394361299,0.4793546518306841"
100,"-0.10784173991680732,0.24986602844699585,0.21891244796407786,0.0076864447979120235,0.3707899096562735,0.35989109434373695,0.3139850208789552,0.4653560345097532,0.36310661891881263,0.45375268399286506"
101,"0.8074087787055619,0.4434471127196797,0.7764850748167316,0.7923492173653846,0.8818392929091307,0.5258471215930756,0.39513177982540937,0.27964385215671783,0.6468873565100615,0.45141500619290187"
102,"0.7073475449009513,0.605186258160904,0.6574937644719518,0.3588607836676309,0.6083154843700103,0.3897632021862638,0.8700866437085352,0.613240556207837,0.7956320679030715,0.8004850772100988"
103,"0.5228506316046494,0.13429917009221373,0.2414554115292198,0.36241262802498336,0.4136130721546507,0.44315764253874174,0.6232115642598287,0.5048144703776438,0.5425202990973909,0.35130062147231095"
104,"0.374337916503148,0.42893391364978134,0.8659142439556762,0.6176236020495985,0.5305518615470731,0.6294072044293069,0.654949947417537,0.44102221209854686,0.7802982589305515,0.39981428825801935"
105,"0.688347676776639,0.7055830815909114,0.7715069628458092,0.5713178880630853,0.6474749106547988,0.6513094980489293,0.7009146632524461,0.8114797083872651,0.8231729563835806,0.9687543274158675"
106,"1.0439824067219268,0.932352555188462,0.21702355806773763,0.6841879614991018,0.5961915327913305,0.49736162890690255,0.34520421735069573,0.7024509784398646,0.8595888662194245,0.286729414156424"
107,"0.6337140816465522,0.5481030983023782,0.6854513600127318,0.638149553083363,0.721516221122289,0.6132344888372494,0.8210450705524445,0.4837086762978061,0.5966616724969891,0.5001794763635267"
108,"0.3506788832079205,0.4510303996863058,0.20355645828634383,-0.2700580053299363,0.8477595253115245,0.6881888546536531,0.21108563873653396,0.43472479432831806,-0.061946460114607665,0.8019962177688528"
109,"0.39463114838710983,0.9170732673632187,0.5347128420186437,0.44066125589652155,0.44401101422448563,0.18677139067075477,0.555866112175978,0.13412177919757068,0.47763925245739464,0.3631775532841509"
110,"0.6151563836913264,0.5265197198765901,0.45692035935027525,0.9146776230933442,1.0579974953252158,0.8440709480494198,0.7239310397471076,0.7714472636685787,0.765960737610131,0.5151576867383684"
111,"0.9258643921344697,1.1326123418759728,0.5522844848433102,0.7826279573312878,1.0950122749588471,0.1251830040227809,0.6351705532955592,0.29062637386973883,0.3692052181648446,0.30571097064181596"
112,"0.8366391373291604,0.4611114965063235,0.4680902570089391,0.6205504636067213,0.5062164956023553,0.9853500771246456,0.5890362354127311,1.100670549647109,0.5149359978622753,0.39887149901800617"
113,"0.5678676443055519,0.21870166750574432,0.5634701088874782,0.6530046661274687,0.5103923012986719,0.6436069742656253,0.2925298242147568,0.2866735393888451,0.6487906231850816,0.4000192194925089"
114,"0.7901708472812319,0.14282986814803045,0.19248738203202376,0.999509492314438,0.768241151935273,0.9066188957899727,0.21126379049720534,0.6287879846535797,0.23477239486818624,0.936710249265962"
115,"0.6322594641326796,0.2663907965875377,0.32897609629402347,0.6796356161906902,0.2505568111715658,0.3865579103616138,0.8491658671110128,0.8378505017411461,0.9317558132362651,0.3419734749583757"
116,"0.4464974755485156,0.6184277675606643,0.5750284357691399,0.589941063840936,0.7827759496354731,0.4851892282589531,0.7175915850075847,0.46821104400996383,0.8823978923607555,0.6076322762194034"
117,"0.6166161039107507,0.4677658973057295,1.42370288319468,0.6006233325255157,0.5706546746754324,0.8337932012783978,0.9039605873297629,0.6344354828770965,1.0465176876847126,0.8757702526849781"
118,"0.7667010219056252,1.0406096844221233,0.7555693317283908,0.7121259635816899,0.4841326558522732,0.3802435328137787,0.241898592970886,0.6267354742782367,0.7632331256278332,0.5935961296716197"
119,"0.686363244789471,0.5728616284361256,0.31417353827573025,0.6475572500617958,0.6798250757142386,0.6894946202131728,0.46884429151326834,0.5683424786016141,0.5429220142282477,0.4100457861406668"
120,"0.5080643731198593,0.44541666631315063,0.6619008311813847,0.8423520341349484,0.8971292663437814,0.8578831760397848,0.6107297023666732,0.7903629397292485,0.396925278611558,0.8305634516193696"
121,"0.15175019856337837,0.4292782032139796,0.4097493589370227,0.5937573878498494,0.7267300496060286,0.816756962523028,1.0250948884715068,0.7587889377028088,0.531306272222528,0.39773253707100953"
122,"0.7534653059065092,0.9555649022453028,0.9713389409289038,0.34653954943321424,0.35981257302827063,0.4964967729019594,0.5844257857408249,0.45594344435492057,1.0813252225229975,0.4853945622130771"
123,"0.7605055368522053,0.5902086897477351,0.5648968182146064,0.9340768942526279,0.3214399783752632,0.6242177630734124,0.675624100957962,0.6999099886187766,0.5941967850986395,0.882232581903383"
124,"0.9030749017766728,0.5307173076673456,0.669425356963146,0.9435345140231897,0.501241907696216,0.4199764625934594,0.8682241819214074,0.9999484029305334,0.4080823237971713,0.5126186058824451"
125,"0.8356746714368449,0.398616331387057,0.6649122467024688,1.2668462261634414,-0.8114881173123256,0.2699668669001017,0.3158822568026145,1.4688202965631498,0.25270397692598784,0.6895613067675092"
126,"0.7064586838174693,0.8563813549968285,0.618604683861764,0.4848614458990069,1.0671588391331894,1.0093733538151954,0.4562664072672257,0.7381664556600613,0.7081187127294137,0.49813431939472186"
127,"0.34923153532619977,0.34926310714185754,0.2964117758041483,0.7469728357485889,0.3744947852419733,0.6488497549290767,0.33562840056705406,0.49271592118026764,0.52551430079702,0.23602631814704356"
128,"0.30943807974290966,0.8698528481951946,1.0194305043524021,0.45281123569775156,0.736472842464492,0.6178021510811226,0.03703410615067182,0.12670349800234967,0.16904180106193484,0.7692992069345442"
129,"0.3297803050259032,0.33215427573245765,0.35628926626853447,0.29127138265728275,0.3788423700146637,0.20547218556979893,0.3717554449280104,0.38191772156528686,0.36066483284598333,0.12680352231009606"
130,"0.45486571786916025,0.6094257394914343,0.4825391731990888,0.6791062809270196,0.4269372045393044,0.5302032806583465,0.41246848508465955,0.5380174202816758,0.5341813509705003,0.36117601518596154"
131,"0.6695091646231398,0.4186444252843233,0.3612605374070888,0.6647981293733914,0.7684170877092275,0.7455084681098908,0.6122113890449054,0.5577658864375354,0.33922729266292173,0.9201641901915303"
132,"1.0549128791954596,0.8692109536006751,0.9523362409379661,0.5081931054593549,1.104373118467063,0.43058803812019736,0.3099449924114677,0.3356128930544419,1.3725850005821556,0.2853051050020534"
133,"0.3411758911036415,0.19120247242930685,0.5460516303065539,0.4840972048942185,0.963766222995618,0.8919202096365051,1.2486967129667166,0.8719239191009434,0.5145623499314487,0.4557648534916472"
134,"0.4991087384198706,0.34492703471763203,0.27458712770841076,0.03821349452351076,1.0587637304122823,0.8038153971758628,0.4872012920172767,0.7342166667090161,0.18965649604685608,1.073203344036991"
135,"0.8163885681962764,-0.018593590475652618,1.1471349829037598,0.4211375452472772,0.664187147643583,0.7436392122867121,0.1308799796467043,0.5263574730156,0.8338530709153054,0.42853277438029125"
136,"0.7718111291532612,0.5696927177264176,0.5101493280955651,0.2650896248280545,0.487520224365562,0.8443277812265589,0.6064422571521138,0.3868493384509735,0.794786905020991,0.7997634518545967"
137,"0.13419160791675547,0.30361698822155025,0.17949726556550608,0.14821143553304403,0.14727612879245985,0.06329311037982242,0.18394113340686818,0.05035652886747492,0.1597910468621258,0.12038933692653948"
138,"1.083917348012037,0.5347569216306512,0.430103602339776,0.35925523594578945,0.43657348181503763,0.5274212008906035,0.24756502416618972,0.79414626870154,1.0509998206391409,0.8094116066888325"
139,"0.5960875918298779,0.280142648114419,0.5016639929904392,0.5969914374657677,0.5052756789677232,0.6816135427734896,0.5681006402147701,0.6025621402357902,0.31747962136159885,0.3679365724515412"
140,"0.6595665676109876,0.6383901125888467,0.8340469593512182,0.09009365204543784,0.3787741324920778,0.267233199676314,0.17754128239266054,0.46467898433809995,0.43481920145543906,0.48021207887954853"
141,"0.8988810746740387,0.9222074706631407,0.67468640304164,0.5828332893949892,0.6961083594100196,0.7371443177810494,0.14899038461211841,0.24249711306262428,0.9012808311069102,0.4303318456819616"
142,"0.7681942511595975,0.04571212241039065,0.28117012042950373,1.201347936841488,0.5466219382532459,0.24367337733081793,0.2693534743641274,0.6861323906464377,0.8493709410381454,0.8810842886128848"
143,"0.42916230440577197,0.0605449062028518,0.6812882025069783,0.7118222917449304,0.026917087149163077,0.24438346842300995,0.9924829270887207,0.8790034120595517,0.9701963441487352,0.5422035421515667"
144,"0.609812264435195,0.6387666399968772,0.46219609755214963,1.1409179279765889,0.5207780842433918,0.8678917782268997,0.5387111005703609,0.4795935646664544,0.5243145629741076,0.9355426420643254"
145,"0.251693232679573,0.6033092444597999,0.20776673434504173,0.4029653650859072,0.06412821414171366,0.516092564703013,0.363614198485673,0.7503685167514321,0.7038111800154945,0.24365368092960824"
146,"0.6920439291899061,0.631046472520807,0.6601002286767215,0.35828849701604126,0.6856391736644981,0.43789268551803107,0.8663908891338348,0.5415780285210907,0.7799418413145307,0.7719730368497139"
147,"0.4294434688895331,0.8808120041464013,0.4673203709125407,0.6090828971500296,0.06506809604843804,0.6619714615068254,0.6834215290219247,0.740291683167612,0.9448839366950998,0.3361511702051519"
148,"0.5767175244598619,0.6226757749445331,0.8533740443403102,0.9560469470351786,0.6645662059450524,0.9429620664017644,0.6390673002233593,1.0305683971353514,0.3011546952147335,0.5604277431673301"
149,"0.6531179162876416,0.4940696294761196,0.6007475382359383,0.8661779165548285,-0.06730737594723266,0.40811730974197974,0.47528818021669517,0.906847916043266,0.4132170469031263,0.6213025705774029"
