,item_embed
44,"0.5778458684536352,0.7225358417979122,0.6100921250039089,0.6788632102176867,0.6185235119834214,0.7171642503915282,0.7764797131714216,0.7015014987846959,0.7179424816030923,0.7873757031922892"
45,"0.9305475821058935,0.6245468216541693,0.365147017913585,0.6672536585973567,0.47910485807238146,0.9499552095475466,0.6327854604664358,0.4698738814294778,0.7714261750116946,0.7760540274057415"
46,"0.917123357778231,0.614649856086905,0.35947313296705014,0.6571664982514901,0.47141336866656997,0.9361526704124699,0.6235358072123891,0.46239746279084537,0.76042592241014,0.7653393816588927"
47,"0.607771064451385,0.6467950937034486,0.7054901996583771,0.7418373936045761,0.6861620996099036,0.7136111631344284,0.6916084688137787,0.707671966398939,0.6420292477136835,0.6565200578187732"
48,"0.5623920731338475,0.7644567869757731,0.6577569419717284,0.8518852005436859,0.7594950728736444,0.5143550869800102,0.5286709387324522,0.5633859621410402,0.564016190121814,0.6572671199867195"
49,"0.6604515688570914,0.6747826220040182,0.7286830282038821,0.5836200991562639,0.4555904645069425,0.7015288049279941,0.7298752166042517,0.7849354705644346,0.6314326761502734,0.6144008305337162"
50,"0.5762892752714008,0.7430170723147865,0.32582525109215565,0.905387813077378,0.8479802589233518,0.24670969186298086,0.7811542217444045,0.6544748023659098,0.3678328007542604,0.6472333370072945"
51,"0.4095278481536898,0.5397416993840628,0.9806534451200635,0.5919036728619066,0.5227168041398724,0.3002476057602839,0.7693275866006692,0.47493853677827336,0.5351542635833798,0.7497084354210616"
52,"0.4764845571608142,0.5897175504143765,0.5825104731551428,0.5108126195497676,0.6179692983594233,0.8164390486938299,0.5857034270433578,0.6723991716190437,0.5737244349550882,0.6704943158390795"
53,"0.6236960522445445,0.6632952217242796,0.6181885892248912,0.6536630600860895,0.7821272559724269,0.725700124335849,0.6312489104741803,0.7423877412748141,0.7558697127586012,0.7618518700822824"
54,"0.6286895470948144,0.6677175179172671,0.6194031295247248,0.6697683760916171,0.7718366883439077,0.7223446022505823,0.6412850688875539,0.7545051969282589,0.7524183215890377,0.7621841050598372"
55,"0.6494102817471589,0.6608265734400501,0.7227468750638838,0.7678601449444267,0.6919892888304815,0.7120540877292096,0.6953919607812359,0.7261356690184477,0.6582829141940788,0.6736960446464014"
56,"0.6188819620770337,0.5288738847289916,0.6727005731226577,0.7824813085378468,0.6146629066406517,0.7446849397549924,0.7917361397319389,0.8218013932946661,0.7098905742953925,0.6900682360604151"
57,"0.5988549399836166,0.6681325052763434,0.7129693447349651,0.8299775090943721,0.7274510269921566,0.6288240941653991,0.6764795871950519,0.7375368340267179,0.5347628344468771,0.8459518876699138"
58,"0.8296611275453597,0.4893728623149695,0.7230172087637126,0.6162867444436666,0.5686612914775175,0.8914886077405976,0.7421319947417266,0.8033450900696961,0.502248413251338,0.8360084419136333"
59,"0.27146074520120245,0.739841422133098,0.7073191745303725,0.2362882415187454,0.7600532798476722,0.1845938723454158,0.4195983949818184,0.16546681054493007,0.5738084648748417,0.87113917501808"
60,"0.6156266935780672,0.545330322940987,0.6670271525826414,0.7729805708268344,0.615436966046933,0.7443788875584457,0.7882604080738947,0.811334839123075,0.7082596188678352,0.699708067266533"
61,"0.7378282102727423,0.6517736352879046,0.7540970544273097,0.7553853574330576,0.669708762602518,0.7055632907920014,0.640581641307595,0.6945910219232395,0.5383668850702894,0.629633092247092"
62,"0.4147108121985703,0.6005597477831014,0.5435929706846802,0.8024001251033218,0.7438168827061291,0.4900613459076945,0.7494917742569185,0.6180006184125146,0.8754111502830914,0.4238808081504269"
63,"0.5046921569915845,0.7761983250755896,0.6709680281696253,0.5604682862446858,1.0015699307573998,0.7720202664366603,0.8492925539990874,0.4717709216404528,0.5213897330566288,0.6112353692727351"
64,"0.40925285973560077,0.9964615660121704,0.008978881470767863,0.21271743246850394,0.47810470607903355,0.5567877067425301,0.17714975400279542,0.5434324961166163,0.10262328591719405,0.42677906212518324"
65,"0.5541025727276818,0.30679151824205764,0.9432824604437166,0.6052536888240203,0.6928349482707942,0.8641087151897093,0.5140534103039904,0.25648006041548466,0.5014108977991945,0.5757925366422717"
66,"0.8834182213417722,0.5085192391613645,0.6273546141265449,0.9078553033124923,0.718284493041678,0.5952415007494642,0.6905341787090985,0.30324461727273005,0.5572259907243171,0.9347047539457701"
67,"0.7177748502055198,0.5448551080315798,0.6000168381605491,0.4965583110327215,0.4761898660629223,0.7699674072484636,0.7680262502864423,1.065733175939501,0.5799889720524031,0.4465853823177474"
68,"0.538907654076647,0.5080769052293805,0.8862254421428792,0.8571349603431044,0.5102370619294836,0.8641174727982429,0.471102959399654,0.6967151020300031,0.9630614245184396,0.3993530794091822"
69,"0.743325083563633,0.2427443682237438,0.9257194737739052,0.39044083207148894,0.8716714756637702,0.7922070106582937,0.12855536811063295,0.3283169798252009,0.5046702901171742,0.6022797602643805"
70,"0.16076640898461847,0.48051502762239406,0.8708911819148545,0.08681862447797983,0.7131563214686757,0.01230822531546949,0.13391795904320458,0.45533374351405853,0.3796164930499103,0.23006461476558437"
71,"0.5110448862971875,1.210254366471281,0.43483150449994834,1.0031249870279548,0.7536025097446363,0.6073851090195131,0.8877591795889288,0.5093778315959828,0.1047303011914063,0.18274319487754043"
72,"0.7937265889241778,0.31983020673215057,0.5441819005039077,0.5466581474670883,0.3517561147569883,0.18317633158293223,0.8823434421803337,0.9397805714927349,0.21575096095669088,0.5101805052242073"
73,"0.39584621937924935,0.8023117761622682,0.3219006284235084,0.6011960172480069,0.4556020288156341,0.7032304221173928,1.0423138016094762,0.6979193461761733,0.8469983524815063,0.8194650691935552"
74,"0.808200727815406,0.7064107889499127,0.4878085080101987,0.7906461648224417,0.41580604978805696,0.7483769442993624,1.0141447431928976,0.7208395211649316,0.7294132157152127,0.36269523267039006"
75,"0.17930148485528102,1.0859254593748686,0.5032983232747666,0.32054548684190787,0.2461757033471591,0.6702943835476303,0.704009731816488,0.7326478899757751,1.2777738451624587,0.40933116420695737"
76,"0.7097616279801755,0.6850094780832289,0.737565647952587,0.7785770383533777,0.6618658959931598,0.6563628334334524,0.7022233618880075,0.6966817555672529,0.6275949458486034,0.6175755237558418"
77,"0.9667985898036254,0.44462859957125644,0.34675412753377377,0.5674086823397876,0.8128648551059353,0.7424716495798769,0.601596126377537,0.10591900814633748,0.1534155160992896,0.6636509891931229"
78,"0.3666343236958214,0.6595362542016491,0.3707475072318523,1.1744478463615804,0.5875437125678875,0.7826162977522405,0.7905808710168546,0.4934231479681791,0.8668436956170378,0.257315688537835"
79,"0.5106789436302163,0.6543565660074918,0.667301067505293,0.532149181846067,0.6846528320296125,0.8854206811233754,0.6095123036166942,0.7458115447815705,0.650396455162723,0.71943253383734"
80,"0.4696783304925241,1.1894314133633794,0.6897943507075217,1.0266713229454314,0.34644167484333926,0.7811967292310276,0.6044658843581935,0.23167445544833146,0.3408536500639279,0.6239082504318129"
81,"0.5155792261313055,0.5057886364034541,0.8319569502899483,0.20895205967901376,0.9868246284506775,0.3521182516353458,0.010876865030306715,0.40389185282932494,0.11593733766306558,0.9002937945464319"
82,"0.834961231213895,0.7267765519106156,0.5972416672246572,0.8214036720787369,0.6179871196688785,0.71939211155881,0.6509039653355878,0.7445676620027151,0.6698121071069749,0.6173234763188907"
83,"0.7016638965973836,0.627143259742689,0.5659335376286653,0.8391864228535187,0.6663725845156022,0.7136308811652373,0.6100929305016964,0.5828056581532237,0.8809239447026191,0.7756153656741878"
84,"0.2499769789927037,0.9197982506632316,0.14733265805273527,0.8718510761883715,0.6869384644003506,0.8121526150184711,0.40323284665757364,0.6560328397671874,1.0784953675744842,0.6181000877495798"
85,"0.9646477558970863,0.6918518012884662,0.5770036380802925,0.5553619194356769,0.8024397177132238,0.6012218242378023,0.5620218938671971,0.7010472327792261,0.5314254784296126,0.7872425602356273"
86,"0.9625659693737444,0.6905521419466621,0.5758240890353145,0.5541436384926068,0.8008088124877986,0.6000694678044716,0.5607337827188937,0.6995861547490922,0.5302117009116938,0.78555063858902"
87,"0.8794337793901765,0.5092210175024359,0.6476994580731751,0.8994428065453488,0.7371845100797838,0.6055984447452173,0.7162143661683785,0.31050948588827143,0.5908098584325383,0.943599355904749"
88,"0.6514072166941659,0.5868246840927653,0.7799224252039157,0.6824349406671177,0.6924017090103601,0.8670146906367205,0.6728354096163008,0.7077580167891306,0.6505433200266919,0.6580020220253698"
89,"0.5529807496016226,0.6072515877661269,0.5422390900904542,0.8870102721416999,0.6291070162481891,0.6254502403998052,0.6659564184893746,0.9355558092112726,0.61953454560668,0.8552657713975347"
90,"0.7029013988046847,0.8865689574402442,0.17655032833373996,0.9941905637956916,0.5677221270767487,0.34981328056132166,0.6550044670044524,0.9766244565514238,0.4104820526792351,0.24474247940247695"
91,"0.4011188966114291,0.23198328024141046,0.4989393551271083,1.0440988087103749,0.5741939932384909,0.7686304544049264,0.5488770373733864,0.8199328444905138,0.671179723604979,0.9857359074477771"
92,"0.4262233217345427,0.46261280487895784,0.315903131043766,0.1423182901815494,0.9294286927920605,0.5743918784680987,0.38615335981289867,0.23044915591457382,0.3382182366477985,0.262029008017712"
93,"0.6538087237534167,0.6583645529392457,0.6554876628697883,0.7978857971612832,0.6702498481255191,0.6789513661073566,0.6848224270653933,0.7486063722594378,0.7705612290086661,0.7464256720151562"
94,"0.7324270687041285,0.622901959165523,0.47028526380008767,0.7980173090508859,0.8190827453530692,0.8071737225004667,0.5071953093595123,0.6032396209077213,0.17264368198410684,1.2183279797012334"
95,"0.4714413590878436,0.6605879541438763,0.604390666393534,0.9054986918800464,0.8439144086974089,0.5420053084314198,0.8425317713123469,0.6884139120018947,0.985017827616585,0.4770624700389205"
96,"0.6054915546268705,0.7227075416506157,0.5695742638416149,0.6223570948194951,0.6426517035664069,0.7197406746967392,0.7603683318042266,0.6935512777966948,0.7105701506806592,0.7877406866027362"
97,"0.822867828661718,0.7077320132674407,0.5579405204134427,0.7762569165733362,0.5837536915061823,0.7229070966112456,0.5917856275052449,0.7152404806964575,0.6220074196584955,0.602349462965628"
98,"0.8151531269062003,0.6437499383857593,0.23862708005382488,1.0358127673816582,0.8321672942837193,0.43876972461534514,0.2735676945617161,0.8301449648511272,0.42609576511907277,0.791294459081539"
99,"0.6643328864598002,0.510881933150779,0.8190992460543757,0.5464698153007426,0.3045092892390564,0.1318216821832534,0.09087632158562486,0.3826500378128309,0.3901651754501869,0.35025637984628066"
100,"0.6020238993460382,0.8819246580143937,0.7167720550992708,0.6487765699451606,0.9777436310841497,0.7206770828661538,0.7882078357830027,0.2594932604762491,0.10811794329028646,0.743555805964448"
101,"0.32334438029075685,0.8523064398650023,0.8615387806959413,0.678971633868757,0.3260441176279738,0.3759891474583378,0.598534621901924,0.6529682498557946,0.7796459643365677,0.44147146775429014"
102,"0.49005983158613553,0.5699878551849992,0.7724339923490439,0.9204453357782963,0.4021607856162886,0.7838053188540031,0.6816602877727637,1.01910311425355,0.5378731222207045,0.5024525358530393"
103,"0.4227135988547688,0.05514613528844914,0.8124783730357162,0.1853440515740732,0.8764755435589008,0.1528480468658131,0.6195567267050192,0.15801631804588567,0.9480451769465363,0.8718815639126779"
104,"0.6607303777778124,0.5613800716516861,0.42455522232098064,0.7193811453648163,0.7387103640648744,0.7281001651673839,0.457470828661491,0.5438048822341611,0.15585770762278056,1.0990671153372702"
105,"0.009611634152199677,0.14320139497686923,0.5132735740022644,0.41379208043971427,0.1807659058351052,0.39571167388181516,0.7930455627292476,0.9830384029508713,0.884863784731221,0.8557131906006292"
106,"0.19151493532628835,0.7804439013191296,0.9475646208847925,0.75781263386682,0.43490288871939353,1.0300662176262396,0.027154497463079224,0.8516157549993661,0.6917228637158986,0.6061573475007688"
107,"0.4556695378470746,1.0510487951752212,0.3908921286307604,0.7694410706930055,0.5258836654220183,0.5040926197604195,0.5819974338462744,0.934235355583855,0.9385707151238192,0.5193562689207342"
108,"0.730670483607593,0.6582588608334655,0.7998298953696727,0.7700059118646895,0.7172711380872047,0.6806842356460419,0.6759215394961793,0.7037980386597212,0.5922603932154391,0.6202113001082332"
109,"0.3456514689045772,0.24286464999930846,0.5800578574064034,0.07235855681327485,0.46800059927202664,0.7156189839041859,0.03231864695676645,0.7612091045270883,0.9598680658360315,0.44967706339105684"
110,"0.5585933606420965,0.6634844093704437,0.6552931299092914,0.5801604625298731,0.7018644410493187,0.8616316257579747,0.6264167824636209,0.7405989686583138,0.6717691640329173,0.7412397556342797"
111,"0.6429927287344792,0.6796789673651953,0.6812662685772969,0.6237877105358762,0.706905597693652,0.8196045991153149,0.6045931628007674,0.7056702237649846,0.7099027874020337,0.7346263822037838"
112,"0.7538104475568165,0.9236472088786071,0.5002287003136104,0.4115735860953247,0.624020255049483,0.450204441740804,0.7339870039434733,0.5071617920605901,0.09137459295412376,0.2661750260100797"
113,"0.6876054397290953,0.6570605837484387,0.7202550518542964,0.46149521469094595,0.7226203379477512,0.9466561040835706,0.4570950693468569,0.9677431346946439,0.6523769206802554,0.6035959882877598"
114,"0.5675113704220175,1.0580540914778116,0.3524052474457958,0.6607756694917392,0.8626868702713116,0.5427723541495659,0.7325768466622335,0.7647900089266465,0.49754911405272184,0.6909426903930369"
115,"0.778720711455334,0.6793972984370236,0.47795515255561766,0.7613546842383156,0.4081612991419288,0.7219603977426237,0.9787934443696351,0.6884937771273394,0.6942624269543466,0.3531575135870247"
116,"0.5295636178766626,0.9269373304122435,0.856442558443942,0.524886989094466,0.21694857689245262,0.9567366894627762,0.9205691108367802,0.5757963567025786,0.3039553280199676,0.5028130630802246"
117,"1.0595853736782352,0.4916187953987694,0.760277481459147,0.21070807802304586,0.9250009623173002,0.35162162233151456,0.39492292234398735,0.7176027366793979,0.5954168240368571,0.8823082156857318"
118,"0.6731574108369854,0.6273223643152489,0.7560100244941267,0.6415167130110067,0.6766634605764245,0.8605541781556926,0.6299558508905919,0.7146276634090454,0.6699352208257118,0.663668961731395"
119,"0.15520143025519662,0.3730841841417778,0.10163079686774745,0.9205272617444895,0.7500407453577959,0.27005938887141634,0.01917276254745115,0.8257503234814259,0.6268063154567304,0.23708826605530986"
