,item_embed
10,"0.2607316215217803,0.3107625790509405,0.11431256097492035,0.32589259652472624,0.7246205679114555,0.4568927715273366,0.2360602847441166,0.4917969755528215,0.37631362335688945,0.6759547670428596,0.5466112179490047,0.42931240568470946,0.6505551228104418,0.2169535981876416,0.11362135760561398,0.1865953490609921,0.740008704220454,0.3603028548753254,0.4770867098498144,0.43041985636928454,0.7034886481643499,0.5311233166382041,0.6622103432801967,0.3856849601275273,0.4664203314641356"
11,"0.4060991749441222,0.484164321994594,0.11051790811470613,0.23896819613555326,0.3193757033868525,0.4895460055810012,0.09177469524125276,-0.15433673672198606,0.5788357465884321,-0.011095602954948526,0.29511588218567775,0.2975954407673785,0.33696748544376304,0.5418141125031039,0.24982513874251533,0.4960865513230539,0.16319681039597453,0.19216295243114553,0.6512870198489846,-0.2570691175977774,0.47209209966731397,0.7489711797713443,0.68906091700271,0.4439987740654077,0.11564937453338053"
12,"0.48240734986935346,0.3927905397879783,0.48597868057426524,-0.024475603183693878,0.3060911212320509,0.0541848694713147,0.21768274998893844,0.19287300307517483,0.583843236948608,0.5333664698886531,0.366523709277099,0.23177784960795736,0.26361361065210076,0.2016644571333283,0.3438508256020614,-0.09366676086091441,0.3471680589834723,0.17557255840825317,0.4983135586097872,0.32051820914096046,0.6723955640555233,0.4900557974437224,0.5173635474297156,0.4552692599431241,0.4587968394926678"
13,"0.22401711754974007,0.42181499998530475,0.580913169443589,0.4778093194451817,0.5979282216142184,0.5379400021987205,0.11141311781969752,0.20021848368922826,0.4550663473852512,0.3551241576961791,0.3179719497126108,0.30369109454178783,0.5026161973612033,0.3351014662796386,0.4118198265529566,0.3377593002843412,0.30242260208515775,0.4706021843429611,0.14201526304237413,0.509497581178403,0.4687196487698761,0.35392696157384973,0.3840073110233025,0.29242053241094473,0.3886403831744993"
14,"0.1680070729845771,1.0086897606569367,0.10383317224105164,0.5615412550792088,0.11415999309452071,0.45238425240583,0.3518867241377383,0.4482990932465275,0.11195883161343188,0.4403294120660885,0.5856989592093795,0.4840848376077608,0.6684188699965331,0.5939882417761135,0.12637500360218734,0.42781177657746533,0.3532580416217554,0.5852781716613719,0.740442622805528,0.027426869321970346,0.25660987093910026,0.5478039229151487,0.23452095436646617,0.1759569944782954,0.4321757463113438"
15,"0.44703946853289306,0.42046269361590827,0.19088943202450845,0.3223904957864913,0.45498583653795394,0.43267600923137584,0.4896522235051388,0.8350155250544937,0.3490505160956361,0.04867478278769866,0.04131691613296765,0.15440300566474424,0.6439740272102844,0.5513085814862091,0.6995796399963516,0.26326388581092236,0.17327901398480813,0.5355247264221521,0.4208584195066462,0.4069535838324091,0.562848122997134,0.2103932568122451,0.026367064943439288,0.6215948443792799,-0.07286778278682314"
16,"0.3802695179187424,0.35819199296970833,0.047734076480821355,0.31207485103605365,0.34887049348054655,0.5644851741722247,0.2309036746042659,-0.0020377067305971087,0.6445197384890741,0.14886565725155007,0.309199737262444,0.3124249920649076,0.4219085680001044,0.5425233703132843,0.2668628852622821,0.47984086170710927,0.20581480400124197,0.3664557066150941,0.5710213184559341,-0.07345777860151845,0.4457297350954154,0.5628704400261071,0.5805034358794473,0.3981947816174417,0.2573982149981129"
17,"0.6261909493772888,0.5494872884833764,0.4114711343787877,0.47086666599395655,0.4363127491592022,0.6014247734902586,0.2154516005828417,0.6057128544250885,0.35767797067382556,0.4069120640876099,0.5890297597485777,0.2443822553018241,0.268023113950473,0.3412538986598357,0.3502109599084843,0.34506421057333697,0.44430930513095684,0.34423922118454,0.3552358648310972,0.4067433710492986,0.43152055093774877,0.31125698417364606,0.4262626143330301,0.6066499374697115,0.39635630587850007"
18,"0.2757004587915054,0.3581789859104127,0.020388680406461676,0.5672744626573186,-0.010093333770909032,0.3778090697238622,0.2888661555753022,0.5098657731632141,0.21610998574291412,0.6020576156753017,-0.19539353387164282,0.2705034226288625,0.42695193340352894,0.5424281965967888,0.2974070661261015,0.4271719470073066,0.8563353345033241,0.2948841046902109,0.615258127735227,0.4184622290457531,0.3923225781109144,0.6793837233231008,0.21689188938900164,0.44852434400536184,0.7800856417487932"
19,"0.3537872140098914,0.21016631407979847,0.29031140596541444,0.28997693354573356,0.1668750884948212,0.3403280552725462,0.2356527648057154,0.3966181089979503,0.34895028334451267,0.19291991816670162,0.32929437178932724,0.2309230808566053,0.3960978264875654,0.3778039636440904,0.3887792283867947,0.12410330401018235,0.2998935654289824,0.42026278149336227,0.3323540323105089,0.31470219023217705,0.21338833358671777,0.11716310920191998,0.19535215763577168,0.312940365503565,0.13531319331433553"
20,"0.6808822455106641,0.3127857302646551,0.8201718535131051,-0.2728862111934785,0.38873954367809666,-0.11612016297709293,0.06526887899272092,0.111000881933514,0.7498896867345586,0.6310746112631902,0.44380650566802654,0.22564629830153546,0.07409462687143636,0.023241123581897574,0.41363435775714974,-0.2424389023938864,0.44058140210434615,0.003754420905660567,0.29579015699602523,0.5063598412225522,0.7647936874638198,0.5491884371815231,0.640015131300943,0.5930902788534675,0.37533113561043085"
21,"0.3252435609299231,0.31807112934494003,0.5562743463795116,0.5712914059197753,0.41665414009053725,0.40575981820274976,0.4973141171378718,0.5930472583984712,0.47451889597485947,0.2625183695549409,0.2643866080660414,0.610158435525358,0.136152688137567,0.10658807683765817,0.6582326858911366,0.2124758671879649,0.7247917097978113,0.40913212640098406,0.35883165049516735,0.3056318649883657,0.3359656995799286,0.3081879857715232,0.10982408673079659,0.38371758867341427,0.4552310267543573"
22,"0.24463239508118526,1.099200125659409,0.21598377893882378,0.6327420979525888,0.14641446586396129,0.49388974175129857,0.3172853596317554,0.43043639307893755,0.010687884335636604,0.3118152484645169,0.5587135941100534,0.5127887735970091,0.5095042235836131,0.5576181371058183,0.14624563251904224,0.5336624219339373,0.37575714603911503,0.43282238329834094,0.6996151178830167,-0.08008889665237882,0.2938298953800868,0.7044399994105184,0.37496372439755354,0.23333070902062675,0.3141553579688208"
23,"0.2567589756347479,0.6043536192949636,0.21283929756781106,0.48445577932171774,0.1522684460563807,0.31439180738368544,0.2495059231495281,0.5123202505435791,0.2590398625527425,0.32866369147043345,0.4806218580411538,0.33993839715767526,0.5793558007018825,0.5488812275619893,0.25881288325980123,0.2459846288175174,0.2537244198181272,0.5248368161605731,0.4535761895720773,0.23484487614793106,0.2931480066617832,0.34864568937854556,0.30007952362247275,0.4042447794643858,0.2790274457040081"
24,"0.40798356760869275,-0.08146057468497638,0.9840082021204853,-0.12269771263094757,0.7726235889567152,1.0021900023264592,0.2345275395455225,0.4836215754530361,-0.253236948596332,0.29706616982853623,-0.38017335311749406,0.58970607430216,0.16612468217041595,-0.24860565223434597,0.4728796056900049,-0.15510882703180898,0.14634731380447144,0.15598560639979384,-0.21529801752737004,0.16637892165508042,0.4944382728051604,0.2671454180264202,-0.03546008240470817,1.0748715071129011,0.1849354360199312"
25,"0.3624025520155853,0.5435315610628906,0.5173162387643474,0.4208427238346968,0.43795792960437735,0.2319081701809713,0.3480802610644973,0.2734795132891642,0.53416962753244,0.2664929871516155,0.3307282000232995,0.44981188388995186,0.18220404578643698,0.6481386777541661,0.4103567117316847,0.7617845749901484,0.6505586381617992,0.5489355812094957,0.6114816369403427,0.5972402390856891,0.7508064774462454,0.5886218075201722,0.360133861709714,0.30300457978850515,0.5303691069752664"
26,"0.6247995524318716,0.5522603675597417,0.40835300012374226,0.4666466744254222,0.4336601340593529,0.6002285308083982,0.2171813346874876,0.6047476063680669,0.3542437082355114,0.41129037862983026,0.5875235788448406,0.24138434401708553,0.2713847757061553,0.3456179757819461,0.34896658261427427,0.3485565448288445,0.44192495499768153,0.3502349720257899,0.35161288785405714,0.40266008622697824,0.43347512574568736,0.3136058849749093,0.4278631346695024,0.6067733038061733,0.3961022728313599"
27,"0.7852551113530449,0.31386347642359885,0.5609936850019975,0.649254993245376,1.009928529912224,0.32342210733773114,0.651469043780239,0.41722818754684726,0.18255094562284074,0.3245049643592534,-0.33083514278207576,0.6590442038495744,0.5072850307453876,-0.11395095825184359,-0.11252348850373899,0.6982417191388389,0.12818967336237103,0.43061206774142013,0.10501410016821895,0.5058182769113915,0.18116721100176428,-0.27864822140442425,0.19310949633448343,0.6031252237329567,0.2729950070651875"
28,"0.28780020566443165,0.42235689046474967,0.31443048831749915,0.3259987196115468,0.42137739536629903,0.7269633935864368,0.24169123682344992,0.5913025458552381,0.5858974429962494,0.7021972109257527,0.12069723569605845,0.42572525522431454,0.030936391799896844,0.36892690299780967,0.562362390796357,0.3346869698442383,0.6543811270652938,0.4101874578120359,0.21098228900719165,0.38431615719119283,0.5066745756958412,0.5396641105140224,0.46907094379099956,0.3012844263401995,0.4057957726149057"
29,"-0.42936165837526097,0.0872281801276521,0.35549115861467395,0.220622382439164,0.5366151589834716,0.7416430842651007,1.059823091821939,-0.20666068166555135,1.0403950461396874,-0.22658491483805965,0.6440028919424685,-0.12567855047140908,0.6129277325134641,0.7181742643925159,0.29493206612932316,1.1954572878720904,0.4153396270580091,0.6599059279513662,0.4784674037103477,0.5745667567715391,0.250551115266662,0.566614310751759,-0.5328030587560059,-0.4353999057988881,-0.5480147505749166"
30,"0.39778772358439424,0.33244603324624933,0.13378845875318296,0.6182320969617733,0.5346790772873771,0.3907924748797782,0.3242027268466129,0.516668666300583,0.3179424311334861,0.6814230552960109,0.6495268918522061,0.1294464470397469,0.47697279155244265,0.7254247642252027,0.5063907261728227,0.3508859209338689,0.3784130267535326,0.654225926169694,0.2689002024172425,0.3090307577950874,0.35770023681890534,0.27001957341388594,0.5297117096822547,0.6303519674601727,0.2894396859099894"
31,"0.34752701973681277,0.4294262178589538,0.35486662444453765,0.6164647902534712,0.17438089787815964,0.4799674278862622,0.3078019430319889,0.14848672315784617,0.7348498788576405,0.5306582960694645,0.10518836245478325,0.08944771233981677,0.7612973161062438,0.753704340488908,0.4334078250306262,0.46560924427155864,0.7565942762773686,0.38523223987438604,0.4809061475408583,0.1954795596859845,0.8140520062756336,0.6274158893438131,0.41349840972464635,0.5222689793659675,0.3851969576435921"
32,"0.39328650602218956,0.7256239268873804,0.674820243661921,0.2953102976883431,0.4301180168786159,0.41168520980966633,0.5464015605554113,0.6085398058770232,0.34468255993575503,0.5742540681173731,0.44372439888405557,0.20342273518918555,0.7532496996432889,0.30057314594992196,0.43992448200008766,0.4760976516089923,0.20797998097014522,0.23924905747589628,0.7556891878018098,0.6005557593559994,0.16506862102714862,0.43926928658433284,0.6893854257739358,0.3273161923712156,0.4549760125555289"
33,"0.30730451850335005,0.5248002282364495,0.5615495426095074,0.3811854639388605,0.3698702849903948,0.5036075742755218,0.34311485857089935,0.4582007104036932,0.4696684306883485,0.4934722890696235,0.3492444649110871,0.28191300001150116,0.5616750879526368,0.5103543635858493,0.4517270463168088,0.4917573200097267,0.4791833358731585,0.28215167484537335,0.41823108407231163,0.49050212016498895,0.40349031391964246,0.408659356761494,0.28946528438840785,0.49684787132613756,0.4893543169671783"
34,"0.21769344166524862,0.3220950164705387,0.31242185008417284,0.2522631021370999,0.26803452935579225,0.13989331711397304,0.20980656212629425,0.16622720861679854,0.3204405029013488,0.16118934181566522,0.19757836406882298,0.2711669041272564,0.10886669701408987,0.3858074258519826,0.2498646170074387,0.45580931814821585,0.38776679424133415,0.32641976989501476,0.3642298184850783,0.35616619754911083,0.4504342108552216,0.35205111787126564,0.2157529528208722,0.18653383296721618,0.3229404344181907"
35,"0.38411860542390835,0.4373825496411918,0.497319635512284,0.6912689316376373,0.3444115005052383,0.4017484427658386,0.6113003901920112,0.47226941926525856,0.23954605830505168,0.4699056453235391,0.5637481533363472,0.4349475050944927,0.4333983253223946,0.6026374834378044,0.23777757966321492,0.18480313492687797,0.30047122381804636,0.344656590038311,0.5911805755796347,0.3110385240818094,0.4470658235532879,0.1418718623852504,0.5007513602463031,0.3558266072517225,0.6079950756494545"
36,"0.6415936381847916,0.4660876954420253,0.22498392959601066,0.26172399219789605,0.4317121923507879,0.26605997843408613,0.5836069764208611,0.31086297073468927,0.1804256924477177,0.3281381609132519,0.39533983091516567,0.3425232680877727,0.6476542452012607,0.3145171177905273,0.3591956061849904,0.4164004152092325,0.4195603232200947,0.4804468956717758,0.2704910615687622,0.6522505397883603,0.3177902285461983,0.3773139195150958,0.18172798276375352,0.2458652281172605,0.2660445878427989"
37,"0.6505573424169777,0.5366889424624326,0.45260653190668393,0.3569231100470224,0.3770768678348046,0.35889297100040035,0.5307511662050934,0.29968658292101097,0.43206274611975376,0.47822904588850185,0.6646569368825552,0.2515791141129732,0.38439323791857066,0.4567528571281852,0.40441333943043484,0.42465285186396845,0.42257483368537924,0.518203700569465,0.5640187410390272,0.227092011923873,0.5035053570846326,0.15447820375974455,0.27523245151573555,0.24291268294765114,0.17542984813428758"
38,"0.24794468831250294,0.9751901412377256,0.4946124095651123,0.6350925990827052,0.7654208445721868,0.4472058272449275,0.17535572678181865,0.15092957600776413,0.9013707198787443,0.9169155465666297,0.9345673116386742,0.5812233684277905,0.5872437777480293,0.07917021950324887,0.5570588580865916,0.09472259788193671,0.3732447407276416,0.4533010665874444,0.8581665440830439,0.7764963710806463,0.17543871703748648,0.7891552997340333,0.698314515307573,0.8460369778239661,0.03449025985537446"
39,"0.471810705233851,0.4509143178567106,0.4957038175370568,0.3927405612104248,0.31486251086892353,0.3551295186940469,0.5030940192003809,0.2668099824200029,0.5088340187966348,0.19787840412625332,0.23093234497492401,0.39802214987155354,0.1208401949401218,0.36549155131258226,0.48819099038507185,0.5194544257965652,0.28280336548578294,0.4998190795939023,0.5213920495337284,0.5547520729722336,0.2964670927776884,0.21606067198318699,0.24371035439284006,0.4284684382907249,0.40196529789723084"
40,"0.41683804805022423,0.3968167213760647,0.2499039196774914,0.4546346141467156,0.38657039670270504,0.3143829650599812,0.37764461502339486,0.4528865001353121,0.32576706729211924,0.29089328236897705,0.4032364056920904,0.3683014202906756,0.26131118040965323,0.29806940332425447,0.5021886541487564,0.48420003895485814,0.5862454317063049,0.40933912798586775,0.42529992559180246,0.3224114601462228,0.6845767470662395,0.4910954645163332,0.46321994967160085,0.5160169978320539,0.4714751918796634"
41,"0.3097276275488472,0.4529413848715337,0.6538648664245542,0.18491057720070284,0.4531395683795427,0.3653302508955971,0.5382869085502964,0.37408556554249955,0.3104743638590679,0.3914156267802082,0.4219660729700397,0.3549308562163403,0.5909540870461975,0.5636772677303152,0.5410453688074186,0.20986884899435898,0.5354158038541196,0.38115229145409135,0.263529532231464,0.2332490547807177,0.26757828750806534,0.33993099990844866,0.19444979871564952,0.2725157388980812,0.2150692653735459"
42,"0.36150419337868217,0.43072613872491033,0.599958031216989,0.4142798190880761,0.532517852604583,0.4323954762203864,0.3520933347173335,0.3970935327731206,0.5878185159490388,0.4223279037023628,0.4776046667482674,0.26578296649788563,0.3020099027362518,0.5750127897558801,0.6122616703568002,0.5066573419279252,0.3547015614669266,0.3321346360191449,0.42458725437735134,0.5603445228085985,0.2821334670992103,0.4419200587290258,0.32137781931154796,0.4322120940105629,0.2625201319729486"
43,"0.3903577029283839,0.7255891678879066,0.6777765161024405,0.29145531441409983,0.43354688903705735,0.40965578097087507,0.5494427876426894,0.6035331408781359,0.3427593302110653,0.5782152367053295,0.44138698107775926,0.20457134985988645,0.7536450750848006,0.3033943027985151,0.44043159044265257,0.4740457487001321,0.20937396804942712,0.2393292805419374,0.7550282603314248,0.596288027084306,0.16479525955830582,0.442618633301715,0.6845672710623946,0.3292576158977066,0.45704059688726134"
44,"0.6968383966069261,0.46467017558756296,0.20184026975332345,0.209270362566997,0.23815185459287674,0.3904937650009193,0.6102116967333885,0.428489109600489,0.65880056674785,0.24853930930921492,0.6074099044382594,0.6440044269008439,0.7215901615719632,0.27901621520572645,0.4836707900731325,0.6252238901543885,0.417404453235251,0.22552711645194803,0.2498823828575909,0.34633611049608126,0.5526085249461439,0.3633598583552372,0.6598548933931959,0.3192652482716609,0.3545695091864023"
45,"0.603255622292884,0.09555461642297114,0.056270938794395486,0.8162956268601073,0.44321157733370575,0.4718681864459515,0.7639569506998871,0.15616531781570642,0.7612592856247473,0.5289475717109507,0.35309863625193594,0.5955968179654298,0.9029717423328251,0.44359059502678977,0.9228888658457609,0.8927081962714795,0.7405941578749493,0.026661944991509978,0.8077797195309022,0.5286393271224402,0.49692134663026044,0.3598930856892709,0.9631696848833187,0.2024544690648521,0.09273605669645757"
46,"0.22460696228972796,0.19263893340668645,0.10744406929243301,0.16093780611281075,0.23113466595564586,0.21049837547294487,0.24703946371761376,0.4165802601452577,0.1797169104777499,0.0367377241570575,0.023668815301894297,0.08229974318319407,0.3083007307809218,0.2732842402074518,0.35155927234170326,0.13088840664636245,0.09984418079005856,0.2727708549570659,0.20281988153577987,0.2261600794970799,0.2885310550084589,0.10178503231403858,0.022421474705392495,0.30798505856160524,-0.014622982688242398"
47,"0.3142270563438326,0.43897686894976967,0.3189522845663159,0.2678962764381108,0.42727290132283535,0.5836362917035324,0.3673637104432573,0.595663365133333,0.0715450368829755,0.3387248358429655,0.5822000192755541,0.42291514342830755,0.2815952175454792,0.09713964783652132,0.514080459051784,0.3279461274404482,0.3940466282786515,0.349208822203911,0.3653842326615256,0.3435108882959346,0.21448610519669142,0.28231498161511537,0.409897568820884,0.37993204753857324,0.2412256053859833"
48,"0.3948943809941679,0.5428195341092272,0.3973133729934701,0.3376795710433213,0.5324261769942925,0.7286841332057855,0.45247338153554645,0.7490451607103475,0.08474707699392711,0.41801738611920114,0.731367389444051,0.5297906529134557,0.35460071296739953,0.1170619451272446,0.6405943735576834,0.40822112121580084,0.4910963301849958,0.43814722751686064,0.45624543341549284,0.4311013346263837,0.26856402169031274,0.3490814374656283,0.5145097793181624,0.481368096179533,0.30728354745969283"
49,"0.41427746522246545,0.3493372982175212,0.3200568225988901,0.3700904985379435,0.255202719604733,0.3156222004105745,0.4384726320048789,0.24242003766022235,0.313442927987211,0.4309697577168378,0.3397035424525581,0.4250532299667866,0.5325361848572049,0.37542260329295557,0.32001264438619076,0.4825473395847155,0.4069294920535302,0.2837264056064372,0.5916729391318178,0.4559147396767182,0.3766938805279916,0.4029464298475965,0.4584540643331617,0.3106527401267679,0.5969787191669268"
50,"0.15886320474663784,0.45503171308517226,0.40791408042617955,0.19497425264899146,0.395823298633696,0.2984675434464963,0.49891446355136915,0.33281625793841474,0.4290312147157139,0.36463884973948835,0.2429382263329845,0.5208286856455434,0.42834362975383233,0.36153999768384165,0.16240508275807514,0.3352193414792874,0.38360084253515003,0.3551402313243821,0.4630392817478834,0.32912789037155105,0.3641188418675348,0.36530699514606874,0.47439252457984127,0.4783672767800545,0.571210776739162"
51,"0.30629414637639363,0.02909829745561831,0.4898732925669173,0.2858082044028051,0.3010847657975991,0.4081971006842319,0.5244250390583839,0.13520236630179647,0.13152746998401982,0.11772594505416054,0.20991348330564671,0.42858998747947225,0.2848334080467709,0.5061183525310687,0.27035662452247994,0.0031357568735564563,0.33662852117889935,0.5693651562305548,0.283710546464305,0.5505487058305248,0.10304360490150566,0.31353879111610955,0.39560506550047747,0.2516825112322067,0.4688870215994088"
52,"0.25693084444878866,0.4296831797774943,0.432696220982636,0.3653309434273417,0.3592466232827458,0.25510649619648607,0.5561498194365645,0.33893089116021774,0.548969734630308,0.35910819011997447,0.4495183933732761,0.4024838368734059,0.4338898970918148,0.4210100161383963,0.4026893551183746,0.743490900203361,0.4840753794701971,0.3696586600152621,0.4834868874140042,0.5103431260785816,0.15344417354193712,0.33252529545964277,0.5203952504989916,0.3364909631032624,0.5409855482756178"
53,"0.21987972529006153,-0.06174301959538744,0.24906889672172472,0.20194486164413855,0.22542808689489555,0.09332525917755027,0.343214142424617,0.3970918583100225,0.21103359455756932,0.1570522612486584,0.06121589975055413,0.07255439992866768,-0.06551605412709112,0.08880313825239597,0.3168032965948168,0.1921486436761218,0.15596299601916733,0.07473077900732196,-0.026071822924815996,0.325595927107471,0.24251964408487758,0.19819950655905394,0.2816611446669224,0.24571285415692812,0.14509069918390463"
54,"0.40766544109043057,0.2329557560652208,0.49385422462285455,0.5000123127092223,0.6963680820167379,0.2695836769795672,0.3087308731746685,0.28989284202112825,0.6049206187058821,0.2905432891924924,0.4629960540685396,0.10503953784258947,0.40938864025328103,0.3093411349551218,0.126518901789734,0.30445265768727076,0.38560168288816987,0.5658283679135357,0.39087326231021824,0.3151589813822421,0.2502150613371124,0.26240329625900916,0.5156620582540505,0.383390074442132,0.47499349554938614"
55,"0.5936994308830973,0.12377034209981197,0.42669946479396176,0.5025140702952668,0.3793879928080724,0.4182451184032506,0.525006248854248,0.42434185590338525,0.3413829200256847,0.3837579884264138,0.4057853986482887,0.3891172513318546,0.409989150021828,0.6247341718332056,0.4769316839898116,0.1425662593472005,0.38335629284907285,0.6745772246649033,0.2376701660997301,0.5409225364490065,0.3180421813397151,0.2849593456109926,0.7177846360957509,0.34046034461121427,0.3693884466317899"
56,"0.7879649692391647,0.5605618942458617,0.4169731330657893,0.5130101138158559,0.8962580637463511,0.6153889395437552,0.49271899526431695,0.8152885464730014,0.22025746053922257,0.6208378866779141,0.3036232997667011,0.24204309785692024,0.07551783307153304,0.9910243404571211,0.34429783415740445,0.850934342867776,0.04974990644568722,0.3033870765149488,0.13309172454194507,0.4492507090579636,0.4216476290827583,0.3599742449070886,0.7649093623034328,0.5547227934964479,0.7328526643520326"
57,"0.2722469943445704,-0.14961115956513937,-0.01176684639057076,0.6394518048317686,0.09183369570882216,0.34233450241473257,0.5248750509355378,0.7629974613830228,-0.19027318343488217,0.2776354637095847,0.2562397068027828,0.3456996421023659,0.08586630767466602,0.32127091220451803,0.2823338901054091,0.36770387919404396,0.3751104415609842,0.13994135489053955,-0.0007208267896655937,0.12239364872752317,0.15448310913355742,0.21354157587755987,0.5924238943572775,-0.20751212933999588,0.48453068954042494"
58,"0.3008648973158078,0.4672058666307314,0.6207743971911115,0.5177952810693786,0.4966412377490238,0.5648630694011447,0.4060592004969368,0.47890532978647654,0.5180153834970208,0.3054198235193265,0.323896721609761,0.3377360546706064,0.5284543744517647,0.6293858243164351,0.49909277372908184,0.4257358931565972,0.5093425991589972,0.3439995482302794,0.3714218137116586,0.4359483507169744,0.35080726260155587,0.3987555496201407,0.2499490289919165,0.43405928470060723,0.30346709607901867"
59,"0.24562645553191542,0.24389856736552318,0.4165344596752516,0.4249485085419973,0.3171924215149954,0.30498566143261324,0.3749092838163825,0.4395580828927887,0.3529767680099931,0.1977644370601313,0.2003986199293706,0.45747674558203794,0.10301627079158257,0.07989190447027636,0.49501047285781413,0.15761937047930097,0.5446786167819936,0.31014288329390777,0.265732302209873,0.22623938323769374,0.25095295542024554,0.22845856271355752,0.0816346026808462,0.287735166069373,0.34217492354319035"
60,"0.5431454552840753,0.3942480114973037,0.4127008049705667,0.1846110926105658,0.22268484690398388,0.39727488159401636,0.4973032568235902,0.4207161981903292,0.18307154067364753,0.4879954412867498,0.28008569157919716,0.2678525465884906,0.3306011101242922,0.46513175344496727,0.3273547253913494,0.6342074097701462,0.3419732406909787,0.4477662076205303,0.25638594563924766,0.26215876842391556,0.6053736725476708,0.287528569330381,0.30042076448551097,0.5080272323538976,0.4440276422179598"
