,words
100,"-0.5743744969367981,-0.3773212134838104,-2.10619854927063,1.1891952753067017,0.46849745512008667,-1.052754282951355,1.3897391557693481,0.48109686374664307,0.19799433648586273,0.3841254711151123"
101,"-0.6171475648880005,-0.4924405813217163,-0.042128875851631165,-0.26205021142959595,-0.5591499209403992,-1.088773488998413,0.6407365798950195,-0.672036349773407,0.5066604614257812,2.5863304138183594"
102,"-1.4085010290145874,1.2330996990203857,-0.9040597677230835,-0.004222601652145386,0.6042687892913818,-1.1336464881896973,0.778874397277832,-1.1287091970443726,0.6492214202880859,1.3136749267578125"
103,"-0.8026797771453857,0.4262767732143402,-2.0240983963012695,0.3943665325641632,0.5026950240135193,-0.44966697692871094,-0.5966978073120117,-0.2828504145145416,1.5124975442886353,1.320157766342163"
104,"-1.0433955192565918,0.7573027610778809,-1.0910818576812744,0.17433799803256989,-0.2407539337873459,0.08636251837015152,-1.0123826265335083,-0.5940349102020264,0.6811704039573669,2.282475471496582"
105,"-0.5875161290168762,0.0431678369641304,-0.5591830611228943,0.6267932653427124,0.05239167809486389,-2.257441282272339,0.2702442705631256,-0.2892846465110779,1.499740719795227,1.201087474822998"
106,"-1.7740364074707031,0.13158507645130157,-1.1400527954101562,0.38450875878334045,1.33197021484375,-0.8510258197784424,1.0262598991394043,-0.5093652606010437,1.246229648590088,0.15392674505710602"
107,"-1.268646478652954,0.5315638184547424,-0.7521426677703857,-1.0413296222686768,1.1059964895248413,-1.5800459384918213,0.7256854176521301,0.3675844073295593,1.3090096712112427,0.6023251414299011"
108,"0.35890787839889526,1.0464529991149902,-1.8860456943511963,1.262380599975586,-1.0727894306182861,-0.7664139270782471,-0.21024875342845917,-0.4978983402252197,1.0172333717346191,0.7484214901924133"
109,"-0.08956655859947205,-0.16287466883659363,-1.8048217296600342,2.35056209564209,-0.5164163112640381,-0.19686216115951538,-0.646204948425293,0.23328948020935059,0.24537299573421478,0.587522029876709"
110,"-0.5315290093421936,-0.5162873268127441,-1.8943603038787842,2.1565423011779785,0.5095666646957397,-0.5666936039924622,0.22913536429405212,0.04966804385185242,-0.17451584339141846,0.7384737730026245"
111,"-1.7434813976287842,0.8835427165031433,-0.7815968990325928,0.7982457280158997,0.6215731501579285,-1.040302038192749,0.22888031601905823,-0.7731021642684937,0.1344987452030182,1.6717422008514404"
112,"-1.0985376834869385,-0.36180877685546875,-0.8197433352470398,-0.14446841180324554,0.8492140173912048,-0.27715420722961426,-0.03472986817359924,-0.9643259048461914,0.383047491312027,2.4685068130493164"
113,"-0.821710467338562,0.8874223232269287,-0.5196405649185181,0.5864432454109192,-0.34581080079078674,-1.7141697406768799,-0.822700023651123,-0.10377058386802673,1.6563535928726196,1.1975829601287842"
114,"-0.3727339804172516,0.9472149014472961,-2.1697678565979004,1.2368991374969482,1.252819299697876,-0.5155407190322876,0.577775776386261,-0.693803071975708,0.011590644717216492,-0.2744542956352234"
115,"-1.1099638938903809,-0.2082226574420929,-0.7647238969802856,-0.17624720931053162,0.9781008958816528,-1.854519248008728,0.09177273511886597,0.4552382826805115,1.0233995914459229,1.565165638923645"
116,"0.06879077851772308,0.10284736752510071,-0.6409457325935364,-0.2102222442626953,0.11435458064079285,-0.44044482707977295,-0.594874382019043,-1.7924100160598755,1.6934397220611572,1.6994649171829224"
117,"-1.143538236618042,-0.7693821787834167,0.3876509666442871,0.9491708278656006,0.033918559551239014,-1.9919099807739258,0.18840830028057098,-0.03586786985397339,1.5129384994506836,0.8686110377311707"
118,"0.013026967644691467,-1.5734210014343262,-0.607013463973999,0.8098422884941101,0.6612185835838318,-1.836854100227356,-0.025753051042556763,0.38791629672050476,1.3861092329025269,0.7849283218383789"
119,"-0.683523952960968,0.4130195081233978,-1.8430896997451782,0.6498734354972839,2.0343313217163086,-0.4206234812736511,0.16568629443645477,-0.9836965799331665,0.2662983238697052,0.40172475576400757"
120,"-1.0329991579055786,-1.427181601524353,-1.0845460891723633,0.04390570521354675,-0.06838095933198929,0.43101242184638977,1.1681773662567139,-0.552253007888794,0.6793995499610901,1.842866063117981"
121,"-1.9462977647781372,-0.4026924967765808,-0.004286408424377441,0.8298650979995728,0.23221105337142944,-1.2405611276626587,-0.16942685842514038,1.259932041168213,-0.025481224060058594,1.4667376279830933"
122,"-0.9343968629837036,0.4687528610229492,-1.875841736793518,0.5800457000732422,0.7679029107093811,-0.8062469959259033,0.8775008916854858,-1.0310927629470825,0.7880868911743164,1.1652891635894775"
123,"-0.5123075246810913,0.7616041898727417,-0.6118593811988831,0.33521613478660583,1.5472561120986938,-1.985487937927246,-0.09864871203899384,-0.4761243760585785,-0.3621287941932678,1.4024803638458252"
124,"-0.7501881122589111,0.638864278793335,-0.7484074831008911,0.7951928377151489,-0.9940552711486816,-0.8285185098648071,0.6507949829101562,-0.5044622421264648,-0.5382946729660034,2.279074192047119"
125,"-0.8299192190170288,1.4305003881454468,-0.6798392534255981,0.35118579864501953,0.7525373697280884,-0.9125834703445435,-0.13951055705547333,-1.8316912651062012,0.6320874691009521,1.227232575416565"
126,"-0.5992943048477173,0.46490609645843506,-0.2615990936756134,-0.917141318321228,0.5801551938056946,-0.21166980266571045,-0.8968548774719238,-0.788615345954895,0.04057050496339798,2.589543104171753"
127,"-0.4392356276512146,0.3010160028934479,-2.1980204582214355,1.3420133590698242,0.2042335867881775,-0.8465684652328491,0.05197250843048096,-0.45020759105682373,1.1757302284240723,0.859066367149353"
128,"-1.1719093322753906,0.36119455099105835,1.6386204957962036,0.3833962678909302,0.006622627377510071,0.3065197765827179,0.06825275719165802,-1.785684585571289,-0.9893425107002258,1.1823301315307617"
129,"-0.695264995098114,0.9031224846839905,-0.37615078687667847,-0.4954526722431183,-0.7221959829330444,-0.06348291039466858,-0.7952971458435059,-1.1342755556106567,1.4062838554382324,1.9727141857147217"
130,"-0.27825620770454407,-0.5411994457244873,-1.9957189559936523,0.8637725114822388,0.5985879898071289,-0.31239619851112366,0.34217584133148193,-1.1210013628005981,1.0166969299316406,1.4273390769958496"
131,"-1.0927324295043945,1.452763557434082,-0.5083655714988708,-0.43925026059150696,-0.062137432396411896,-1.2761306762695312,-0.8065896034240723,-0.07115929573774338,1.5154986381530762,1.2881035804748535"
132,"0.041553713381290436,1.1998684406280518,-1.169055700302124,0.24638044834136963,0.5968425273895264,-2.228954553604126,0.3995342552661896,-0.42654579877853394,0.13783703744411469,1.2025396823883057"
133,"0.14620086550712585,0.19425389170646667,-1.509128212928772,0.23878057301044464,0.7388787269592285,-1.4775985479354858,-0.7348902225494385,-0.4649091064929962,1.3751354217529297,1.493276834487915"
134,"-1.7416400909423828,-0.42983150482177734,-0.24539297819137573,0.7999365329742432,0.1799461543560028,-0.36994606256484985,-0.722751796245575,-0.6103724837303162,1.7793357372283936,1.3607168197631836"
135,"0.3090170621871948,-0.7171739339828491,-0.8425688743591309,0.2322256714105606,-0.080119788646698,-1.6446211338043213,-0.24127256870269775,-0.26635515689849854,2.126340866088867,1.1245276927947998"
136,"0.10180363059043884,-0.3123912215232849,-1.435072898864746,1.0604194402694702,0.40876275300979614,-1.143676519393921,-0.9091703295707703,-0.6084808111190796,1.349804162979126,1.488001823425293"
137,"-1.2890522480010986,-0.4745287597179413,-1.4355807304382324,0.17867764830589294,1.103961706161499,-1.1956318616867065,1.2856550216674805,0.4780323803424835,1.2133938074111938,0.13507282733917236"
138,"-0.5210832357406616,0.18340112268924713,0.057296186685562134,0.8205463290214539,0.26878470182418823,-2.1418087482452393,-0.40076345205307007,-0.548753559589386,0.33737632632255554,1.9450047016143799"
139,"0.19407039880752563,-1.086474061012268,0.3972339928150177,0.16153162717819214,-0.13129687309265137,-1.1557836532592773,-0.5767788887023926,-1.0589298009872437,1.1338917016983032,2.122535467147827"
140,"-1.086403489112854,1.1800446510314941,-0.27222204208374023,0.1835152506828308,0.6901283264160156,-1.7833786010742188,0.47343698143959045,-0.9405319690704346,-0.04213231801986694,1.5975430011749268"
141,"0.7139303684234619,0.42116817831993103,-1.2531309127807617,-0.06352521479129791,0.08262206614017487,-1.3631525039672852,1.198021650314331,-1.1490492820739746,-0.32286643981933594,1.735982060432434"
142,"-0.7462939620018005,0.8723692893981934,-1.6980209350585938,0.7886303067207336,0.21002936363220215,-0.7179901003837585,-1.1646826267242432,-0.05172911286354065,1.492295265197754,1.0153923034667969"
