,words
41,"-1.567247748374939,1.1324995756149292,-0.12657126784324646,-0.7366948127746582,2.249701976776123,0.0420134998857975,-0.7743987441062927,-0.09202618896961212,-0.17134205996990204,0.04406590759754181"
42,"-1.203978180885315,0.3917461037635803,-0.19069212675094604,-0.7512449622154236,1.8231863975524902,-0.19429661333560944,-1.6714617013931274,1.0379607677459717,0.008304750546813011,0.7504754662513733"
43,"-1.3305014371871948,0.6469789147377014,-0.0052331313490867615,-0.515559732913971,2.006338596343994,0.2183820605278015,-1.7586435079574585,0.2519894540309906,-0.0712575614452362,0.5575063228607178"
44,"-0.4842801094055176,0.7627111077308655,-0.3265170454978943,-1.7513667345046997,1.5681887865066528,1.3269320726394653,-0.5316358804702759,-0.5603752732276917,-0.7742061614990234,0.7705495953559875"
45,"-1.0193850994110107,1.5968677997589111,0.14494997262954712,-0.9830743670463562,1.2948813438415527,0.07069352269172668,-1.8756074905395508,0.14903487265110016,0.3753451108932495,0.24629437923431396"
46,"-1.8261816501617432,0.3987502157688141,0.033403024077415466,-0.8256158828735352,1.780385971069336,0.9948609471321106,-0.9105231761932373,-0.37216314673423767,-0.1011325791478157,0.8282164335250854"
47,"-1.1429312229156494,1.310677409172058,-0.45920518040657043,-0.416900634765625,1.9202677011489868,0.013634562492370605,-1.3851181268692017,-0.7098435163497925,0.6617660522460938,0.2076532244682312"
48,"-0.8749989867210388,1.4980394840240479,0.26876887679100037,-0.9776370525360107,1.9466501474380493,-0.09322866052389145,-0.6325462460517883,-1.0136045217514038,-0.6645327806472778,0.5430898666381836"
49,"-1.1099021434783936,1.5373209714889526,-0.25797489285469055,-0.847087025642395,0.7427902221679688,-0.5204106569290161,-1.4765353202819824,1.0034819841384888,-0.30395013093948364,1.2322667837142944"
50,"-1.173255443572998,1.648667573928833,-0.25200796127319336,-0.8827704191207886,1.7967140674591064,-0.17641471326351166,-0.8042627573013306,0.1040259450674057,0.615154504776001,-0.875851035118103"
51,"-0.7310165166854858,1.1437472105026245,-0.1277741938829422,-0.4674425721168518,2.0962395668029785,0.127456933259964,-1.6510642766952515,-0.3628835082054138,-0.585487961769104,0.5582252740859985"
52,"-2.272625207901001,1.3554192781448364,0.6726431250572205,-0.47626978158950806,0.5358020067214966,0.462491512298584,-1.2271902561187744,0.2403630167245865,0.32063019275665283,0.3887363076210022"
53,"-1.178088903427124,0.6523315906524658,0.04916277527809143,-0.38331350684165955,2.091888189315796,0.5126117467880249,-1.6984645128250122,0.17571516335010529,-0.5895261764526367,0.3676837384700775"
54,"-1.7970279455184937,1.0213871002197266,0.029930129647254944,-0.13597647845745087,1.6464837789535522,-0.001885250210762024,-1.2923691272735596,0.3402212858200073,-0.67779141664505,0.8670278787612915"
55,"-0.35058414936065674,1.3737753629684448,-0.6668643951416016,-0.6749520897865295,2.0864124298095703,-0.2662085294723511,-1.5678529739379883,-0.1480308175086975,-0.17786484956741333,0.3921701908111572"
56,"-0.9172460436820984,0.9304622411727905,-0.031847864389419556,-1.7838579416275024,1.0328692197799683,0.5415354371070862,-1.598491907119751,0.8316317200660706,0.5599757432937622,0.43496960401535034"
57,"-0.6969161629676819,0.7776356935501099,0.13151945173740387,-1.1617701053619385,2.146691083908081,0.16337314248085022,-1.4369596242904663,-0.09214358031749725,-0.5560348033905029,0.7246047258377075"
58,"-1.6613678932189941,0.46168816089630127,0.3708714246749878,-0.1607687622308731,1.9704545736312866,0.1479494273662567,-1.2516652345657349,-0.5289517045021057,-0.34485936164855957,0.9966493248939514"
59,"-1.2646952867507935,0.3510960042476654,-0.6238835453987122,-1.1140282154083252,1.6507436037063599,0.5479355454444885,-1.3437118530273438,0.4862462282180786,0.054609961807727814,1.2556877136230469"
60,"-1.672347903251648,0.9201856255531311,0.4403757154941559,-0.5036306977272034,1.950233817100525,0.14457282423973083,-0.9343502521514893,0.16814029216766357,-0.9817214608192444,0.4685421288013458"
61,"-1.1813387870788574,1.491065263748169,0.003905162215232849,-1.1030981540679932,1.5789517164230347,0.5880122780799866,-1.079679012298584,-0.05761108547449112,-0.8709506392478943,0.630743682384491"
62,"-0.28076666593551636,0.23171508312225342,-0.355969101190567,-0.7606796622276306,1.759041666984558,-0.46962854266166687,-1.9159491062164307,1.3439887762069702,-0.14305603504180908,0.5913036465644836"
63,"-0.30023911595344543,2.052356243133545,-0.3398887515068054,-1.4198535680770874,1.5687036514282227,-0.14735355973243713,-0.391208291053772,-0.6748196482658386,-0.6291877627372742,0.2814907431602478"
64,"-0.011144004762172699,2.056743621826172,-0.13589119911193848,-1.4551875591278076,1.0007855892181396,0.5402802228927612,-1.4592514038085938,-0.2694523334503174,-0.3598143458366394,0.09293176233768463"
65,"-0.39771556854248047,1.2397228479385376,0.10757854580879211,-0.6086407899856567,1.844860315322876,0.5281082987785339,-1.7727538347244263,-0.6631419658660889,-0.6955104470252991,0.41749250888824463"
66,"-1.0079087018966675,1.0100840330123901,-0.7421859502792358,-1.0308724641799927,1.9380931854248047,0.6026000380516052,-1.1158509254455566,-0.6766071319580078,0.4607935845851898,0.561854362487793"
67,"-1.5887507200241089,0.8811765313148499,-0.26689112186431885,-0.8281940221786499,1.9940720796585083,0.8161481022834778,-0.6033672094345093,-0.1325823962688446,-0.799608051776886,0.5279969573020935"
68,"-1.7007826566696167,0.18320347368717194,-0.13991791009902954,-0.7924283742904663,2.0794498920440674,0.2128804624080658,-1.0004819631576538,0.34176144003868103,-0.14222055673599243,0.9585363268852234"
69,"-1.8797649145126343,0.946000337600708,-0.3496686518192291,-0.1766783595085144,1.7332501411437988,0.773627519607544,-0.9334236979484558,-0.8124104738235474,0.4904867708683014,0.20858147740364075"
70,"-1.765842080116272,0.1420074999332428,0.19937534630298615,-1.0783088207244873,2.238971471786499,0.6620877981185913,-0.14251694083213806,-0.17639756202697754,-0.3164207339286804,0.23704427480697632"
71,"-0.5025624632835388,2.384615659713745,-0.09814029186964035,-1.3606383800506592,0.7467054128646851,-0.05236984044313431,-0.9272457957267761,-0.007693863473832607,-0.7090604305267334,0.5263901352882385"
72,"-0.6755236387252808,1.0600194931030273,-0.7413346767425537,-0.6960686445236206,1.5018078088760376,0.38832372426986694,-1.6740373373031616,1.416505217552185,-0.25291872024536133,-0.326773464679718"
73,"-1.5961741209030151,0.7750192880630493,0.14350658655166626,-0.6503925919532776,1.461297631263733,0.15177270770072937,-1.824518084526062,0.28027382493019104,0.786544680595398,0.47266992926597595"
74,"-0.557473361492157,0.5681844353675842,0.3946179151535034,-1.26449716091156,2.334575891494751,0.14622199535369873,-1.2940258979797363,-0.09562703967094421,-0.5793915390968323,0.347415030002594"
75,"-0.7192608714103699,1.3525893688201904,0.23509983718395233,-1.2687933444976807,1.7293450832366943,0.21404214203357697,-1.5553028583526611,-0.5839594006538391,0.3812558650970459,0.21498410403728485"
76,"-1.1652791500091553,1.742558479309082,0.8300133347511292,-1.2250645160675049,1.3848016262054443,-0.3870384097099304,-0.9369261860847473,-0.2998814582824707,0.46371597051620483,-0.4068998694419861"
77,"-0.8135603666305542,1.537857174873352,0.23924954235553741,-1.7532119750976562,0.7711074352264404,0.2815375328063965,-1.5972983837127686,0.5673462152481079,0.4035356342792511,0.3634372651576996"
78,"-1.9914896488189697,0.814544677734375,0.4351283609867096,-0.5433005690574646,1.6345584392547607,0.27777886390686035,-1.2695565223693848,0.30542707443237305,-0.26465603709220886,0.6015651226043701"
79,"-0.9760811924934387,0.9807925224304199,-0.41627955436706543,-0.8303846120834351,1.9661173820495605,0.34207260608673096,-1.660704493522644,-0.29266536235809326,0.40705937147140503,0.4800732135772705"
80,"-0.511267900466919,2.4836723804473877,-0.08680588752031326,-1.034873604774475,0.6685621738433838,-0.10368605703115463,-0.8413187265396118,-0.48012247681617737,-0.7856321334838867,0.691472053527832"
81,"-1.413630485534668,1.5134613513946533,0.005046844482421875,-0.9836558103561401,1.453382134437561,0.18709170818328857,-1.4413270950317383,0.26435187458992004,-0.2181275188922882,0.633406937122345"
82,"-1.1996116638183594,1.6930630207061768,-0.08978447318077087,-0.8504681587219238,0.9305853843688965,-0.06436485052108765,-1.8267951011657715,0.6319147944450378,0.5546841621398926,0.22077679634094238"
83,"-1.198859453201294,0.9693107008934021,0.40784937143325806,-0.9177462458610535,2.130526304244995,-0.061961352825164795,-0.7512227892875671,-0.3344271779060364,-0.9480864405632019,0.7046171426773071"
84,"0.10224638879299164,1.2148323059082031,-0.5307775139808655,-0.6482074856758118,2.361999988555908,-0.2024364173412323,-1.137603998184204,0.13110218942165375,-0.7986702919006348,-0.4924854636192322"
85,"-0.5747794508934021,1.1969832181930542,-0.03341972827911377,-0.9453133344650269,2.106694459915161,-0.9224812388420105,-1.1184473037719727,0.017584577202796936,-0.4816296100616455,0.7548084259033203"
86,"-0.22945252060890198,0.6368499994277954,-0.44437175989151,0.023831807076931,2.4069736003875732,-0.9179290533065796,-0.489632785320282,-0.3059951364994049,-1.3752261400222778,0.6949520111083984"
87,"0.4501224756240845,0.41762709617614746,-0.593525230884552,-1.6238725185394287,1.6547225713729858,0.7360589504241943,-1.7023975849151611,-0.16964800655841827,0.21344952285289764,0.6174630522727966"
88,"-0.9226572513580322,1.5244008302688599,-0.6314083933830261,-1.0180301666259766,0.8649913668632507,0.08249666541814804,-1.8330379724502563,0.5129417181015015,0.7488910555839539,0.6714123487472534"
89,"-1.4034051895141602,0.41796427965164185,0.3847828209400177,-0.7558603286743164,1.9098762273788452,0.44419094920158386,-1.685485601425171,0.4066549241542816,-0.20978260040283203,0.4910644292831421"
90,"-0.5040985941886902,0.8651494979858398,-0.18926607072353363,-1.4564082622528076,1.9962635040283203,0.2526770532131195,-1.5043426752090454,0.18507452309131622,0.641779899597168,-0.28682899475097656"
91,"-0.0921221673488617,0.9006627202033997,-0.38910138607025146,-1.44363272190094,1.4621881246566772,-0.02005898952484131,-1.9507520198822021,0.15998688340187073,0.5579135417938232,0.81491619348526"
92,"-1.1395024061203003,1.6385170221328735,-0.44255292415618896,-1.4566107988357544,1.2857210636138916,0.3419760465621948,-1.1219321489334106,0.36160969734191895,0.7123193740844727,-0.17954491078853607"
93,"-0.5237377285957336,0.8570184111595154,-0.16015122830867767,-0.697178840637207,1.3287310600280762,0.2500908076763153,-2.3014309406280518,-0.06677043437957764,0.1628604233264923,1.1505683660507202"
94,"0.03289131820201874,1.448800802230835,-0.14038285613059998,-1.193075180053711,2.0272605419158936,0.12226594984531403,-0.8445653319358826,-1.0796489715576172,-0.6245273947715759,0.2509809136390686"
95,"-1.940926194190979,1.1466230154037476,-0.04187001287937164,-0.4386945366859436,1.7164831161499023,0.6297348737716675,-0.7941877841949463,-0.6679667234420776,0.5327705144882202,-0.14196638762950897"
96,"-1.2495381832122803,1.8647725582122803,-0.20815229415893555,-1.0911704301834106,1.085510492324829,0.3676503598690033,-1.0599462985992432,-0.2727569043636322,-0.4451650083065033,1.0087960958480835"
97,"-0.6991709470748901,1.0988103151321411,-0.35323193669319153,-0.55716872215271,1.9060922861099243,0.17778809368610382,-1.8807002305984497,0.695900559425354,-0.4254627227783203,0.03714315593242645"
98,"-0.09121885895729065,1.8533987998962402,-0.5164210200309753,0.08010085672140121,1.4414325952529907,-0.8088013529777527,-1.827736496925354,-0.3548973798751831,0.2850428819656372,-0.06090030074119568"
99,"-0.7990321516990662,0.7989199757575989,0.07807063311338425,-1.262108325958252,2.1918351650238037,0.17484022676944733,-1.2268970012664795,-0.3574067950248718,-0.3356609642505646,0.7374388575553894"
100,"-0.24209024012088776,1.2731565237045288,-0.08938043564558029,-1.212581992149353,0.7256481647491455,1.4727065563201904,-1.4827344417572021,0.2955951690673828,0.5205453038215637,-1.2608642578125"
101,"-0.11996512860059738,2.13623309135437,-0.24145826697349548,-0.9113312363624573,1.0931475162506104,-0.11890972405672073,-1.6554442644119263,-0.2307329773902893,0.5386140942573547,-0.49015331268310547"
102,"-1.8185813426971436,0.8041565418243408,0.4374203681945801,-1.1922457218170166,1.4344935417175293,0.7058279514312744,-1.1185308694839478,0.43550825119018555,-0.28439536690711975,0.5963465571403503"
103,"0.8911281228065491,1.681786298751831,-0.5455844402313232,-0.7213033437728882,0.046228040009737015,0.06474409997463226,-2.0524892807006836,-0.4934086799621582,1.0439283847808838,0.0849711000919342"
104,"-0.5794293880462646,-0.18828383088111877,0.8470258116722107,-1.1490470170974731,1.8371576070785522,0.8241949081420898,-1.7113983631134033,0.45922577381134033,0.24208097159862518,-0.5815266370773315"
105,"-0.5570813417434692,0.3730049729347229,-0.9107688665390015,0.22443968057632446,1.9002783298492432,-0.34798818826675415,-1.9381697177886963,-0.23622296750545502,0.8247632384300232,0.6677452325820923"
106,"0.18974851071834564,-0.7302643060684204,-0.9396471381187439,0.06160847097635269,1.8746960163116455,0.6019556522369385,-0.3123530447483063,1.0217959880828857,0.1070215255022049,-1.8745616674423218"
107,"-1.609171748161316,1.3530123233795166,-0.019095439463853836,-0.7791087627410889,0.8546399474143982,0.810657799243927,-1.6313353776931763,0.9468660354614258,0.1472429633140564,-0.07370755076408386"
108,"0.37850522994995117,-0.00781354308128357,0.6176222562789917,-1.612773060798645,1.216723918914795,1.1130818128585815,0.5781614184379578,0.3840436041355133,-1.0940086841583252,-1.573542833328247"
109,"-1.0554736852645874,0.3266233801841736,-0.08515298366546631,0.2691178023815155,0.9790914058685303,0.10383283346891403,-2.5071523189544678,0.33856165409088135,0.8016996383666992,0.8288522958755493"
110,"-1.0835707187652588,1.8896679878234863,-0.537979006767273,-1.1361311674118042,1.422454833984375,0.7252654433250427,-0.9002700448036194,-0.5371631979942322,-0.004485875368118286,0.1622115820646286"
111,"-0.3816554546356201,0.4057027995586395,0.13198113441467285,-1.2848607301712036,2.2104082107543945,-0.8285045623779297,-1.1430662870407104,0.5105394721031189,-0.4466039538383484,0.8260595202445984"
112,"-1.6376008987426758,1.3871692419052124,1.046636700630188,-1.194266676902771,1.4416477680206299,-0.17509153485298157,-0.24824091792106628,0.3477745056152344,-0.24727295339107513,-0.7207554578781128"
113,"-1.174854040145874,0.48956596851348877,1.4007223844528198,-0.4466073513031006,1.3534526824951172,0.7599853277206421,-1.220147728919983,0.7229580283164978,-1.0447983741760254,-0.8402769565582275"
114,"-0.2801976799964905,1.9259169101715088,-0.20388779044151306,-0.5689906477928162,0.11915368586778641,0.7886060476303101,-2.230475664138794,0.1097995936870575,-0.11802487820386887,0.45810046792030334"
115,"-0.5357351303100586,0.5049114227294922,1.3922654390335083,-1.5452766418457031,1.6524150371551514,0.4828125834465027,-0.6845318675041199,-0.2841959595680237,-1.2449721097946167,0.26230737566947937"
116,"-1.3947112560272217,0.7804829478263855,1.1465988159179688,-0.4669809937477112,0.9929884076118469,0.010045774281024933,-1.648462176322937,-0.7411713004112244,0.033265434205532074,1.2879443168640137"
117,"1.7662596702575684,1.0636382102966309,0.41829633712768555,-1.1500355005264282,0.13277335464954376,-0.3175894320011139,-1.9768428802490234,0.1491643190383911,-0.35831835865974426,0.2726549804210663"
118,"-0.951689600944519,1.8019447326660156,0.09975389391183853,-0.40671825408935547,1.4378679990768433,-0.13150295615196228,-1.2982732057571411,0.9092978835105896,-0.6672623753547668,-0.7934181094169617"
119,"-0.7604752779006958,1.6506141424179077,0.5665139555931091,-1.8865691423416138,0.6581947803497314,0.22710789740085602,-0.8237938284873962,1.1459441184997559,-0.2507815361022949,-0.5267550945281982"
120,"-0.12337057292461395,0.6368855237960815,0.32119691371917725,-1.6269993782043457,0.4420880079269409,-1.3620052337646484,-1.0887775421142578,0.12699154019355774,1.3654048442840576,1.3085860013961792"
121,"-0.47832608222961426,1.3257019519805908,0.89776211977005,-1.2518858909606934,1.2840291261672974,0.9178075194358826,-1.4693681001663208,0.1603492945432663,-0.648283839225769,-0.7377859354019165"
122,"-0.2800713777542114,-0.0458122119307518,-1.14285147190094,-1.4890339374542236,1.9548166990280151,0.2871839702129364,-0.5150660872459412,0.9054284691810608,-0.660171627998352,0.9855777621269226"
123,"0.2071123868227005,0.7944751381874084,-1.1722588539123535,0.3026129901409149,1.7892597913742065,0.057216182351112366,-1.8790861368179321,0.6931783556938171,0.009860530495643616,-0.8023703694343567"
124,"0.11624225974082947,0.17181196808815002,0.12246043235063553,-1.4903912544250488,1.447758436203003,0.5393661260604858,-2.077252149581909,0.9562515020370483,0.308727890253067,-0.09497516602277756"
125,"-0.021711483597755432,0.43988531827926636,0.2641662657260895,-1.955724835395813,0.3252215087413788,1.0284844636917114,-1.7645633220672607,0.05845728516578674,0.4198032319545746,1.2059816122055054"
126,"-2.084181070327759,0.7491281628608704,0.5236396193504333,0.19810795783996582,1.4436402320861816,1.0603549480438232,-0.6856626868247986,-0.8452271819114685,-0.5822610259056091,0.22246107459068298"
127,"0.12197230011224747,0.8168736100196838,-0.11950337886810303,0.8779658079147339,-0.8333133459091187,0.8857738375663757,0.9989701509475708,-0.6998538970947266,0.29216986894607544,-2.341054916381836"
128,"-1.4659128189086914,-0.8437256813049316,0.7541917562484741,-0.5671955347061157,1.5968189239501953,0.7474331855773926,-1.123547077178955,1.3139820098876953,-0.38813501596450806,-0.023909956216812134"
129,"-0.2881825864315033,-0.5135419368743896,0.05504428222775459,-0.8504254221916199,0.1897360384464264,-0.4734111726284027,-0.5789273381233215,2.824190139770508,-0.5624523758888245,0.1979701817035675"
130,"-0.8979582190513611,1.0774338245391846,1.0593003034591675,-1.139784336090088,1.7172468900680542,-0.22443917393684387,-1.5957238674163818,0.1914774626493454,-0.17006313800811768,-0.017489755526185036"
131,"-1.4157201051712036,-0.20179946720600128,-1.473719596862793,-0.458354115486145,0.7464340329170227,1.0634760856628418,-0.9366413950920105,1.2772890329360962,0.2537440359592438,1.1452915668487549"
132,"-1.746972918510437,1.2975289821624756,0.5851552486419678,-0.06554282456636429,1.4955922365188599,0.1524718701839447,-1.5372812747955322,-0.4392297863960266,-0.055530987679958344,0.3138096034526825"
133,"-0.060676876455545425,0.12986207008361816,0.25147777795791626,-1.7855957746505737,2.424168825149536,-0.35657772421836853,-0.5426011681556702,-0.07086710631847382,-0.45533961057662964,0.46614953875541687"
134,"-1.4614248275756836,0.19982728362083435,0.0009973347187042236,-0.5898162722587585,0.4514613747596741,2.201488733291626,0.004288680851459503,0.7716623544692993,-1.3299158811569214,-0.24856895208358765"
135,"0.9710590243339539,0.777197539806366,-0.8158131837844849,-0.16334831714630127,2.027364730834961,-1.2341727018356323,-0.806387186050415,0.45467787981033325,-1.1237300634384155,-0.08684779703617096"
136,"-2.485084295272827,0.8665781021118164,0.30970218777656555,-0.4807107746601105,1.2494430541992188,0.4618109464645386,0.6813626885414124,-0.05128016695380211,0.14410121738910675,-0.6959233283996582"
137,"-0.28351181745529175,1.5124714374542236,-0.3264685571193695,-0.7276645302772522,1.3334054946899414,-0.25655660033226013,-2.0001883506774902,0.058730676770210266,-0.32965901494026184,1.0194411277770996"
138,"-0.18553122878074646,0.33273935317993164,-1.0531611442565918,-1.3522157669067383,0.9697103500366211,1.4572319984436035,-1.665283203125,0.09100296348333359,0.9078455567359924,0.49766090512275696"
139,"-0.2221975326538086,1.7669321298599243,-1.1065378189086914,0.00496639683842659,1.299229383468628,-0.49113863706588745,-1.0189149379730225,0.39760586619377136,0.7527677416801453,-1.382712721824646"
140,"-0.11352850496768951,0.5629221200942993,0.3571515679359436,-1.1706733703613281,-1.4703149795532227,0.8969340920448303,-0.5229648351669312,-0.9175843000411987,0.39444416761398315,1.9836145639419556"
141,"-0.4204276204109192,1.6030993461608887,-0.3253203332424164,-0.9565120935440063,0.8620755076408386,0.6869238615036011,-1.899163842201233,1.0853294134140015,-0.19461551308631897,-0.4413885474205017"
142,"0.3805880844593048,1.3129503726959229,-0.12112388014793396,-1.8094158172607422,0.7307842969894409,-0.6629617810249329,-0.07328826189041138,-0.33410006761550903,-1.0507099628448486,1.62727689743042"
