,item_embed
10,"-0.001234706,-0.0039812787,0.00109078,-0.00011305573,0.0011374346,0.00070839224,0.0013600413,0.0003283253,-0.0016616296,-0.00032225632,0.00065367634,0.0023087899,0.0010875612,-0.002149991,-0.0031113394,-0.00075760327,-0.00010646656,0.0007785585,-6.211296e-05,-9.929376e-05,0.0005994259,0.001982966,-0.0010157519,-0.004428623,-2.0984662e-05,0.0006995081,0.0017990702,0.00096517877,-0.0028030234,-0.0028005461"
11,"9.02787e-06,1.4353813e-05,-2.1037891e-05,2.151015e-06,-3.0065837e-07,-8.936504e-06,-8.502228e-06,-1.6091113e-06,-4.2813335e-06,1.9737403e-05,-4.814715e-06,-6.0466853e-05,1.2443223e-05,2.1155345e-05,2.1845224e-05,1.8792965e-05,1.3926589e-06,1.8479037e-05,7.3853225e-06,-1.8588943e-06,-3.0504074e-05,1.3831357e-05,6.0875577e-06,9.392083e-06,5.67894e-06,-9.02666e-06,-1.873349e-05,-1.583295e-05,1.721596e-05,0.00017289964"
12,"0.008367887,-0.002301744,-0.01629787,-0.06883077,0.07282139,0.032946806,-0.017371593,-0.0053378646,-0.07419979,-0.05083243,-0.05139779,0.033226848,0.012126293,0.02440563,-0.026429662,0.08549947,-0.041035023,-0.0021966577,0.086113855,0.0006064519,-0.046000987,-0.0514826,-0.041105922,-0.035059,-0.012653486,0.021698764,0.006758093,0.006292715,-0.017617926,-0.027076168"
13,"-0.059695117,-0.20428553,0.021779813,0.07472712,-0.03320982,-0.073418796,0.19134943,-0.08366695,-0.09331316,-0.074997865,0.01596172,-0.049157746,0.14182873,0.030924277,0.033411022,0.13833678,0.15030275,0.11044163,0.012067321,-0.036452133,0.038869515,-0.078162625,0.18855256,-0.07379535,-0.13362719,-0.08675398,0.09791885,0.09771636,-0.050345395,0.096928604"
14,"9.795807e-14,4.299725e-15,3.0743412e-13,1.4051465e-13,-2.0146065e-13,-1.2541727e-13,-9.6988864e-14,2.6206401e-14,3.4560706e-13,1.6351505e-14,-2.475016e-13,-1.9356657e-13,-6.859073e-14,-1.629742e-13,-3.325277e-13,1.9580873e-13,1.8643321e-13,-1.4448066e-13,2.0928109e-13,5.0473185e-16,-1.5525903e-13,-4.764687e-14,-2.1742277e-13,-5.130148e-13,-1.6188281e-13,-3.6809627e-12,2.5417932e-12,6.1080725e-14,-3.682388e-13,-1.1060498e-13"
15,"0.1470714,0.18833637,0.024155715,0.045635194,-0.060731027,0.016971264,0.08635603,-0.21224742,0.07151722,0.016577058,0.20122585,-0.09880936,0.123060435,0.024524864,-0.1377842,-0.16042748,0.100864045,0.05095336,-0.15179288,-0.24707341,-0.14207247,-0.20565374,0.10794373,0.016670723,-0.15785618,-0.05938855,-0.17364953,0.13652632,0.046157967,-0.0001582343"
16,"-0.70776427,0.699522,-0.5209366,0.65603536,-0.486358,0.3718263,0.05025819,-0.06575167,-0.3521525,-0.78149456,-0.43924463,-0.48141092,-0.5738694,0.04852614,-0.23657541,-0.62123376,-0.6071686,0.7114274,0.79849565,0.4521816,-0.37864912,0.55002004,0.6017497,0.5770949,-0.7038717,-0.43440005,-0.47938424,-0.043758545,-0.5608872,-0.33974862"
17,"-0.63343656,0.3627403,0.47398406,0.28618547,0.86827326,0.71783686,0.034468494,0.5955655,-0.35141087,0.354628,-0.8783631,-0.74389875,-0.65471977,0.69085354,-0.6418412,-0.43957934,0.85226434,0.5785603,-0.66783386,0.40619254,-0.47330257,0.01661468,0.708058,0.65792334,0.43651122,0.4465559,0.72985035,0.7328316,0.37079597,-0.21840152"
18,"-0.057496857,-0.21299702,0.022668941,0.072420746,-0.033039294,-0.072330326,0.19928473,-0.09066248,-0.09479303,-0.07850396,0.016315816,-0.053709757,0.14232859,0.032520972,0.031764057,0.14234056,0.15288638,0.11416582,0.018281821,-0.031613063,0.042101964,-0.08239798,0.19466417,-0.07574312,-0.13782348,-0.086654104,0.10284014,0.102421984,-0.050678253,0.09945018"
19,"-0.0263544,0.09615843,0.06489327,-0.22407489,0.050021462,-0.018877134,-0.009563906,-0.126643,-0.053751376,0.07483322,0.12909263,-0.2249216,0.021069715,-0.070321426,-0.07157905,0.08881836,-0.14627624,-0.024272442,0.04337519,0.15142345,-0.17376307,0.021091767,0.029314805,0.018575577,0.024791483,-0.102141336,0.13773043,-0.06383268,0.002977218,0.15570971"
20,"-0.23309594,-0.11637616,-0.27908143,-0.6091382,0.3499518,0.18474014,0.27536428,-0.5991015,0.16956812,-0.66955334,0.018805448,0.28136626,-0.24740395,0.42592457,0.47525498,0.26603085,-0.43297842,-0.14086804,-0.16429743,0.264132,0.20092943,-0.5526661,0.20584416,0.6830841,-0.3542719,0.58893985,0.07068786,0.3463915,-0.056094,-0.31513092"
21,"0.31969464,0.25793904,-0.22460596,0.59518343,-0.5158142,0.19691835,-0.21668439,0.21391934,0.24355894,0.324107,0.7586455,0.41972703,0.67616045,0.6950061,0.44833738,-0.38156176,-0.38392746,0.050777398,0.10675966,0.9168315,-0.6951721,-0.5979077,0.3621896,-0.63093084,0.7042603,0.4119334,0.52713406,0.5197185,-0.3440094,-0.74582356"
22,"0.122420855,-0.26932707,0.36383563,0.4968275,0.3030689,0.16596973,-0.17683664,-0.14477387,0.46254796,-0.58532,-0.07321674,0.31439516,0.48865417,0.3672825,0.17434224,0.36292818,0.030655015,0.7044129,-0.26914454,0.4578452,-0.359621,0.4837365,-0.48938814,-0.12669997,-0.64780664,-0.18748854,0.5001941,-0.4269538,0.53261614,0.34391505"
23,"-0.067861125,-0.03253617,-0.08443205,-0.18051176,0.101866886,0.053619005,0.07640786,-0.18508765,0.0507542,-0.20032062,0.0023931488,0.08379226,-0.078036755,0.13142811,0.15380952,0.081953704,-0.13534154,-0.042564206,-0.04885472,0.08091131,0.06516911,-0.16763483,0.06602237,0.21817079,-0.1062928,0.17923199,0.014742405,0.10170323,-0.013567531,-0.09016571"
24,"-0.1774976,-0.08649369,-0.17762811,-0.41684043,0.2563296,0.1338691,0.19605511,-0.39583376,0.096265376,-0.4544625,0.01901389,0.19448072,-0.14476454,0.26034668,0.2472084,0.16046846,-0.30055693,-0.08991758,-0.11076629,0.15136181,0.10153809,-0.34470722,0.100510806,0.4067832,-0.23187153,0.39050633,0.083526865,0.2449228,-0.06818472,-0.23183823"
25,"-0.019103043,-0.11318759,0.14116019,0.0722448,-0.008044496,-0.08112558,0.10362718,-0.18866846,-0.019309074,0.14583847,-0.1181924,0.05639809,-0.07466121,0.13438222,-0.023065161,-0.054580476,-0.05208754,0.098145224,0.19392058,0.116003945,0.02876955,-0.071883835,0.06094626,-0.112206124,0.107431695,0.10179626,-0.17038056,-0.09255132,0.0843724,0.053678732"
26,"0.7824541,0.6342012,-0.6089295,0.53987986,0.77052796,-0.24519558,0.80704737,-0.11390981,-0.8175917,0.3366781,0.85092247,0.61280036,-0.58556056,0.8204435,-0.38987264,0.7501559,-0.79793656,0.5361765,-0.40517938,-0.6873492,0.6819495,0.62087166,0.55012774,0.1973832,0.6269395,-0.6574681,0.3987622,-0.58707505,0.6360457,-0.61650574"
27,"-2.8739267e-05,-3.01114e-05,-8.8539084e-05,0.00018510436,-0.00018671279,-0.0012150258,-1.0515897e-05,0.0001771448,-2.6420827e-05,4.116272e-05,-1.4220614e-05,6.0269413e-06,3.7230318e-06,5.3501128e-05,6.8388144e-05,8.199176e-05,0.00014946995,3.4757548e-05,-2.9360388e-05,2.9635054e-05,-9.543088e-05,-0.000114965456,7.6495766e-05,0.0002278391,8.455627e-05,-0.00012236986,-1.3962998e-05,-9.0761176e-07,-0.00014637155,6.3141466e-05"
28,"0.06654662,0.5152722,-0.15050966,-0.69486237,-0.35394096,0.71071607,-0.51004404,-0.50446635,0.42900372,-0.76802033,-0.42481408,0.6219169,0.2663896,0.57646465,-0.76935184,0.5030007,0.6311383,-0.46034724,-0.52614313,0.49666232,0.47716442,0.40545774,0.8732034,-0.58748066,0.7533286,-0.40287545,-0.6454011,-0.1987344,-0.29216796,0.4908243"
29,"0.2494494,0.027044665,0.0043853996,0.2685882,0.09942852,-0.31878397,0.31262836,-0.26361173,0.26324445,-0.26643187,-0.0354078,0.07962038,-0.013830826,-0.28336954,-0.18392783,-0.2857115,0.30958417,-0.38438174,0.23160589,0.029922044,-0.014910542,0.19586125,0.14486796,0.27757886,0.22960222,-0.015421446,0.25606018,0.17444247,0.051477443,0.009112938"
30,"-0.0005875719,-0.00025899886,0.00085092074,0.00019862063,7.867565e-05,-0.00025268982,0.00033409172,-0.00019329344,-0.0004929964,-0.0005985185,-5.779774e-05,0.0014753687,-0.00015409947,-0.00038501312,-2.0205454e-05,-3.506827e-05,-0.0002847837,-0.00041480633,-0.0007848023,-0.0005195889,0.00045363404,-4.0983105e-05,-0.00011097014,-1.4486519e-05,-3.1717558e-05,0.0003069217,0.0008462426,0.0011093513,-0.00264715,-0.00247228"
31,"-0.6090169,0.3061583,0.08989587,0.12614085,0.20454659,0.5746311,0.34397772,-0.48423976,-0.2381547,0.19448222,0.29653,-0.19292913,0.6182274,0.015826853,0.52251065,-0.55443716,-0.21139163,0.098110616,-0.656691,-0.49094272,-0.16734397,0.61271906,-0.18607013,0.106598705,0.21054345,0.7694756,-0.78982556,-0.24573593,0.38255337,0.65917313"
32,"0.12770589,0.07816972,0.038248535,0.09082626,-0.04724978,0.109473005,0.08455642,0.056444775,-0.076139204,-0.065017335,-0.08860893,-0.10887303,0.098707214,-0.005888636,-0.060847715,-0.06368724,-0.09331022,-0.093913786,0.0014329923,0.040157203,0.16724922,-0.10649387,0.004240962,-0.037750985,-0.033390682,0.07437579,0.113949515,-0.11559745,-0.02422287,0.09286854"
33,"-0.34709653,0.3098718,0.53752226,0.20583047,0.2285663,-0.011457079,0.2577994,-0.22944848,0.13210662,0.3388757,-0.52576345,0.3247919,-0.34147838,0.017448215,-0.402093,0.35749725,-0.4163842,-0.37365642,0.13570313,-0.46960312,-0.34872872,-0.001972023,-0.13396609,-0.50612485,-0.29319006,0.05551148,0.050496228,0.21837524,-0.44300485,0.06722005"
34,"-0.5397087,0.34390542,-0.6413957,0.48324165,0.6850329,-0.7505854,0.3538376,0.712688,0.59175944,0.3996363,0.27173376,0.14576712,-0.3698679,-0.31116,-0.5875206,0.49846387,-0.1841998,-0.4858548,-0.6714617,0.5305057,-0.012034527,-0.2465646,0.30952096,-0.489918,-0.83583766,0.6557639,-0.4583513,-0.093254276,-0.40699047,0.5169022"
35,"-0.020015256,-0.12155915,0.14646162,0.07759875,-0.011231186,-0.08627495,0.108125165,-0.19130954,-0.020734675,0.15508464,-0.12476512,0.06437479,-0.07704885,0.13991463,-0.024770586,-0.05838395,-0.052287728,0.10272443,0.20273656,0.123998135,0.032661784,-0.073452115,0.06487121,-0.118263215,0.11291223,0.11230283,-0.18031748,-0.098207556,0.09035371,0.05315506"
36,"-1.1853743e-08,-3.8378488e-07,5.000731e-07,-1.3282092e-07,-2.9546833e-08,7.997217e-08,4.1357913e-07,1.9629335e-08,1.4502768e-07,-2.2974822e-07,-2.7363367e-08,7.896554e-08,-3.612559e-07,-2.4427814e-07,-3.7436064e-07,4.5912255e-08,-9.387127e-08,-5.6307524e-08,-2.8927033e-08,4.77809e-07,5.9692454e-08,6.363726e-08,-3.1070033e-07,-5.666329e-07,7.010852e-08,-2.9376508e-07,2.2139996e-06,1.2996996e-07,-5.211283e-07,-5.652583e-07"
37,"-0.45388615,0.74528027,-0.6816141,-0.5471136,-0.8453849,-0.32798347,0.2437112,-0.4664529,-0.58298624,0.5064121,-0.51752687,0.72265136,-0.511329,0.119038045,0.036777668,-0.6885898,0.49099138,0.2104803,-0.5282377,0.40839362,0.29772884,-0.667829,-0.74809116,-0.45616642,-0.59516054,-0.5328446,0.7430988,0.12333504,0.6834507,0.26868048"
38,"-0.18955179,0.09742983,0.011645146,0.07145095,0.25846168,-0.099657975,0.051739767,0.10642689,-0.024737936,0.09550255,-0.09366788,0.10782771,-0.045123864,-0.15388091,-0.30033752,0.16785009,-0.14239049,-0.17531799,-0.13620569,-0.1669755,-0.08142244,-0.01888458,-0.091991246,-0.23001702,-0.2106363,0.032064114,0.010920389,0.16683833,-0.3464929,0.0025042102"
39,"0.008451909,0.17248142,-0.00018723638,0.25256795,-0.20947777,-0.25455368,-0.23253085,0.17381193,0.00028461154,0.06565252,-0.23490065,0.071358345,-0.06845493,0.24898584,0.41473925,0.1654866,0.20482814,-0.18452871,-0.03779041,-0.20044303,0.017255472,-0.13896084,0.17593211,0.45700276,-0.0060190884,-0.07433609,-0.16100976,-0.11080507,0.07763853,0.11920528"
40,"-0.03516111,0.6211756,0.3567506,0.4522574,0.38486063,-0.65130574,0.18528487,-0.07915446,0.65543175,-0.019438142,-0.024564505,0.13696863,-0.4643128,0.15655105,-0.23625302,0.1609879,-0.0901013,-0.24740241,-0.39668545,0.27851138,-0.31838122,-0.3238734,-0.10355488,-0.09563555,-0.3099092,0.084072076,-0.11108568,-0.40272713,-0.36134973,0.23610383"
41,"-0.12170555,-0.06497404,-0.4335,0.087629825,0.14547609,-0.24804057,0.0040605427,0.33927476,0.06866598,0.05366462,0.21696453,-0.030195065,0.04769679,-0.11661859,-0.05591035,0.06566233,0.05987447,-0.021836592,-0.24265318,0.27464616,0.13117027,-0.040433116,0.14481604,0.007591597,-0.18787935,0.22000632,-0.1871127,-0.032280263,0.0031705804,0.1502446"
42,"-0.05294718,0.015793309,0.09789987,0.01778588,0.13556239,0.07956344,-0.0059743747,0.06409033,-0.018704327,0.09924442,-0.117835976,-0.091628894,-0.070029646,0.10298331,-0.052452773,-0.021620933,0.12271652,0.033876806,-0.13598436,0.020717137,-0.040389273,-0.02632452,0.06100898,0.089107156,0.0953496,0.076821595,0.12502582,0.12114731,0.0676358,-0.0006700524"
43,"0.043514296,0.1427346,-0.0046657813,-0.21659961,-0.0710774,0.20684043,-0.09089917,-0.10525946,0.06984775,-0.23191136,-0.06409488,0.16767335,0.017816,0.13466145,-0.13390642,0.13617411,0.24622034,-0.16137171,-0.081754915,0.12472487,0.08218729,0.05898909,0.25798872,-0.1490625,0.15521394,-0.055822212,-0.18880428,-0.16558176,-0.005348357,0.07572745"
44,"-0.5373035,0.41999686,-0.31414977,0.24612053,-0.036114596,0.31596294,0.18001746,0.51678747,-0.5141997,-0.6500181,-0.123555645,-0.122031115,-0.20286801,-0.010390788,-0.67435724,-0.4664949,0.37647054,0.54450464,0.41378564,0.3936524,-0.48189637,0.35646102,0.567373,-0.10871923,-0.3966678,-0.11510288,-0.16316898,-0.36544317,-0.13961971,-0.4333835"
45,"-0.0027370974,-0.0017958616,-0.0016270248,0.0006516124,0.0023443217,8.103398e-05,-0.0016184278,0.0003591153,-0.0037475305,0.0002858877,-0.0018579399,0.0024073892,0.001676278,0.00041218405,0.0041219136,0.0026424392,-0.0022913176,0.00090846466,-0.0026752232,-0.0006968425,0.0010311469,0.0012552772,3.0884024e-05,0.0021264926,-0.0010012173,0.0043396754,-0.0017597871,0.0032888595,-0.0016442435,0.00068627036"
46,"-0.002761391,-0.0016152109,-0.0020480033,0.000885042,0.0012658392,-0.00020641886,-0.0017773166,0.00039215988,-0.0044847927,0.00054986234,-0.0015219144,0.0023599379,0.0015318684,0.0005506323,0.0057960455,0.0025610724,-0.0017397049,0.0011612806,-0.0019132325,-0.0007295836,0.0010025591,0.0010390264,0.00034308658,0.0027620909,-0.00077990344,0.0034842,-0.0017818618,0.0034640362,-0.0016103411,0.0007727025"
47,"0.14103705,0.010667865,0.010379503,0.15384175,0.05369996,-0.18279026,0.17448492,-0.14916483,0.15461771,-0.15070544,-0.013289945,0.039882768,-0.015235149,-0.15325032,-0.101177305,-0.16201179,0.17628066,-0.21764112,0.12680958,0.02097114,-0.002555939,0.10627886,0.08499314,0.15607618,0.12718937,-0.017148111,0.14702463,0.09526604,0.022970151,0.0024081515"
48,"0.027947422,-0.052027877,0.061365254,0.082481146,0.07562164,0.059437446,-0.05413828,-0.015100231,0.10040319,-0.10732132,-0.015661199,0.07413417,0.09490161,0.06310291,0.027067186,0.055031836,-0.02151572,0.14973381,-0.053346537,0.10838205,-0.07735979,0.12135359,-0.12635988,-0.02935653,-0.11912179,-0.020859541,0.093770534,-0.1058077,0.12621653,0.065151595"
49,"0.0038331456,-0.0006582406,-0.009172622,-0.03669625,0.038877882,0.017444002,-0.009522638,-0.0019567567,-0.044987645,-0.029746694,-0.022832595,0.018548971,0.008873692,0.012542828,-0.013099823,0.051941894,-0.020372132,0.0013465448,0.033845387,0.0033819235,-0.027493278,-0.023280686,-0.017813269,-0.020849844,-0.008169407,0.013223968,0.0040837647,0.0017185579,-0.011291521,-0.014901619"
50,"-2.4100043e-12,4.1251434e-12,7.0124644e-12,5.028554e-12,-5.111394e-12,7.449034e-13,-2.112558e-12,1.3156278e-11,1.3128852e-12,-7.362302e-12,1.6045554e-12,3.0819266e-12,-3.5711807e-12,-2.9453493e-12,1.635965e-11,-2.3061002e-12,6.901258e-12,-8.772499e-12,1.6046395e-15,1.5860303e-11,-3.9312087e-12,1.0087093e-11,3.664019e-13,-9.441725e-13,1.2879531e-11,-5.889175e-13,-5.185835e-12,-1.4411276e-10,1.4907974e-11,7.901492e-12"
51,"-0.00052921503,-0.00031730815,0.0009014624,0.0002502669,7.8556404e-05,-0.0001986975,0.00026382948,-0.00024456362,-0.0003631996,-0.0005018457,-8.520813e-05,0.001312786,-0.00011162549,-0.00030184412,4.987987e-05,-2.5632407e-05,-0.00023993452,-0.00033234985,-0.00091478624,-0.0004850978,0.00046265926,4.195463e-05,-8.5314256e-05,0.00024503728,-9.41384e-05,0.0002981202,0.0009436118,0.0009523267,-0.0023501136,-0.0016211572"
52,"-0.058285434,-0.03875595,0.1305776,0.24528673,0.06416504,0.0366673,-0.23585476,0.009033163,0.06979712,-0.20935245,1.2182572e-06,0.1671354,0.24211435,0.21417214,-0.082117796,0.15845795,0.017046684,0.159791,-0.010210228,0.15696071,0.02157943,0.2852382,-0.36453265,-0.03837078,-0.25935325,0.11925436,0.04419685,-0.05258318,0.31971547,-0.058781505"
53,"0.71855426,0.7541402,-0.5645764,-0.51278824,0.73024684,-0.55017865,-0.805881,-0.5885539,0.689592,0.59206915,-0.87408125,-0.45473462,0.63586974,0.31463453,0.6666036,-0.3121857,0.51012826,0.5868314,0.5312828,-0.6625333,0.4105104,0.6586987,0.5147352,-0.64649993,-0.762386,0.6352341,0.5538267,-0.41823664,-0.6361395,-0.59559345"
54,"-0.59501266,0.35376826,-0.7360806,-0.60771185,0.47018173,-0.6267761,0.12441351,-0.4326069,0.66340184,0.51089424,-0.21045081,-0.69890237,0.69805,0.83280927,0.3084629,-0.5409691,0.28131026,0.0040849,0.34685114,-0.48361337,0.5860315,0.6145985,0.33360195,-0.4624676,0.052581947,0.2709379,0.6803367,-0.84252197,-0.36580062,-0.6543048"
55,"0.031256735,0.0066129044,-0.06526791,-0.0660399,0.050659064,0.032069974,0.02395314,0.014108967,-0.0050339224,-0.010839155,0.102616854,-0.0414461,0.06209377,-0.01725795,-0.12425437,-0.044756673,0.013543505,0.039924283,0.018817738,0.02579238,-0.081066415,-0.009444911,-0.02476986,-0.10639454,-0.009842373,0.003942437,-0.039884087,-0.037839692,0.0528484,0.011391957"
56,"0.5902367,0.22238137,-0.42036054,0.4771836,0.33899206,-0.6865627,0.6921507,-0.56699026,0.27245283,-0.5291145,-0.37028804,0.50394255,0.28964475,-0.73439384,-0.33763283,-0.45229355,0.5224938,-0.72319233,0.7166386,0.14002863,-0.4197012,0.6828738,0.24276371,0.6360053,0.5345693,0.31825346,0.51742005,0.5873044,0.44932207,0.36540917"
57,"0.7231231,-0.6839073,-0.6991028,0.31769213,-0.48778608,0.5389785,0.5707595,-0.5660281,-0.3227824,0.73777246,-0.4508019,-0.44213638,-0.07148513,0.33624116,-0.2819781,0.64779955,0.5952609,-0.6057208,-0.6354791,0.65481985,-0.60697466,0.5597808,-0.6670783,0.5076872,-0.27877352,0.13836445,-0.28685415,-0.48755077,-0.62988234,-0.62331563"
58,"-0.018361218,-0.115464,0.14267725,0.07317545,-0.008365206,-0.08184248,0.10435443,-0.1905929,-0.018437056,0.14689766,-0.11870147,0.055581678,-0.07575372,0.1370048,-0.022930518,-0.055760678,-0.051993184,0.099570185,0.19051671,0.11625291,0.0294579,-0.07187588,0.06048441,-0.11248967,0.10844636,0.10541176,-0.17124882,-0.092539325,0.085949436,0.054803204"
59,"-0.06733059,-0.034345537,-0.06239677,-0.15775537,0.09990372,0.053078633,0.07592452,-0.14629316,0.026541127,-0.1669829,0.013704502,0.07534621,-0.046212997,0.08851679,0.06460635,0.05510315,-0.11205054,-0.031473637,-0.039896157,0.04734864,0.03389179,-0.12284458,0.028189471,0.12981968,-0.085187055,0.14351098,0.03588122,0.09473104,-0.03946424,-0.09420297"
60,"3.6278214e-14,3.7761703e-15,-4.3071176e-15,2.5998181e-15,-1.535824e-15,4.3901395e-16,1.0050248e-15,3.3425032e-15,4.349719e-15,5.4579457e-16,6.9267233e-15,-7.262554e-14,-2.5851988e-15,-1.1221856e-15,-2.3418271e-15,1.6246299e-15,-1.8630714e-15,3.1355315e-15,4.329599e-15,2.0391897e-15,4.2593152e-16,-4.963493e-15,1.6175778e-15,1.3726308e-15,2.8308392e-15,-5.196822e-15,-1.972822e-15,1.0668491e-15,7.8713976e-15,2.7774488e-14"
61,"0.5446752,-0.49969506,-0.5918916,0.34710303,-0.53268266,0.5090155,0.5218417,-0.62347454,-0.24898833,0.62314814,-0.4447481,-0.47810912,-0.13362291,0.2804428,-0.25435227,0.45294783,0.22992599,-0.38901433,-0.32915655,0.5260281,-0.5380227,0.48621434,-0.57619643,0.51985157,-0.39822584,-0.024032636,-0.34372103,-0.30925915,-0.6192175,-0.5763018"
62,"0.1552802,0.13848336,-0.44078755,-0.09415881,0.37162793,-0.24028702,-0.016819729,-0.07885946,-0.4732876,-0.12216637,-0.28334886,0.36725265,0.40324205,-0.22077267,-0.058510013,0.010057864,-0.08093258,0.12390875,0.17318924,0.2142088,-0.37106928,0.18458644,-0.20384799,0.14017132,0.21178778,0.39810246,-0.09794311,0.17885281,0.15766528,0.28246215"
63,"-0.21215416,-0.15684973,-0.06652928,-0.12117143,-0.14138472,0.021724455,0.3138729,-0.0748908,0.32983267,-0.0038076146,0.11735892,-0.17990132,-0.09739916,0.08987393,0.10354272,-0.22163558,0.06377672,-0.11645046,0.08887126,0.18930404,0.35865378,0.07772198,0.11014363,0.06636886,0.09856355,0.020085307,0.08488039,-0.26502478,0.2097382,-0.065225355"
64,"-0.00052807666,-0.12432738,-0.3026226,0.21738794,-0.4030542,-0.25971815,0.08212472,0.2897236,0.51558787,0.1770354,0.28407875,-0.38021544,-0.11301951,-0.028248843,0.3026778,-0.24590728,0.2582153,0.05375431,-0.1119198,0.49358594,0.39075622,0.17562568,0.269568,0.3079243,0.098002456,-0.042504642,-0.12022946,-0.40144905,0.47222894,0.3453197"
65,"-8.224599e-09,-3.5280117e-08,1.7098511e-05,-1.6006886e-08,-1.3243902e-09,-1.0153836e-09,-5.5133114e-08,5.0523e-09,-2.5274096e-08,-2.272509e-09,2.5065006e-09,1.9269248e-09,6.024269e-09,-3.4994503e-09,-3.1241139e-09,-1.1758449e-09,-7.241286e-09,-8.416463e-10,7.908136e-10,3.524707e-08,1.678312e-09,-1.3121242e-08,1.0419272e-09,2.4271642e-09,4.7603654e-09,2.1691367e-10,-6.803234e-09,1.7470461e-07,6.2897656e-09,2.5036502e-07"
