,words
89,"-1.4759950637817383,1.432795763015747,0.5147129893302917,-0.812230110168457,1.7334630489349365,0.06347732990980148,-1.1826410293579102,-0.15014123916625977,-0.5123355984687805,0.38889384269714355"
90,"-0.48955583572387695,0.08996354043483734,-0.1889384537935257,-1.058693289756775,1.7494473457336426,0.5405075550079346,-2.1102511882781982,0.5909318923950195,0.6061608791351318,0.27042752504348755"
91,"-0.9021161794662476,0.8398661613464355,0.050049394369125366,-0.993132472038269,1.8414018154144287,0.44214189052581787,-1.8056608438491821,-0.05284327268600464,-0.1967427134513855,0.7770364284515381"
92,"-0.44806140661239624,0.7989506125450134,-0.552501916885376,-1.0661671161651611,1.8091442584991455,-0.12955543398857117,-1.7013890743255615,1.219972014427185,-0.11285503208637238,0.18246302008628845"
93,"-0.629256010055542,1.0777008533477783,-0.15317246317863464,-0.9091275930404663,1.6807209253311157,0.6820324659347534,-2.0586752891540527,-0.042823925614356995,0.19031491875648499,0.16228586435317993"
94,"-0.036799658089876175,2.0552330017089844,0.26491498947143555,-0.9886056780815125,1.373979926109314,-0.3991600275039673,-1.022125005722046,-0.9434781670570374,-0.7431010007858276,0.4391416907310486"
95,"-0.6871196627616882,1.0558006763458252,0.062019504606723785,-0.9131341576576233,1.580718994140625,0.7328435182571411,-2.0107123851776123,-0.20184901356697083,0.6284605264663696,-0.24702775478363037"
96,"-1.1059373617172241,1.094163179397583,-0.24943678081035614,-0.9922465085983276,1.418217420578003,0.6662887930870056,-1.7118889093399048,-0.11536745727062225,-0.06647957861423492,1.0626870393753052"
97,"-0.2078312188386917,1.0791999101638794,-0.3496991991996765,-0.7870450019836426,1.6847834587097168,0.5749058127403259,-1.6577919721603394,0.3973175883293152,-1.2904809713363647,0.5566412806510925"
98,"-1.2272380590438843,2.2094037532806396,-0.5794346332550049,0.06345301866531372,1.1945816278457642,-0.20892702043056488,-1.2804005146026611,-0.319516122341156,0.23125077784061432,-0.08317277580499649"
99,"-1.884281039237976,0.5553331971168518,0.3699442446231842,-0.5921317934989929,2.2517430782318115,-0.045776255428791046,-0.5994570851325989,-0.3312901556491852,-0.05433448404073715,0.3302502930164337"
100,"-0.1026563048362732,0.8184048533439636,-0.12336564064025879,-1.1292418241500854,0.214073047041893,1.6222947835922241,-1.4743216037750244,0.90703946352005,0.6554239988327026,-1.3876508474349976"
101,"-0.3430372476577759,1.9302802085876465,0.12066035717725754,0.15699005126953125,0.467121422290802,0.10406005382537842,-2.246314525604248,-0.4337378740310669,0.6806629300117493,-0.4366852045059204"
102,"-1.6789792776107788,0.6977099180221558,0.16631892323493958,-1.1460942029953003,1.9324864149093628,0.5119799375534058,-1.0976500511169434,0.08510305732488632,0.21814996004104614,0.31097498536109924"
103,"0.8509292006492615,2.0283007621765137,-0.5590990781784058,-1.2788234949111938,-0.5182435512542725,0.541313886642456,-1.1272401809692383,-0.3983830213546753,0.9777926802635193,-0.5165467262268066"
104,"-0.49345579743385315,-0.00021623820066452026,0.9779481887817383,-0.6414024829864502,1.5827916860580444,1.2533930540084839,-1.910996437072754,0.29994237422943115,-0.5450245141983032,-0.5229798555374146"
105,"0.0757514014840126,-0.19359929859638214,-0.8155959248542786,0.16666509211063385,1.3027104139328003,-0.013280585408210754,-2.4092178344726562,0.009550072252750397,0.9227176308631897,0.9542990922927856"
106,"-0.8598974347114563,0.4447959065437317,-0.8393424153327942,-0.6445409059524536,1.1831058263778687,0.7496943473815918,0.6365978717803955,1.2397527694702148,0.09713277965784073,-2.007298469543457"
107,"-1.3249841928482056,1.8066983222961426,-0.2519456148147583,-0.7440503835678101,-0.3301728367805481,1.5650033950805664,-1.0113298892974854,0.8053197860717773,-0.23371386528015137,-0.28082478046417236"
108,"1.5509709119796753,-0.5050488710403442,0.6876555681228638,-0.5064407587051392,0.06811326742172241,0.9745180010795593,0.6917229294776917,0.2367350310087204,-1.5408381223678589,-1.6573888063430786"
109,"-1.3053487539291382,0.027622878551483154,-0.5399250388145447,-0.3716025948524475,1.5951653718948364,0.3255271315574646,-1.8651658296585083,0.3826819658279419,1.0439664125442505,0.707078754901886"
110,"-1.6514801979064941,1.1427221298217773,-0.10900843143463135,-1.1281018257141113,1.069608449935913,0.6193265318870544,-1.4332457780838013,0.5615490674972534,0.8849634528160095,0.043666940182447433"
111,"-1.634505271911621,0.7169657349586487,0.17262311279773712,-0.6361510753631592,0.9851492643356323,-0.4550188183784485,-1.3557744026184082,0.9304237365722656,-0.27944710850715637,1.5557347536087036"
112,"-1.3703844547271729,0.3110456168651581,0.7617830634117126,-0.4479690492153168,1.8637617826461792,-0.638958752155304,-0.9421042203903198,1.4005200862884521,-0.2768692076206207,-0.6608248353004456"
113,"-0.8003636598587036,0.05116361752152443,0.9867122173309326,-0.36484000086784363,1.4192979335784912,0.3211316466331482,-0.6369625329971313,1.5731616020202637,-1.3097227811813354,-1.2395782470703125"
114,"-0.24482636153697968,2.1663448810577393,-0.5920881032943726,-0.6037168502807617,-0.14624452590942383,1.262653112411499,-1.5502101182937622,-0.43092119693756104,-0.32906046509742737,0.4680701196193695"
115,"-1.6753714084625244,0.18598315119743347,0.9191562533378601,-0.6761968731880188,2.2407054901123047,0.195968359708786,-0.7475884556770325,0.17734241485595703,-0.22425056993961334,-0.3957483172416687"
116,"-2.019266366958618,1.1233084201812744,0.6345468163490295,-0.4894128739833832,1.3093045949935913,-0.08746334165334702,-1.0104435682296753,-0.5290764570236206,0.07336616516113281,0.9951366186141968"
117,"2.2715914249420166,0.5229142904281616,0.6311309337615967,-0.28427654504776,-0.5825061798095703,-0.44882315397262573,-1.6770673990249634,0.2661231756210327,-0.8071039319038391,0.1080172210931778"
118,"-1.0982660055160522,1.170184850692749,0.08194083720445633,-0.7643266916275024,1.6879079341888428,0.1736808717250824,-1.5691848993301392,1.068211317062378,-0.18864285945892334,-0.5615052580833435"
119,"-0.004571978002786636,1.7710875272750854,0.7476572394371033,-2.1291801929473877,-0.5574773550033569,0.44723623991012573,-0.6641085147857666,0.8207616806030273,-0.054148782044649124,-0.3772556185722351"
120,"-0.6628093719482422,2.5730175971984863,0.5906587839126587,-1.1748257875442505,0.18267519772052765,-0.12518495321273804,-0.9809035062789917,-0.4339022934436798,0.09026804566383362,-0.05899396538734436"
121,"-1.0940576791763306,2.288456916809082,0.37543439865112305,-0.24436822533607483,0.8689682483673096,-0.02691704034805298,-0.07868815958499908,0.018724732100963593,-0.6167559027671814,-1.4907976388931274"
122,"-0.6616475582122803,0.5800329446792603,-0.3450804054737091,-1.4758630990982056,2.2399513721466064,-0.433809757232666,-0.7773929834365845,1.0373942852020264,0.038592249155044556,-0.2021770179271698"
123,"-0.6288873553276062,1.4077649116516113,-1.2595930099487305,-0.6148337721824646,0.8452591300010681,1.2203162908554077,-0.9704814553260803,0.6075202822685242,0.6862159371376038,-1.2932806015014648"
124,"-1.3330193758010864,0.7374268770217896,0.7718496918678284,-1.560078740119934,1.3744593858718872,1.3482238054275513,-0.503963053226471,-0.05181647837162018,-0.8271351456642151,0.04405277222394943"
125,"-1.3825193643569946,-0.09731948375701904,0.3101816773414612,0.16513977944850922,0.351919025182724,0.49735409021377563,-2.272573947906494,0.37110060453414917,0.7393646836280823,1.3173527717590332"
126,"-0.029481183737516403,-0.39825767278671265,-0.9030511975288391,0.5181869268417358,2.2948310375213623,1.130322813987732,-0.6806264519691467,-0.7278581857681274,-1.099348545074463,-0.10471796989440918"
127,"-0.8217469453811646,0.6901651620864868,-1.3936705589294434,-0.5786184668540955,0.23546679317951202,2.250638723373413,-0.5197727084159851,0.8308997750282288,0.006474309600889683,-0.6998358368873596"
128,"-0.8434175848960876,-1.296086311340332,1.0254909992218018,-0.6522037386894226,2.2650539875030518,0.26284223794937134,-0.6093600392341614,0.3973853588104248,0.08001600950956345,-0.6297209858894348"
129,"-0.7804057598114014,-0.3770686089992523,-0.6193886995315552,0.08728569746017456,0.18284255266189575,0.4432183504104614,-2.1967248916625977,1.3662077188491821,1.2132586240768433,0.6807749271392822"
130,"-1.3138577938079834,-0.19151385128498077,1.765049695968628,-0.4631674885749817,1.6128793954849243,-0.22168095409870148,-0.5377029180526733,-0.6697883605957031,-0.8615119457244873,0.8812941312789917"
131,"-0.7689859867095947,-0.0896766409277916,-0.9448467493057251,-0.8707870841026306,1.6090002059936523,0.36578258872032166,-0.9845864772796631,1.110899806022644,-0.8664538264274597,1.4396542310714722"
132,"-1.2798254489898682,1.5975961685180664,1.1943268775939941,-0.22353078424930573,0.2073582410812378,-0.3529195785522461,-1.7064440250396729,0.07565374672412872,-0.5074607133865356,0.9952458143234253"
133,"1.2059175968170166,0.3285093307495117,0.8659682869911194,-1.2748311758041382,1.674499273300171,-0.6824154853820801,-0.20994524657726288,-0.72225421667099,0.28039389848709106,-1.4658422470092773"
134,"-1.1016125679016113,1.0102506875991821,-0.2887486219406128,-0.423911452293396,0.6273444294929504,1.5783616304397583,-1.4708956480026245,0.1322718858718872,-1.1349127292633057,1.071852445602417"
135,"0.02932758629322052,0.613512396812439,0.42829886078834534,-0.33643612265586853,2.059053659439087,-1.074318528175354,-0.5849840641021729,0.5375667810440063,-1.8115060329437256,0.13948562741279602"
136,"-1.9224262237548828,0.8248444199562073,0.19787198305130005,-0.41095924377441406,1.2898255586624146,0.848362386226654,-1.60395085811615,0.024160951375961304,0.07927939295768738,0.6729915738105774"
137,"-0.011160552501678467,1.3708325624465942,-0.018351763486862183,-1.5425785779953003,0.5417208075523376,0.4464758038520813,-0.8235592842102051,-0.29185229539871216,-1.3241442441940308,1.6526175737380981"
138,"-0.13222190737724304,0.2574020326137543,-0.0051869601011276245,-0.7087411880493164,1.6037828922271729,0.5011087656021118,-2.478074789047241,0.4514327645301819,0.014761313796043396,0.49573707580566406"
139,"-0.16203631460666656,1.7696009874343872,-0.2637619376182556,-0.6614433526992798,0.7555934190750122,0.09922971576452255,-2.060431957244873,0.9420318007469177,0.30725812911987305,-0.726040244102478"
140,"-0.3172544836997986,2.1979589462280273,0.5410221219062805,-1.1980371475219727,-0.6330136656761169,0.41401374340057373,-1.523568034172058,-0.08977625519037247,-0.05176816135644913,0.6604232788085938"
141,"-1.3003661632537842,1.896989345550537,-0.2934839725494385,0.07363000512123108,0.4164125323295593,0.7983025312423706,-1.3418408632278442,0.9408300518989563,-0.14033757150173187,-1.050135612487793"
142,"-0.7973228096961975,1.3972100019454956,-0.37653660774230957,-1.513732671737671,1.4768182039260864,-0.7412893772125244,-0.3420456051826477,1.099543571472168,-0.7728164196014404,0.5701717734336853"
