,words
10,"3817,1046,2194,1602,540,522,3038,2523,4037,1242,1091,4223,2523,634,4109,821,3817,1046,2194,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
11,"2844,4205,540,4046,612,1272,4481,1854,0,2996,719,3840,2211,2890,3508,1778,80,3508,2980,586,2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858,2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858,2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858,2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858"
12,"4250,4046,3508,726,884,3686,1544,2277,0,0,0,0,0,0,0,0,0,0,0,0,4250,4046,3508,726,884,3686,1544,2277,0,0,0,0,0,0,0,0,0,0,0,0,2546,3988,532,3131,540,2408,721,3508,1397,2705,0,1205,540,4330,4329,2691,2523,4229,2930,532,2546,3988,532,3131,540,2408,721,3508,1397,2705,0,1205,540,4330,4329,2691,2523,4229,2930,532,2523,3131,1616,2684,2211,3285,1544,2272,3252,3508,358,171,0,4431,2523,4111,1952,511,1476,2523"
13,"1232,540,3326,1585,1272,2116,3508,1215,1854,534,522,262,1544,2399,3988,3093,904,1793,2843,3529,1232,540,3326,1585,1272,2116,3508,1215,1854,534,522,262,1544,2399,3988,3093,904,1793,2843,3529,4392,3962,3670,1046,1847,532,1585,4511,1046,2843,532,4255,2116,3098,3201,3858,2155,3748,3508,2754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
14,"3234,511,4332,2808,1982,3962,4235,532,3350,511,4255,2556,262,3962,72,2855,72,2853,511,1616,3234,511,4332,2808,1982,3962,4235,532,3350,511,4255,2556,262,3962,72,2855,72,2853,511,1616,2556,262,3962,4037,877,4441,72,620,3508,1544,3350,1046,3790,2194,540,884,4223,2010,3962,2399,3234,511,4332,2808,1982,3962,4235,532,3350,511,4255,2556,262,3962,72,2855,72,2853,511,1616,2010,3962,540,802,3508,2173,3038,4406,1350,1117,2250,4205,3350,2250,3605,63,3962,522,3508,181"
15,"4392,3962,540,2692,25,4313,3508,2399,884,586,511,896,767,2975,2996,719,2652,2259,2211,2890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
16,"3780,4229,2399,1930,3508,2761,0,174,4229,1804,2399,2457,532,4428,1810,3508,1686,3083,2140,4360,1438,4229,540,522,2298,3508,540,2616,3956,2556,4411,2250,2821,719,2399,4044,2844,2051,2690,2638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
17,"2523,1726,3568,1241,944,532,2017,3508,1778,3962,1616,79,612,2523,3644,1272,3011,3426,3024,3962,2844,4205,540,522,4087,1778,956,3962,1129,72,3488,0,2085,1385,1544,3350,1046,3790,3236,540,2844,4205,540,522,4087,1778,956,3962,1129,72,3488,0,2085,1385,1544,3350,1046,3790,3236,540,2844,4205,540,522,4087,1778,956,3962,1129,72,3488,0,2085,1385,1544,3350,1046,3790,3236,540,2523,1726,3568,1241,944,532,2017,3508,1778,3962,1616,79,612,2523,3644,1272,3011,3426,3024,3962"
18,"2100,4229,2446,1603,3508,2761,0,3426,586,4229,0,2616,72,2943,0,1438,3962,2937,540,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
19,"2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508"
20,"725,3024,4229,4441,4122,2523,4229,540,2895,2194,9,540,1385,3508,3382,3024,532,1585,3241,1616,725,3024,4229,4441,4122,2523,4229,540,2895,2194,9,540,1385,3508,3382,3024,532,1585,3241,1616,800,2298,2194,1616,3322,2313,2021,1279,1656,1810,1353,0,0,0,0,0,0,0,0,0,725,3024,4229,4441,4122,2523,4229,540,2895,2194,9,540,1385,3508,3382,3024,532,1585,3241,1616,534,2399,4175,1385,3508,540,522,3598,0,1578,3962,540,522,611,3508,2523,2831,1432,2740,0"
21,"1365,1585,4229,2399,379,1844,0,1786,754,1046,1738,1602,511,4109,3876,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
22,"1205,540,1049,884,1771,0,949,4329,2334,522,1458,1616,1178,511,4122,2560,443,3962,3251,4420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
23,"800,474,532,4273,1810,2625,2085,2980,3508,4060,0,0,0,0,0,0,0,0,0,0,800,474,532,4273,1810,2625,2085,2980,3508,4060,0,0,0,0,0,0,0,0,0,0,800,474,532,4273,1810,2625,2085,2980,3508,4060,0,0,0,0,0,0,0,0,0,0,534,4330,3024,532,1585,1658,1365,236,3508,2523,2130,2259,3326,3518,171,1658,2399,884,1658,1049,658,1609,4321,3326,1544,522,491,4252,1707,1582,800,3093,0,0,0,0,0,0,0,0"
24,"3817,1046,2194,2208,2890,2194,1616,3329,761,2254,2157,528,1616,1100,1757,4431,3721,4229,3719,4235,957,4229,540,522,611,3508,1616,1671,4229,4096,2523,791,1793,1432,1782,0,0,0,0,0,3817,1046,2194,2208,2890,2194,1616,3329,761,2254,2157,528,1616,1100,1757,4431,3721,4229,3719,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
25,"2523,4229,511,2017,2194,896,1333,1272,2191,3508,2393,3024,4229,322,72,540,95,1540,3271,4011,3738,3663,2194,1972,3508,3900,3643,4496,532,4245,4231,3794,2858,1808,4288,3241,1616,2776,741,771,10,3024,3962,3350,2523,136,2194,3508,971,1475,1438,2744,2978,1616,19,3508,1828,2952,1855,522,3738,3663,2194,1972,3508,3900,3643,4496,532,4245,4231,3794,2858,1808,4288,3241,1616,2776,741,771,10,3024,3962,3350,2523,136,2194,3508,971,1475,1438,2744,2978,1616,19,3508,1828,2952,1855,522"
26,"3234,1585,511,540,2399,2980,3792,2729,3962,540,220,414,717,3508,2753,1616,928,532,555,2396,3234,1585,511,540,2399,2980,3792,2729,3962,540,220,414,717,3508,2753,1616,928,532,555,2396,497,72,2855,72,3721,3755,0,2546,3988,532,3131,3614,1200,2194,557,0,0,0,0,0,140,3024,3962,2399,884,3508,45,3508,555,2171,2696,3962,602,0,0,0,0,0,0,0,3817,1046,2194,540,522,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
27,"2556,3748,719,2399,2161,2132,3644,1952,4035,532,940,4082,511,2937,540,1519,3936,4184,1335,4243,2531,3663,511,540,3988,3956,613,719,2399,2321,0,0,0,0,0,0,0,0,0,0,4271,2852,896,767,3508,3741,4223,0,1361,1523,4329,1540,3271,1740,0,0,0,0,0,0,4271,2852,896,767,3508,3741,4223,0,1361,1523,4329,1540,3271,1740,0,0,0,0,0,0,3839,4229,72,1864,2691,3385,884,3508,3382,3611,532,99,2508,1142,3508,1021,0,0,0,0"
28,"4392,4229,1365,79,1585,1272,359,848,1365,2255,1272,2754,1874,1854,2556,586,3962,4441,72,620,4392,4229,1365,79,1585,1272,359,848,1365,2255,1272,2754,1874,1854,2556,586,3962,4441,72,620,4392,4229,1365,79,1585,1272,359,848,1365,2255,1272,2754,1874,1854,2556,586,3962,4441,72,620,4392,4229,1365,79,1585,1272,359,848,1365,2255,1272,2754,1874,1854,2556,586,3962,4441,72,620,231,1786,540,3099,532,106,532,2958,4463,1365,4329,1540,173,227,3508,4225,3858,1616,4213,780"
29,"800,3024,532,1585,3508,522,3391,1475,0,1438,3962,540,2399,1385,3024,511,540,2638,3508,919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
30,"3001,3644,511,1778,262,540,953,2211,298,3508,109,654,1365,3306,511,3722,905,3508,2160,3858,2844,634,1778,1451,2523,1268,3721,2194,1365,1972,1204,2132,2145,0,0,0,0,0,0,0,497,4205,540,2399,3988,4223,2556,262,3962,72,620,3508,511,540,522,3598,905,4229,540,2855,1664,1778,4229,1091,2255,1866,1544,4098,2250,1055,1117,4122,532,823,0,4271,3721,1112,1149,3721,905,3508,24,3024,4333,4122,2523,1831,511,3722,2556,523,3962,1480,2578,4201,511,540,2272,1063"
31,"3511,3962,540,3326,3038,2556,586,3962,2807,0,0,0,0,0,0,0,0,0,0,0,3511,3962,540,3326,3038,2556,586,3962,2807,0,0,0,0,0,0,0,0,0,0,0,2124,3508,540,522,3598,3309,2895,4489,532,3254,11,2239,198,1832,848,3024,1129,387,1096,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
32,"4392,3962,540,2616,3508,381,3466,0,2556,2328,3858,877,3508,2978,1616,3391,1235,1118,2211,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
33,"4392,3962,540,522,3024,532,1978,2169,2895,4489,532,4185,5,0,0,0,0,0,0,0,4392,3962,540,522,3024,532,1978,2169,2895,4489,532,4185,5,0,0,0,0,0,0,0,4392,3962,540,522,3024,532,1978,2169,2895,4489,532,4185,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
34,"632,586,3508,1689,4517,3093,0,3400,1432,1778,532,3176,2895,2194,540,3024,511,2835,767,3024,1508,3024,3962,860,2691,2692,2600,3508,2850,0,0,2093,2334,4114,540,1643,2211,3290,3229,1525,632,586,3508,1689,4517,3093,0,3400,1432,1778,532,3176,2895,2194,540,3024,511,2835,767,3024,632,586,3508,1689,4517,3093,0,3400,1432,1778,532,3176,2895,2194,540,3024,511,2835,767,3024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
35,"800,2298,3508,508,540,1360,1888,4229,540,3988,3980,3926,4229,200,3921,3508,4060,800,4188,3508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
36,"4271,3340,262,4229,522,3508,2399,1385,3508,2900,4229,2399,2603,904,1786,1432,3022,1046,1847,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
37,"800,262,1272,2399,45,2491,4446,1432,3721,532,3176,3254,1272,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
38,"360,767,3024,532,1585,511,1616,2094,2211,3913,3508,1129,2259,2304,3760,2211,1765,4255,0,3839,360,767,3024,532,1585,511,1616,2094,2211,3913,3508,1129,2259,2304,3760,2211,1765,4255,0,3839,360,767,3024,532,1585,511,1616,2094,2211,3913,3508,1129,2259,2304,3760,2211,1765,4255,0,3839,360,767,3024,532,1585,511,1616,2094,2211,3913,3508,1129,2259,2304,3760,2211,1765,4255,0,3839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
39,"2844,4205,1616,4213,612,1272,4364,2758,1854,1438,3962,4314,511,540,4037,2616,3538,4235,532,1616,1635,2002,1253,2016,1671,3087,2216,2978,1091,2685,3508,3714,3173,0,0,0,0,0,0,0,1635,2002,1253,2016,1671,3087,2216,2978,1091,2685,3508,3714,3173,0,0,0,0,0,0,0,3738,3098,3954,299,532,3111,511,3722,249,2831,1432,1778,695,1502,0,0,0,0,0,0,4392,3962,540,3764,3508,61,2785,3508,2250,1242,1091,2259,3686,1585,511,4035,3627,0,2556,1010"
40,"1551,171,2194,540,79,761,3309,322,2194,3883,3711,668,3508,311,0,0,0,0,0,0,1551,171,2194,540,79,761,3309,322,2194,3883,3711,668,3508,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
41,"4392,4229,1091,79,612,3254,1272,1218,4329,2194,1616,2017,1880,2556,2298,3962,322,3508,3721,4229,4392,4229,1091,79,612,3254,1272,1218,4329,2194,1616,2017,1880,2556,2298,3962,322,3508,3721,4229,4392,4229,1091,79,612,3254,1272,1218,4329,2194,1616,2017,1880,2556,2298,3962,322,3508,3721,4229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
42,"2556,3112,4229,540,2855,3002,2194,1091,2685,2691,2250,719,867,2396,2194,2794,1628,540,3024,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
43,"1522,262,3962,2692,3385,2994,3508,1199,4314,511,999,2211,82,4213,3096,0,2869,2680,532,2272,4346,1523,4329,1540,3271,1740,1362,2194,3164,540,522,4329,2920,532,2222,4030,3508,2017,1544,1365,4346,1523,4329,1540,3271,1740,1362,2194,3164,540,522,4329,2920,532,2222,4030,3508,2017,1544,1365,4346,1523,4329,1540,3271,1740,1362,2194,3164,540,522,4329,2920,532,2222,4030,3508,2017,1544,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
44,"4212,3937,3508,4217,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4212,3937,3508,4217,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2729,3962,540,2482,1475,0,63,3962,3777,919,1707,4376,2304,2211,1616,4213,2211,4539,3675,0,2085,3988,4223,0,2523,3131,3644,171,1460,3840,184,1778,2015,3508,2762,3024,3962,2102,3385,919,460,612,3254,1272,1595,3258,4008,1616,2491,884,4515,3508,855,0,0,0,0,0,0,0"
45,"2844,4037,2051,1523,2250,719,1723,4138,4332,2476,3772,1091,4223,4388,540,4175,1716,4329,3508,2250,2844,4037,2051,1523,2250,719,1723,4138,4332,2476,3772,1091,4223,4388,540,4175,1716,4329,3508,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
46,"2515,3024,3962,113,2556,2298,3962,1280,2652,540,953,2211,3121,3271,2164,4262,3647,3508,48,2258,2515,3024,3962,113,2556,2298,3962,1280,2652,540,953,2211,3121,3271,2164,4262,3647,3508,48,2258,2515,3024,3962,113,2556,2298,3962,1280,2652,540,953,2211,3121,3271,2164,4262,3647,3508,48,2258,2445,2298,3508,3924,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2445,2298,3508,3924,3038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
47,"2523,4205,540,2804,3849,3189,1585,511,2407,2049,2103,1365,2263,4229,1469,1544,555,3876,2668,72,2523,4205,540,2804,3849,3189,1585,511,2407,2049,2103,1365,2263,4229,1469,1544,555,3876,2668,72,2844,4205,540,4121,1866,1272,2407,586,511,3722,0,2556,586,4229,419,1616,195,3921,3508,2399,2844,4205,540,4121,1866,1272,2407,586,511,3722,0,2556,586,4229,419,1616,195,3921,3508,2399,2523,4205,540,2804,3849,3189,1585,511,2407,2049,2103,1365,2263,4229,1469,1544,555,3876,2668,72"
48,"936,4037,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3109,1432,1386,2397,3940,2399,884,3508,1385,2746,0,0,0,0,0,0,0,0,0,0,3109,1432,1386,2397,3940,2399,884,3508,1385,2746,0,0,0,0,0,0,0,0,0,0,3109,1432,1386,2397,3940,2399,884,3508,1385,2746,0,0,0,0,0,0,0,0,0,0,936,4037,3970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
49,"3868,3962,2155,3988,3508,1180,360,767,570,2194,2291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
50,"2556,262,3962,3326,3508,1129,72,3488,1083,522,2298,2691,540,322,4329,1540,3271,1740,0,0,2556,262,3962,3326,3508,1129,72,3488,1083,522,2298,2691,540,322,4329,1540,3271,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"1788,1360,194,3748,2294,0,1105,961,0,0,0,0,0,0,0,0,0,0,0,0,1427,3024,3962,3397,3508,4175,2195,2539,3508,3574,3111,540,3448,3286,2676,3662,1129,3574,3111,2421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
52,"1362,532,2270,2194,1830,896,3382,4223,2085,4235,532,2588,1221,3794,3508,540,3465,3477,3920,4175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
53,"2556,262,4229,522,2691,4180,971,3921,942,1616,1090,2691,3508,1616,2298,511,1542,2040,4229,3789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
54,"800,2152,2250,719,511,1176,2194,1365,722,1486,3024,4229,1129,72,2943,280,4229,3961,2226,3508,2556,3024,4229,522,1757,2194,465,2699,2996,3962,3778,1582,2226,3098,1957,719,522,3093,1027,719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"2523,2315,1778,3024,2194,540,4025,4287,2691,2678,4229,113,1362,1649,2194,1446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"800,3024,532,1978,0,3839,4229,4441,72,2943,2556,492,339,2194,2890,4229,508,3932,532,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
