,words
12,"2551,3962,540,2399,2855,586,2511,2675,3508,1180,2556,2298,2211,1616,586,3962,2399,3394,231,2399,2551,3962,540,2399,2855,586,2511,2675,3508,1180,2556,2298,2211,1616,586,3962,2399,3394,231,2399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
13,"3817,1046,2194,1616,3988,1978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789,471,3508,3382,532,1529,532,3098,173,0,1362,3832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
14,"2254,1972,4205,540,3326,1585,1272,1842,3466,2844,4372,2315,3578,262,511,1616,3836,586,3508,3702,3817,1046,2194,2208,2890,2194,1616,3329,761,2254,2157,528,1616,1100,1757,4431,3721,4229,3719,4235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
15,"4392,4229,540,522,3024,1429,3644,3896,2196,511,1951,0,468,4229,2399,3924,3508,3382,532,4025,534,4330,3024,532,1585,1658,1365,236,3508,2523,2130,2259,3326,3518,171,1658,2399,884,1658,1049,2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386,2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386,2523,4205,532,3551,1272,1616,3933,1658,2122,3719,2523,317,156,1952,532,4255,0,915,2523,386"
16,"4392,3545,3768,1106,1091,4213,2552,1866,532,2734,2556,586,3962,2616,3508,3689,2556,523,3962,193,4392,3545,3768,1106,1091,4213,2552,1866,532,2734,2556,586,3962,2616,3508,3689,2556,523,3962,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
17,"607,4229,4241,3988,3508,3382,532,743,2844,3725,1793,1585,1649,511,1778,1100,3721,4229,2399,1385,607,4229,4241,3988,3508,3382,532,743,2844,3725,1793,1585,1649,511,1778,1100,3721,4229,2399,1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
18,"3817,1046,2194,1602,540,522,3038,2523,4037,1242,1091,4223,2523,634,4109,821,3817,1046,2194,1616,4263,3508,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4392,3962,540,3573,733,2529,532,1616,440,2523,634,1616,2444,1913,691,4243,3962,331,2932,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
19,"422,3768,540,3261,648,4126,269,3508,1267,0,0,0,0,0,0,0,0,0,0,0,422,3768,540,3261,648,4126,269,3508,1267,0,0,0,0,0,0,0,0,0,0,0,422,3768,540,3261,648,4126,269,3508,1267,0,0,0,0,0,0,0,0,0,0,0,422,3768,540,3261,648,4126,269,3508,1267,0,0,0,0,0,0,0,0,0,0,0,422,3768,540,3261,648,4126,269,3508,1267,0,0,0,0,0,0,0,0,0,0,0"
20,"650,1818,511,2017,3772,1616,4025,2106,3508,137,3024,4229,322,2194,4082,532,1585,2194,540,953,2523,4229,511,2017,2194,896,1333,1272,2191,3508,2393,3024,4229,322,72,540,95,1540,3271,4011,3001,3644,511,1778,262,540,953,2211,298,3508,109,654,1365,3306,511,3722,905,3508,2160,3858,3001,3644,511,1778,262,540,953,2211,298,3508,109,654,1365,3306,511,3722,905,3508,2160,3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
21,"2844,4205,540,4046,612,1272,4481,1854,0,2996,719,3840,2211,2890,3508,1778,80,3508,2980,586,2844,4205,540,4046,612,1272,4481,1854,0,2996,719,3840,2211,2890,3508,1778,80,3508,2980,586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
22,"4250,4046,3508,726,884,3686,1544,2277,0,0,0,0,0,0,0,0,0,0,0,0,4250,4046,3508,726,884,3686,1544,2277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
23,"2546,3988,532,3131,540,2408,721,3508,1397,2705,0,1205,540,4330,4329,2691,2523,4229,2930,532,2546,3988,532,3131,540,2408,721,3508,1397,2705,0,1205,540,4330,4329,2691,2523,4229,2930,532,2546,3988,532,3131,540,2408,721,3508,1397,2705,0,1205,540,4330,4329,2691,2523,4229,2930,532,2546,3988,532,3131,540,2408,721,3508,1397,2705,0,1205,540,4330,4329,2691,2523,4229,2930,532,2546,3988,532,3131,540,2408,721,3508,1397,2705,0,1205,540,4330,4329,2691,2523,4229,2930,532"
24,"2523,3131,1616,2684,2211,3285,1544,2272,3252,3508,358,171,0,4431,2523,4111,1952,511,1476,2523,2523,3131,1616,2684,2211,3285,1544,2272,3252,3508,358,171,0,4431,2523,4111,1952,511,1476,2523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
25,"2523,4205,540,3326,1585,1272,1158,1740,3426,586,4229,3385,2945,3508,4086,886,72,4229,1365,3295,4392,4229,1365,79,1585,511,730,4242,1272,2454,1740,0,831,1827,4341,1295,1616,2825,1579,3220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
26,"1232,540,3326,1585,1272,2116,3508,1215,1854,534,522,262,1544,2399,3988,3093,904,1793,2843,3529,1232,540,3326,1585,1272,2116,3508,1215,1854,534,522,262,1544,2399,3988,3093,904,1793,2843,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
27,"4392,3962,3670,1046,1847,532,1585,4511,1046,2843,532,4255,2116,3098,3201,3858,2155,3748,3508,2754,1160,1272,2082,3024,3962,1523,3254,1272,4109,3876,4329,1540,3271,2049,2652,3587,3721,2607,4064,2149,1160,1272,2082,3024,3962,1523,3254,1272,4109,3876,4329,1540,3271,2049,2652,3587,3721,2607,4064,2149,800,3311,522,2128,522,3038,226,0,0,0,0,0,0,0,0,0,0,0,0,0,800,3311,522,2491,522,3038,2906,0,0,0,0,0,0,0,0,0,0,0,0,0"
28,"3234,511,4332,2808,1982,3962,4235,532,3350,511,4255,2556,262,3962,72,2855,72,2853,511,1616,3234,511,4332,2808,1982,3962,4235,532,3350,511,4255,2556,262,3962,72,2855,72,2853,511,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
29,"1662,540,522,3024,511,540,2399,919,523,4235,532,4255,2995,3962,167,2441,2904,1561,540,2968,2124,3508,540,522,3598,3309,2895,4489,532,3254,11,2239,198,1832,848,3024,1129,387,1096,3392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
30,"4392,3962,540,2692,25,4313,3508,2399,884,586,511,896,767,2975,2996,719,2652,2259,2211,2890,2556,3859,3962,2807,2254,950,3481,2211,4255,0,0,0,0,0,0,0,0,0,0,0,2556,3859,3962,2807,2254,950,3481,2211,4255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
31,"2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858,2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858,2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858,2085,1390,1639,2691,4001,4188,4229,2456,942,2722,2093,3962,2399,377,3508,1180,3963,1725,35,3858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
32,"3780,4229,2399,1930,3508,2761,0,174,4229,1804,2399,2457,532,4428,1810,3508,1686,3083,2140,4360,2556,3748,719,2399,2161,2132,3644,1952,4035,532,940,4082,511,2937,540,1519,3936,4184,1335,4243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
33,"1438,3962,1786,4121,532,1585,1272,2454,4329,4511,2523,924,1058,944,532,3722,3426,4329,3962,3259,1438,3962,1786,4121,532,1585,1272,2454,4329,4511,2523,924,1058,944,532,3722,3426,4329,3962,3259,1438,3962,1786,4121,532,1585,1272,2454,4329,4511,2523,924,1058,944,532,3722,3426,4329,3962,3259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
34,"1438,4229,540,522,2298,3508,540,2616,3956,2556,4411,2250,2821,719,2399,4044,2844,2051,2690,2638,2523,528,1861,1932,0,1438,4229,540,45,3368,50,3611,532,1616,3414,0,3870,0,2523,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
35,"2523,1726,3568,1241,944,532,2017,3508,1778,3962,1616,79,612,2523,3644,1272,3011,3426,3024,3962,2523,1726,3568,1241,944,532,2017,3508,1778,3962,1616,79,612,2523,3644,1272,3011,3426,3024,3962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
36,"2844,4205,540,522,4087,1778,956,3962,1129,72,3488,0,2085,1385,1544,3350,1046,3790,3236,540,2844,4205,540,522,4087,1778,956,3962,1129,72,3488,0,2085,1385,1544,3350,1046,3790,3236,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
37,"2100,4229,2446,1603,3508,2761,0,3426,586,4229,0,2616,72,2943,0,1438,3962,2937,540,919,1483,4229,2399,1564,1405,2523,3644,999,139,1272,555,1854,4406,1869,540,2855,883,2937,555,4056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
38,"2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508,2844,4205,540,522,1585,1544,1616,2519,2556,586,3962,4314,4235,532,1616,3066,552,3508,2100,3508"
39,"2523,4182,258,3568,1272,1616,3752,3508,791,1526,1585,302,2420,0,0,0,0,0,0,0,2523,4182,258,3568,1272,1616,3752,3508,791,1526,1585,302,2420,0,0,0,0,0,0,0,2523,4182,258,3568,1272,1616,3752,3508,791,1526,1585,302,2420,0,0,0,0,0,0,0,2523,4182,258,3568,1272,1616,3752,3508,791,1526,1585,302,2420,0,0,0,0,0,0,0,2523,4182,258,3568,1272,1616,3752,3508,791,1526,1585,302,2420,0,0,0,0,0,0,0"
40,"348,1649,3350,4229,2807,2556,195,3508,1888,719,2399,3321,1438,4229,2399,2446,3508,1616,3295,4229,348,1649,3350,4229,2807,2556,195,3508,1888,719,2399,3321,1438,4229,2399,2446,3508,1616,3295,4229,2523,4229,1350,532,1738,1272,4329,3508,1616,1546,719,2757,1438,4229,3382,532,1529,532,3271,1616,1385,919,3508,884,72,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385,919,3508,884,72,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
41,"800,3024,4516,3956,121,3111,1290,0,0,0,0,0,0,0,0,0,0,0,0,0,4388,540,3326,1854,1362,1623,3508,2250,1749,532,1592,1046,1649,2937,1091,2932,169,532,1616,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
42,"2523,4205,540,522,3043,3992,3595,3508,4060,3212,1432,3254,1272,1616,319,0,0,0,0,0,2523,4205,540,522,3043,3992,3595,3508,4060,3212,1432,3254,1272,1616,319,0,0,0,0,0,2523,4205,540,522,3043,3992,3595,3508,4060,3212,1432,3254,1272,1616,319,0,0,0,0,0,1205,540,522,3024,3508,522,1779,1232,3350,2523,2879,2194,1365,1585,3508,758,4489,532,1365,2932,1205,540,522,3024,3508,522,1779,1232,3350,2523,2879,2194,1365,1585,3508,758,4489,532,1365,2932"
43,"2169,540,3568,1272,1616,3752,0,0,231,1365,4329,1540,3271,1771,0,800,251,800,3024,532,2169,540,3568,1272,1616,3752,0,0,231,1365,4329,1540,3271,1771,0,800,251,800,3024,532,800,2491,2049,3508,1779,0,494,540,1202,2304,3271,1765,3508,511,540,2399,919,3956,0,2556,800,2491,2049,3508,1779,0,494,540,1202,2304,3271,1765,3508,511,540,2399,919,3956,0,2556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
44,"725,3024,4229,4441,4122,2523,4229,540,2895,2194,9,540,1385,3508,3382,3024,532,1585,3241,1616,725,3024,4229,4441,4122,2523,4229,540,2895,2194,9,540,1385,3508,3382,3024,532,1585,3241,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
45,"800,2298,2194,1616,3322,2313,2021,1279,1656,1810,1353,0,0,0,0,0,0,0,0,0,800,2298,2194,1616,3322,2313,2021,1279,1656,1810,1353,0,0,0,0,0,0,0,0,0,800,2298,2194,1616,3322,2313,2021,1279,1656,1810,1353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
46,"534,2399,4175,1385,3508,540,522,3598,0,1578,3962,540,522,611,3508,2523,2831,1432,2740,0,534,2399,4175,1385,3508,540,522,3598,0,1578,3962,540,522,611,3508,2523,2831,1432,2740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
47,"1365,1585,4229,2399,379,1844,0,1786,754,1046,1738,1602,511,4109,3876,586,0,0,0,0,2556,195,3962,2399,2855,3508,2399,4060,0,0,0,0,0,0,0,0,0,0,0,0,3759,3962,2399,377,3508,1616,195,3962,2399,2058,3508,2518,1366,2913,1544,540,730,4322,1310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
48,"1205,540,1049,884,1771,0,949,4329,2334,522,1458,1616,1178,511,4122,2560,443,3962,3251,4420,1860,532,688,3082,0,2591,3962,540,2155,2704,2211,1616,2822,1544,1616,3553,2878,4309,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
49,"800,474,532,4273,1810,2625,2085,2980,3508,4060,0,0,0,0,0,0,0,0,0,0,800,474,532,4273,1810,2625,2085,2980,3508,4060,0,0,0,0,0,0,0,0,0,0,800,474,532,4273,1810,2625,2085,2980,3508,4060,0,0,0,0,0,0,0,0,0,0,800,474,532,4273,1810,2625,2085,2980,3508,4060,0,0,0,0,0,0,0,0,0,0,2844,4037,2051,1523,2250,719,1723,4138,4332,2476,3772,1091,4223,4388,540,4175,1716,4329,3508,2250"
50,"658,1609,4321,3326,1544,522,491,4252,1707,1582,800,3093,0,0,0,0,0,0,0,0,658,1609,4321,3326,1544,522,491,4252,1707,1582,800,3093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"463,3508,1843,719,522,3093,0,2312,70,4229,4175,1616,262,4229,4086,2834,3508,3350,4229,4518,3892,3962,540,3326,3660,0,4406,1786,1072,4082,1544,540,228,3508,136,1579,1365,2476,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
52,"534,3326,3926,1544,1360,1888,511,540,3397,3358,2996,719,1013,3081,2662,3087,999,3574,3473,2371,534,3326,3926,1544,1360,1888,511,540,3397,3358,2996,719,1013,3081,2662,3087,999,3574,3473,2371,534,3326,3926,1544,1360,1888,511,540,3397,3358,2996,719,1013,3081,2662,3087,999,3574,3473,2371,966,817,3024,3962,540,4329,1540,3271,1740,1438,3962,1672,886,1544,540,1603,3018,511,1446,0,966,817,3024,3962,540,4329,1540,3271,1740,1438,3962,1672,886,1544,540,1603,3018,511,1446,0"
53,"800,2491,3382,3932,532,3187,2937,3098,2776,3950,1467,1930,1973,2155,1490,2577,4109,2866,532,3435,4250,3903,1585,1272,1616,966,1300,1740,2556,4305,532,1575,1365,3108,3131,4295,2211,540,2619,2769,4250,3903,1585,1272,1616,966,1300,1740,2556,4305,532,1575,1365,3108,3131,4295,2211,540,2619,2769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
54,"2844,1242,1091,4223,4392,3962,540,2399,4330,523,3508,3962,3382,3932,532,3870,2714,4528,3962,4164,2844,1242,1091,4223,4392,3962,540,2399,4330,523,3508,3962,3382,3932,532,3870,2714,4528,3962,4164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"3738,3663,2194,1972,3508,3900,3643,4496,532,4245,4231,3794,2858,1808,4288,3241,1616,2776,741,771,3738,3663,2194,1972,3508,3900,3643,4496,532,4245,4231,3794,2858,1808,4288,3241,1616,2776,741,771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"10,3024,3962,3350,2523,136,2194,3508,971,1475,1438,2744,2978,1616,19,3508,1828,2952,1855,522,10,3024,3962,3350,2523,136,2194,3508,971,1475,1438,2744,2978,1616,19,3508,1828,2952,1855,522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
57,"957,4229,540,522,611,3508,1616,1671,4229,4096,2523,791,1793,1432,1782,0,0,0,0,0,2556,262,3962,3326,3508,1129,72,3488,1083,522,2298,2691,540,322,4329,1540,3271,1740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
