,words
43,"2768,1946,2627,581,849,418,849,2627,2053,973,407,2594,851,2349,1965,2683,1636,849,1062,1700,713,336,1296,1061,1885,849,1192,1947,39,524,2518,137,2019,2717,1227,0,2575,1411,756,548,2575,2164,587,2874,1397,66,2768,2918,2863,2474,1279,548,2463,2627,685,849,2575,138,1757,2007,2575,2164,587,2874,1397,66,2768,2918,2863,2474,1279,548,2463,2627,685,849,2575,138,1757,2007,2575,2164,587,2874,1397,66,2768,2918,2863,2474,1279,548,2463,2627,685,849,2575,138,1757,2007"
44,"713,1105,407,336,407,2738,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
45,"661,39,821,376,1478,973,1319,374,2874,775,71,1613,1786,2053,2298,849,2575,2164,2025,66,661,39,821,376,1478,973,1319,374,2874,775,71,1613,1786,2053,2298,849,2575,2164,2025,66,661,39,821,376,1478,973,1319,374,2874,775,71,1613,1786,2053,2298,849,2575,2164,2025,66,661,39,821,376,1478,973,1319,374,2874,775,71,1613,1786,2053,2298,849,2575,2164,2025,66,661,39,821,376,1478,973,1319,374,2874,775,71,1613,1786,2053,2298,849,2575,2164,2025,66"
46,"1383,849,1260,1056,1018,320,2002,1301,2627,2441,67,1659,849,1700,726,1175,545,2812,849,2720,1383,849,1260,1056,1018,320,2002,1301,2627,2441,67,1659,849,1700,726,1175,545,2812,849,2720,1383,849,1260,1056,1018,320,2002,1301,2627,2441,67,1659,849,1700,726,1175,545,2812,849,2720,197,2627,2007,694,170,2575,1907,587,2874,2679,1058,2627,67,1659,2332,407,284,849,973,407,197,2627,2007,694,170,2575,1907,587,2874,2679,1058,2627,67,1659,2332,407,284,849,973,407"
47,"495,849,400,2244,548,112,2835,216,0,2917,2244,113,1604,1325,71,2433,2831,981,1519,39,495,849,400,2244,548,112,2835,216,0,2917,2244,113,1604,1325,71,2433,2831,981,1519,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
48,"713,1016,0,890,490,1998,1263,71,2433,352,2791,0,2805,2627,973,1752,2289,1466,973,2629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
49,"1394,2627,138,2592,726,2304,849,1025,2325,973,1524,1301,1029,2332,2301,1058,2627,1313,281,2768,197,2627,548,1076,2039,2433,539,1478,2332,1394,2521,1613,1191,2232,0,1394,2627,456,2874,1632,1394,2627,138,2592,726,2304,849,1025,2325,973,1524,1301,1029,2332,2301,1058,2627,1313,281,2768,2575,1485,1575,2297,39,2007,1340,238,490,2206,670,726,1593,1446,548,2302,39,548,445,2039,1394,2627,138,2592,726,2304,849,1025,2325,973,1524,1301,1029,2332,2301,1058,2627,1313,281,2768"
50,"2323,2627,973,2606,218,849,2025,2463,2627,67,665,748,849,2531,0,102,118,726,361,1263,2323,2627,973,2606,218,849,2025,2463,2627,67,665,748,849,2531,0,102,118,726,361,1263,2323,2627,973,2606,218,849,2025,2463,2627,67,665,748,849,2531,0,102,118,726,361,1263,2323,2627,973,2606,218,849,2025,2463,2627,67,665,748,849,2531,0,102,118,726,361,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"2768,2297,2627,2602,1192,849,2602,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
52,"2007,361,490,2602,751,1163,0,138,319,137,2717,717,2053,395,1359,2347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
53,"2768,1239,2349,548,2463,2019,310,1135,1134,0,1058,490,992,1071,1579,2433,2448,1768,849,2413,2768,1239,2349,548,2463,2019,310,1135,1134,0,1058,490,992,1071,1579,2433,2448,1768,849,2413,738,361,2874,263,849,1959,2898,490,193,524,490,1381,849,193,2575,2473,0,2768,2898,490,2768,1239,2349,548,2463,2019,310,1135,1134,0,1058,490,992,1071,1579,2433,2448,1768,849,2413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
54,"677,2325,973,407,66,985,490,2602,117,859,2080,67,849,944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"644,694,361,2874,153,849,1547,66,0,1676,2458,2324,849,858,1284,0,893,2627,1170,1390,153,849,2341,2776,501,1752,35,39,1819,392,849,1490,2849,1604,548,2713,197,490,2703,2324,644,694,361,2874,153,849,1547,66,0,1676,2458,2324,849,858,1284,0,893,2627,1170,1390,153,849,2341,2776,501,1752,35,39,1819,392,849,1490,2849,1604,548,2713,197,490,2703,2324,153,849,2341,2776,501,1752,35,39,1819,392,849,1490,2849,1604,548,2713,197,490,2703,2324"
56,"1676,973,60,418,2209,0,342,1301,2325,407,2800,548,1454,2053,511,1025,1563,2627,2736,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
