,words
39,"-1.0897332429885864,-1.076742172241211,-0.5055454969406128,1.0082786083221436,1.2818512916564941,-0.9734762907028198,0.27917808294296265,-1.1110494136810303,0.8866705894470215,1.3005683422088623"
40,"-1.3915895223617554,0.22016766667366028,-1.5568468570709229,0.3867915868759155,0.26854947209358215,-1.0137273073196411,1.6298195123672485,0.09677775949239731,0.06715665757656097,1.2929013967514038"
41,"-1.2850857973098755,-0.09584678709506989,-0.07858563959598541,0.6968609094619751,0.4195025861263275,-2.1094775199890137,0.7300581932067871,-0.013685569167137146,0.0996333584189415,1.6366262435913086"
42,"-0.9275721907615662,0.07477851212024689,-1.281675100326538,0.6065120100975037,-0.16774602234363556,-1.8127801418304443,0.6068973541259766,0.3304608166217804,1.1711071729660034,1.4000179767608643"
43,"-1.4867807626724243,-0.08458991348743439,-1.3433674573898315,0.543890118598938,0.6676137447357178,-1.1537365913391113,1.6752976179122925,-0.14870254695415497,0.3559207022190094,0.974455714225769"
44,"-1.378318428993225,-0.8761070966720581,-0.32813626527786255,0.949434220790863,-0.13344250619411469,-1.4439359903335571,1.1134240627288818,0.15098339319229126,0.24346797168254852,1.7026305198669434"
45,"-0.7385830283164978,-0.7153712511062622,-0.16849951446056366,0.49663782119750977,0.9319332838058472,-2.1376888751983643,0.14992956817150116,0.6157087087631226,-0.1119510680437088,1.677884578704834"
46,"-1.6757936477661133,-0.6357462406158447,-0.6311647891998291,0.8358014822006226,-0.11131962388753891,-0.7060069441795349,0.10332417488098145,0.1746339648962021,0.4183921813964844,2.227879285812378"
47,"-1.4478859901428223,0.3002534508705139,-0.44772869348526,0.6506351232528687,-0.34130316972732544,-1.3821964263916016,-0.31219276785850525,0.1396723836660385,0.7094678282737732,2.1312782764434814"
48,"-1.1120496988296509,0.17401635646820068,-0.904220461845398,0.3457588255405426,0.8181324005126953,-1.341323733329773,1.087602138519287,-0.7831631898880005,-0.15728257596492767,1.8725301027297974"
49,"-0.8296074867248535,0.035781458020210266,-0.6412021517753601,0.504245936870575,0.40560850501060486,-2.2925162315368652,0.4059223532676697,0.6610127687454224,0.13694901764392853,1.6138057708740234"
50,"-1.512715458869934,-0.02173200249671936,-1.090851902961731,0.025409899652004242,-0.03375940024852753,-0.8974320888519287,1.091692328453064,-0.1891506165266037,0.5959959030151367,2.032543659210205"
51,"-1.3440487384796143,-0.4282858967781067,-0.6781648397445679,0.20292127132415771,0.64121413230896,-1.1715497970581055,0.012156188488006592,0.20790168642997742,0.18107712268829346,2.3767788410186768"
52,"-1.0564719438552856,0.32096558809280396,-1.5662834644317627,0.3571791350841522,0.4790372848510742,-1.5235878229141235,0.8693951368331909,0.028774350881576538,0.4512055516242981,1.6397863626480103"
53,"-1.0881038904190063,-0.5888826847076416,-1.1867130994796753,0.4677744507789612,-0.20160570740699768,-0.7826484441757202,0.1410164088010788,-0.1463940441608429,1.2364100217819214,2.1491470336914062"
54,"-1.2112276554107666,-0.9271678924560547,-0.43609723448753357,-0.07467994093894958,1.0101667642593384,-1.0402528047561646,0.6170111894607544,-0.7347743511199951,0.8776401281356812,1.9193814992904663"
55,"-1.8119043111801147,-0.25446563959121704,0.45622527599334717,1.254861831665039,0.9300475716590881,-1.6509830951690674,0.12217453867197037,0.6594545245170593,-0.47936761379241943,0.7739570140838623"
56,"-1.244866132736206,-0.01746208965778351,-0.5557160973548889,-0.44598689675331116,0.8665480017662048,-0.9704360365867615,0.4835728704929352,-1.0699974298477173,0.9738352298736572,1.98050856590271"
57,"-1.0766624212265015,-0.7051224112510681,0.2780884802341461,0.23364576697349548,0.028516799211502075,-1.5518945455551147,0.9370054602622986,-0.22256945073604584,-0.12536795437335968,2.204360246658325"
58,"-1.1266868114471436,0.6990524530410767,-0.763247549533844,0.42794981598854065,0.3583833575248718,-1.8762354850769043,0.4996500015258789,0.4588569402694702,-0.45533740520477295,1.7776148319244385"
59,"-0.8948473930358887,0.08235400915145874,-0.41773301362991333,0.2069174200296402,0.151971697807312,-1.221031665802002,0.5613133311271667,-1.022081971168518,0.08450259268283844,2.468635082244873"
60,"-0.474945068359375,0.0931396484375,0.28027695417404175,0.1708258092403412,0.5841330885887146,-2.547926425933838,0.7381409406661987,-0.10342530906200409,-0.2290828377008438,1.4888631105422974"
61,"-2.1625452041625977,-0.49854210019111633,-0.31945598125457764,0.5058245658874512,0.1607101559638977,-0.4862413704395294,0.17434373497962952,-0.05113668739795685,0.6910935640335083,1.9859493970870972"
62,"-0.9664334058761597,0.1967473179101944,-1.0703452825546265,0.6724750995635986,-0.3886209726333618,-1.9842389822006226,0.9548341631889343,0.5734654664993286,0.8107991814613342,1.2013174295425415"
63,"-0.5081204771995544,-0.42541712522506714,0.8570025563240051,-0.02689826488494873,-1.0083268880844116,-2.2123100757598877,0.9284287095069885,0.6195122003555298,0.6742061972618103,1.1019232273101807"
64,"-1.1196264028549194,0.9495043754577637,-1.200512409210205,-0.006226494908332825,-0.2266581505537033,-1.1703051328659058,-0.14911796152591705,-0.18554361164569855,1.3368314504623413,1.7716546058654785"
65,"-0.8706594705581665,-0.255825012922287,-1.0205878019332886,-0.043424226343631744,0.8714165091514587,-1.2573764324188232,1.293184757232666,-1.1012697219848633,1.0127854347229004,1.3717561960220337"
66,"-1.0334419012069702,-0.8055373430252075,-0.24869076907634735,-0.10233639180660248,-0.04460260644555092,-1.0767570734024048,0.14049917459487915,0.037274137139320374,0.5376065373420715,2.595986843109131"
67,"-1.5939629077911377,-0.6144587993621826,-0.545524001121521,0.13663460314273834,-0.37293902039527893,-0.8527234196662903,1.3433277606964111,0.037835270166397095,0.5018836259841919,1.9599270820617676"
68,"-0.8292922973632812,-0.6273096799850464,-0.34421083331108093,0.8318092823028564,0.4260098934173584,-2.1431772708892822,1.0223716497421265,0.13595621287822723,0.02137857675552368,1.5064643621444702"
69,"-0.39682459831237793,-0.13401545584201813,-0.42131030559539795,0.11798210442066193,-0.1201300323009491,-1.859165072441101,1.653135895729065,-0.8027705550193787,0.32657867670059204,1.6365193128585815"
70,"-0.42197394371032715,-1.2058652639389038,-0.1831725388765335,0.7710727453231812,-0.20058999955654144,-1.316245198249817,0.6257161498069763,0.3516796827316284,-0.6602140665054321,2.2395925521850586"
71,"-0.2466796487569809,0.038686320185661316,-1.354088306427002,0.3550891876220703,0.5796557068824768,-2.131882905960083,0.6335464715957642,-0.17269267141819,1.0383700132369995,1.2599958181381226"
72,"-0.34948670864105225,-0.29786455631256104,-0.8106348514556885,0.3768775761127472,0.16581697762012482,-1.953340768814087,1.197353720664978,0.2962569296360016,-0.4700949192047119,1.8451168537139893"
73,"-0.27324455976486206,-1.0657227039337158,-1.2876839637756348,1.217355728149414,-0.2986307144165039,-1.1763582229614258,0.4890832304954529,-0.017197497189044952,0.4895985424518585,1.9228003025054932"
74,"0.18046461045742035,0.04356570169329643,-1.3035697937011719,0.44006505608558655,0.5258665084838867,-2.078875780105591,1.223454475402832,-0.45443248748779297,0.0961892381310463,1.327272653579712"
75,"-1.5967991352081299,-0.8472615480422974,0.830993115901947,0.8695412278175354,-0.08174668252468109,-1.039544701576233,-0.16296349465847015,-0.28698480129241943,0.3176381289958954,1.9971281290054321"
76,"-1.408037781715393,-0.9322675466537476,-0.16089636087417603,1.1363110542297363,0.11803047358989716,-0.44212719798088074,-0.7987066507339478,-0.10922402143478394,0.4040672779083252,2.1928508281707764"
77,"-1.5195072889328003,-0.1867280900478363,-0.3647157847881317,1.1457328796386719,0.7193112373352051,-1.6100850105285645,0.22752177715301514,-0.09686416387557983,-0.0571490079164505,1.7424836158752441"
78,"-0.5238881707191467,-0.663234531879425,0.7093047499656677,-0.16284587979316711,-0.9691777229309082,-1.0446538925170898,0.7656710743904114,-1.0476421117782593,0.8640398979187012,2.0724265575408936"
79,"-1.6291372776031494,-0.1822541207075119,-0.8347823619842529,0.8584027290344238,-0.4173726439476013,-0.9672423005104065,1.2854069471359253,0.5460624098777771,-0.30925095081329346,1.6501675844192505"
80,"-0.9446755647659302,0.12465035170316696,-0.18609678745269775,0.34887415170669556,-0.01719680428504944,-1.9418985843658447,0.5579801797866821,-0.1397218108177185,-0.00044314563274383545,2.1985278129577637"
81,"0.14535990357398987,0.7543953657150269,-1.3222041130065918,0.243547260761261,-0.33368462324142456,-2.0064852237701416,0.7367455363273621,0.12038007378578186,-0.04267264902591705,1.7046180963516235"
82,"-1.3961867094039917,0.0686028003692627,-0.7008309364318848,-0.5406556725502014,-0.25685441493988037,-1.056060791015625,0.5376086831092834,-0.03855597972869873,1.506467342376709,1.8764656782150269"
83,"-0.5234461426734924,-1.0991424322128296,0.7154893279075623,0.1430070847272873,0.1557260900735855,-1.7911179065704346,0.9269902110099792,-0.9570197463035583,1.0994495153427124,1.330064058303833"
84,"-1.9490060806274414,-0.7817667126655579,-0.9152531027793884,0.3489125072956085,-0.25976845622062683,-0.292278915643692,0.9193701148033142,0.3924660384654999,0.9084490537643433,1.628875732421875"
85,"-1.5556631088256836,0.4367811977863312,-0.6518486738204956,0.06994225084781647,-0.3260599374771118,-1.2398043870925903,0.22448737919330597,-0.07471787929534912,1.1099011898040771,2.0069820880889893"
86,"-0.5096927285194397,-0.32108402252197266,-0.6139121651649475,0.30908119678497314,0.7823963165283203,-2.0852458477020264,0.972073495388031,0.47293955087661743,-0.6306997537612915,1.6241440773010254"
87,"-1.3462871313095093,-0.34649571776390076,-0.048007648438215256,0.13835754990577698,-0.15002493560314178,-1.5011640787124634,1.0755672454833984,-0.1393325924873352,0.1818406581878662,2.135546922683716"
88,"-1.3045952320098877,-0.3087688684463501,-0.12017765641212463,0.6160851716995239,0.4232516586780548,-1.495337963104248,-0.27550238370895386,-0.18378737568855286,0.38217899203300476,2.2666537761688232"
89,"-1.3295613527297974,0.3493739664554596,-0.7194291353225708,-0.31022757291793823,0.12259076535701752,-1.5281187295913696,0.8414842486381531,0.3125450313091278,0.1863429695367813,2.0749998092651367"
90,"-1.2324098348617554,0.10302683711051941,-0.5289918184280396,0.25410327315330505,0.8354527950286865,-1.9056894779205322,0.3870871067047119,0.14483818411827087,0.03886838257312775,1.9037147760391235"
91,"-1.6023329496383667,-0.7390831112861633,0.12191441655158997,0.5896221399307251,0.03310070186853409,-1.2733198404312134,0.7244277000427246,-0.6290712952613831,1.1312986612319946,1.6434433460235596"
92,"-1.2404736280441284,-1.1484307050704956,-0.20468440651893616,0.1458093225955963,0.8665905594825745,-1.7040255069732666,0.9296379685401917,0.4095149040222168,0.47359341382980347,1.4724681377410889"
93,"-0.9753885269165039,0.5579593777656555,-0.8956390023231506,0.457054078578949,0.2832931876182556,-2.0488486289978027,1.0987939834594727,-0.35765302181243896,1.3554408550262451,0.5249879956245422"
94,"-0.9539706707000732,1.210085391998291,-1.3092637062072754,0.003722578287124634,-0.265392005443573,-0.9640650749206543,0.23074303567409515,-0.07953138649463654,-0.07380573451519012,2.2014777660369873"
95,"-1.0594147443771362,-1.372087001800537,-0.26005110144615173,0.7531150579452515,-0.22344285249710083,-0.860302746295929,1.5611045360565186,-0.5688827037811279,0.40301766991615295,1.626943826675415"
96,"-0.30892956256866455,0.018694952130317688,-0.14989957213401794,0.28972309827804565,0.44068923592567444,-2.1730291843414307,-0.21120092272758484,-0.244061678647995,0.15802721679210663,2.1799862384796143"
97,"-0.48812660574913025,0.08005756139755249,-0.039127446711063385,-0.3591196537017822,0.3154679238796234,-2.376336097717285,0.8226455450057983,-0.24545082449913025,0.635459303855896,1.6545301675796509"
98,"-0.877226710319519,-1.0142078399658203,0.5201643705368042,0.6014143228530884,0.6570160388946533,-1.544309139251709,-0.3521556258201599,-0.35871562361717224,0.26301291584968567,2.1050071716308594"
99,"-2.008021831512451,-0.3420739769935608,-0.41948866844177246,0.2629963159561157,0.08289916068315506,-0.8173542022705078,0.8912403583526611,0.2824501693248749,0.05397583544254303,2.0133769512176514"
100,"-0.7073726654052734,-0.5156570672988892,-1.7575562000274658,1.2675532102584839,0.4943912923336029,-1.2586383819580078,1.5573654174804688,0.2745591402053833,0.3098733425140381,0.3354818522930145"
101,"0.08802605420351028,-0.6442631483078003,-0.6345981359481812,-0.18569722771644592,-0.08048661053180695,-1.8038936853408813,0.4574976861476898,-0.48680993914604187,1.7459009885787964,1.544324517250061"
102,"-1.0376485586166382,1.2484540939331055,-0.36231935024261475,0.14464367926120758,0.3307763338088989,-1.1999211311340332,-0.3860306143760681,-1.155816674232483,0.41672664880752563,2.0011355876922607"
103,"-0.9480408430099487,0.9490055441856384,-1.3670021295547485,0.4502681493759155,0.8540540337562561,-0.9736180305480957,-0.9579992294311523,-0.3574153780937195,0.6082525253295898,1.7424955368041992"
104,"-0.9918545484542847,0.7723202705383301,-0.8408092260360718,0.05178356170654297,-0.06885023415088654,-1.2438290119171143,-0.10257299244403839,-0.7489043474197388,1.0601723194122314,2.112544536590576"
105,"-1.1976864337921143,0.09015432000160217,-0.5185559988021851,0.9002220034599304,-0.23133733868598938,-1.7568625211715698,0.13004276156425476,-0.3178825378417969,1.3820295333862305,1.51987624168396"
106,"-1.5041751861572266,0.21502631902694702,-1.5491502285003662,0.06633418798446655,0.7439703941345215,0.02712053433060646,0.783635675907135,-0.7739848494529724,1.8722481727600098,0.11897492408752441"
107,"-1.237269639968872,-0.012505728751420975,-1.2910281419754028,-1.1476680040359497,0.5803087949752808,-0.7381443977355957,1.4519455432891846,0.36761927604675293,1.4046982526779175,0.6220443844795227"
108,"0.2792418599128723,0.8916845321655273,-1.7970622777938843,1.443677544593811,-1.0086761713027954,-0.7304642796516418,-0.43171024322509766,-0.5333318114280701,0.8668896555900574,1.0197508335113525"
109,"0.07106608897447586,0.26822641491889954,-1.1211622953414917,1.3221838474273682,-0.6147143840789795,-2.017765998840332,-0.1392473578453064,0.10572324693202972,1.3617355823516846,0.7639545798301697"
110,"0.21764682233333588,-0.8462406396865845,-1.1056098937988281,1.3089662790298462,-0.05577117204666138,-1.9671735763549805,0.0020313411951065063,0.306196004152298,1.2188653945922852,0.921089768409729"
111,"-1.5482571125030518,0.8105850219726562,-1.1770738363265991,0.699997067451477,0.7733951807022095,-1.0095264911651611,0.07623973488807678,-0.8641880750656128,0.8078122138977051,1.4310163259506226"
112,"-0.31797468662261963,-0.6038145422935486,-0.787716269493103,-0.1673305779695511,0.8267053961753845,-1.4169827699661255,-0.2563776969909668,-0.5909292697906494,1.278517723083496,2.035902976989746"
113,"-0.9867510199546814,1.2201162576675415,-0.5978875756263733,1.1280863285064697,-0.21080172061920166,-1.7792036533355713,-0.6986201405525208,-0.13857313990592957,0.8572326898574829,1.2064019441604614"
114,"-0.6741092205047607,0.7980843782424927,-1.3382548093795776,1.631040096282959,1.058752179145813,-1.6855908632278442,0.41304221749305725,-0.22591662406921387,0.38110363483428955,-0.3581511974334717"
115,"-0.42815521359443665,0.2566916048526764,-1.7729640007019043,-0.17842307686805725,0.4966873228549957,-1.54936683177948,0.7993359565734863,-0.07529839128255844,1.5990571975708008,0.8524357080459595"
116,"-0.3803136944770813,-0.1306159496307373,-0.45223599672317505,0.34746456146240234,0.7093700170516968,-1.1001954078674316,-1.1721854209899902,-1.0705175399780273,1.641587495803833,1.6076416969299316"
117,"-1.0368672609329224,-0.8040715456008911,-0.7906962633132935,1.0278756618499756,-0.22995278239250183,-0.8217833042144775,-0.0860840380191803,-0.5656849145889282,1.4639707803726196,1.8432937860488892"
118,"-1.6604282855987549,-1.1817951202392578,-0.8170422911643982,0.8181223273277283,1.2668490409851074,-0.7708600163459778,-0.10817614197731018,0.42096278071403503,0.8487446904182434,1.1836227178573608"
119,"-1.0723527669906616,0.3720596134662628,-1.7507256269454956,0.6052265167236328,1.4971425533294678,-1.0543328523635864,0.15136568248271942,-0.542163074016571,0.9242762923240662,0.8695036172866821"
120,"-0.30730199813842773,-0.4849774241447449,-1.858345866203308,1.2590631246566772,-0.15907025337219238,-0.46101534366607666,-0.039089202880859375,0.04619601368904114,-0.08882328867912292,2.0933637619018555"
121,"-1.2797638177871704,-0.4447283446788788,-0.012605249881744385,0.6475082635879517,-0.30155298113822937,-1.3594167232513428,-0.8347628116607666,0.45382338762283325,1.5709327459335327,1.5605655908584595"
122,"-1.3641822338104248,0.7510231733322144,-0.21560658514499664,0.6766551733016968,0.34032270312309265,-1.2102206945419312,1.3482952117919922,-1.2831259965896606,-0.40702128410339355,1.3638602495193481"
123,"-1.087212324142456,0.09360036998987198,-1.0546201467514038,0.8034665584564209,0.7774965763092041,-0.8706257343292236,-1.030321717262268,-0.5661933422088623,1.4927995204925537,1.4416104555130005"
124,"-0.385007381439209,-0.4953233003616333,-0.18352438509464264,0.882823646068573,-0.2480478435754776,-0.8755927085876465,0.29011446237564087,-1.146010160446167,-0.37462925910949707,2.5351967811584473"
125,"-1.4715900421142578,0.5099113583564758,-0.5828732252120972,0.510959804058075,1.680477499961853,-0.254192054271698,-0.4190957844257355,-1.5914170742034912,0.9932267665863037,0.6245930194854736"
126,"-1.464647889137268,0.022443532943725586,0.8218947052955627,-0.3451799750328064,0.6650709509849548,-0.9845861792564392,-0.6613906025886536,-0.9021090865135193,1.0121665000915527,1.8363384008407593"
127,"-0.6687681078910828,0.7471711039543152,-2.068944215774536,0.13641966879367828,0.4809122383594513,-0.9123768210411072,0.48816999793052673,-0.5223656296730042,1.623404860496521,0.6963770985603333"
128,"-0.5415449142456055,0.294159471988678,-1.4859733581542969,1.5680207014083862,-0.7671535015106201,-1.0388528108596802,-0.22308103740215302,-0.3109970688819885,1.2365018129348755,1.2689207792282104"
129,"-0.42699140310287476,0.5078904628753662,-1.666031837463379,1.2931486368179321,0.05127803981304169,-1.4868297576904297,0.5490918755531311,-0.4970788359642029,0.1499435156583786,1.525579571723938"
130,"-1.1809109449386597,-0.8090042471885681,-1.9563422203063965,0.5132367610931396,0.6576940417289734,-0.1869623363018036,0.5194442272186279,-0.007805079221725464,0.9804233908653259,1.4702264070510864"
131,"-1.2058684825897217,0.704435408115387,0.14657531678676605,-0.1012081429362297,-0.16612693667411804,-1.6191563606262207,-0.4110080897808075,-0.3967325985431671,1.9682517051696777,1.0808383226394653"
132,"-1.2177314758300781,0.3049241006374359,-0.6204480528831482,0.7425742745399475,0.9576405882835388,-1.6480767726898193,-0.4443904757499695,-0.41067129373550415,0.5518574714660645,1.7843220233917236"
133,"0.7591369152069092,0.67824387550354,-2.379086971282959,1.2453408241271973,-0.08963494002819061,-0.6691232323646545,-0.29757773876190186,-0.5731464624404907,0.6848225593566895,0.6410250067710876"
134,"-0.556134819984436,1.0595476627349854,-2.0536842346191406,1.537928581237793,-0.0161408931016922,-0.5017469525337219,-0.34667617082595825,-0.592786431312561,0.4335384964942932,1.0361546277999878"
135,"-0.21729408204555511,-0.1609615534543991,-2.262908697128296,-0.18752779066562653,0.4347074031829834,-0.24567736685276031,1.078168272972107,-0.4412118196487427,0.24009625613689423,1.762609601020813"
136,"0.02896391972899437,-1.1006064414978027,-0.12506306171417236,0.2432088851928711,0.22601166367530823,-1.7820568084716797,-0.08890194445848465,-0.502031683921814,1.0921151638031006,2.0083603858947754"
137,"-1.120667815208435,-0.3632410168647766,-0.7042537331581116,0.8577654361724854,0.698981761932373,-1.6875035762786865,-0.5755426287651062,0.23284286260604858,1.089433193206787,1.5721852779388428"
138,"-1.0239558219909668,-1.053309440612793,0.0323328971862793,1.1306636333465576,0.8231452703475952,-1.8203903436660767,0.6099672317504883,0.16058236360549927,-0.3019903898239136,1.442954659461975"
139,"-0.82550048828125,-0.8549143075942993,-0.47160568833351135,0.7970255613327026,1.7621135711669922,-0.7213804721832275,-0.30222105979919434,-1.3765180110931396,0.7392982244491577,1.2537027597427368"
140,"-0.9444685578346252,1.4550601243972778,-1.8765758275985718,0.2887619435787201,0.7579169869422913,-0.9226205945014954,0.42555591464042664,-0.7368260025978088,0.8988800644874573,0.6543160676956177"
141,"0.4370214641094208,-0.28602662682533264,0.5862139463424683,-0.23395563662052155,-1.0843632221221924,-1.597908616065979,1.0132068395614624,0.0008694911375641823,-0.8129597306251526,1.9779021739959717"
