,words
18,"713,2898,726,270,1397,2627,548,1076,2039,2575,435,2185,849,2575,2164,1397,66,2575,2424,681,713,2898,726,270,1397,2627,548,1076,2039,2575,435,2185,849,2575,2164,1397,66,2575,2424,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
19,"495,849,2305,2898,2627,1187,1013,197,2627,548,1076,2039,2412,1478,416,1773,1493,1700,726,193,495,849,2305,2898,2627,1187,1013,197,2627,548,1076,2039,2412,1478,416,1773,1493,1700,726,193,2842,221,2898,2627,2078,1058,2325,193,137,478,1853,973,1832,1386,1928,973,1725,849,1882,2738,2305,2898,2627,2703,1013,661,336,1948,2309,2134,963,2332,193,137,1281,1915,1184,1025,1596,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
20,"1058,2627,973,1725,1105,2332,407,2181,849,973,2835,1016,0,0,0,0,0,0,0,0,1058,2627,973,1725,1105,2332,407,2181,849,973,2835,1016,0,0,0,0,0,0,0,0,1058,2627,973,1725,1105,2332,407,2181,849,973,2835,1016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
21,"2768,676,2244,598,364,1922,0,1058,490,1688,67,418,849,411,2162,0,1058,2100,2306,548,2442,651,2627,2007,2334,768,1446,952,0,738,112,2844,361,490,364,2835,364,2007,2859,731,2442,651,2627,2007,2334,768,1446,952,0,738,112,2844,361,490,364,2835,364,2007,2859,731,2442,651,2627,2007,2334,768,1446,952,0,738,112,2844,361,490,364,2835,364,2007,2859,731,2442,651,2627,2007,2334,768,1446,952,0,738,112,2844,361,490,364,2835,364,2007,2859,731"
22,"197,490,2007,1076,2039,587,2053,495,1836,2305,186,849,1135,490,1466,364,2423,849,1162,364,197,490,2007,1076,2039,587,2053,495,1836,2305,186,849,1135,490,1466,364,2423,849,1162,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
23,"1734,1263,2826,2712,1315,1883,889,401,1659,57,330,149,1752,1604,1549,2890,2306,348,0,0,1734,1263,2826,2712,1315,1883,889,401,1659,57,330,149,1752,1604,1549,2890,2306,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
24,"713,680,407,359,407,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,680,407,359,407,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
25,"197,2627,973,2602,1600,2444,2297,2053,973,407,1472,0,0,0,0,0,0,0,0,0,197,2627,973,2602,1600,2444,2297,2053,973,407,1472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
26,"407,1105,407,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2152,2874,234,2898,2627,233,587,2874,395,1359,1301,768,1446,157,2672,1353,1135,966,2580,1082,2152,2874,234,2898,2627,233,587,2874,395,1359,1301,768,1446,157,2672,1353,1135,966,2580,1082,713,1105,407,336,407,2738,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
27,"713,320,2390,1016,1664,361,1263,1106,0,0,0,0,0,0,0,0,0,0,0,0,2768,1198,2627,973,492,2898,2053,973,407,336,2332,740,2349,2812,849,2690,1175,1803,1477,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
28,"713,726,895,1905,2575,1975,361,2053,1117,71,2575,2862,2712,1211,0,0,0,0,0,0,713,726,895,1905,2575,1975,361,2053,1117,71,2575,2862,2712,1211,0,0,0,0,0,0,2470,1097,39,2257,238,1056,143,726,2794,324,849,2474,1262,0,713,1352,2332,2257,849,218,599,407,726,2794,1167,1117,1073,726,1315,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
29,"1573,849,158,1056,2703,1950,1490,138,1395,1225,2575,539,193,2575,365,2768,2898,2627,2602,279,1573,849,158,1056,2703,1950,1490,138,1395,1225,2575,539,193,2575,365,2768,2898,2627,2602,279,1573,849,158,1056,2703,1950,1490,138,1395,1225,2575,539,193,2575,365,2768,2898,2627,2602,279,1573,849,158,1056,2703,1950,1490,138,1395,1225,2575,539,193,2575,365,2768,2898,2627,2602,279,1573,849,158,1056,2703,1950,1490,138,1395,1225,2575,539,193,2575,365,2768,2898,2627,2602,279"
30,"2476,548,697,2898,2053,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2476,548,697,2898,2053,2145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,2297,2627,2602,1192,849,2602,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
31,"2485,973,1560,29,2890,2163,1319,1306,0,2575,124,524,37,814,0,0,0,0,0,0,2485,973,1560,29,2890,2163,1319,1306,0,2575,124,524,37,814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
32,"1729,208,2297,2332,1188,2429,1962,1829,1409,1942,1056,685,364,2729,0,0,0,0,0,0,2895,1725,1301,2332,973,1832,1168,2332,2361,1504,2687,67,1833,2510,849,2349,1183,770,2607,1942,2895,1725,1301,2332,973,1832,1168,2332,2361,1504,2687,67,1833,2510,849,2349,1183,770,2607,1942,2895,1725,1301,2332,973,1832,1168,2332,2361,1504,2687,67,1833,2510,849,2349,1183,770,2607,1942,1729,208,2297,2332,1188,2429,1962,1829,1409,1942,1056,685,364,2729,0,0,0,0,0,0"
33,"2485,973,1753,2874,548,499,0,0,169,2007,1301,768,1446,2209,0,713,2924,713,2898,726,2485,973,1753,2874,548,499,0,0,169,2007,1301,768,1446,2209,0,713,2924,713,2898,726,2464,2918,849,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,2918,849,2209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
34,"2575,1605,973,407,700,2293,2080,849,1945,920,681,587,2874,548,2680,0,0,0,0,0,2575,1605,973,407,700,2293,2080,849,1945,920,681,587,2874,548,2680,0,0,0,0,0,2575,1605,973,407,700,2293,2080,849,1945,920,681,587,2874,548,2680,0,0,0,0,0,2452,973,407,361,2874,397,849,2388,2745,0,0,0,0,0,0,0,0,0,0,0,2452,973,407,361,2874,397,849,2388,2745,0,0,0,0,0,0,0,0,0,0,0"
35,"2845,800,193,490,2003,2768,2297,849,1451,2244,2602,281,1058,490,2602,2217,849,548,237,490,2845,800,193,490,2003,2768,2297,849,1451,2244,2602,281,1058,490,2602,2217,849,548,237,490,2227,490,2602,279,849,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,490,2602,279,849,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2227,490,2602,279,849,2358,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
36,"690,2729,0,2273,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,690,2729,0,2273,940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
37,"2575,539,1478,2874,1483,2463,2905,374,2662,1058,2627,2893,67,1659,95,849,2010,0,940,2627,2575,539,1478,2874,1483,2463,2905,374,2662,1058,2627,2893,67,1659,95,849,2010,0,940,2627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
38,"713,2918,39,548,439,1906,2838,1706,2231,1817,2588,0,0,0,0,0,0,0,0,0,713,2918,39,548,439,1906,2838,1706,2231,1817,2588,0,0,0,0,0,0,0,0,0,713,2918,39,548,439,1906,2838,1706,2231,1817,2588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
39,"1293,2349,2007,1985,769,726,2837,197,2627,2007,1891,1301,768,1446,157,849,2575,2149,1795,0,1293,2349,2007,1985,769,726,2837,197,2627,2007,1891,1301,768,1446,157,849,2575,2149,1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
40,"2575,1478,2874,2223,2898,2438,374,2161,422,849,2306,2007,240,1263,2244,1489,564,2916,0,0,2575,1478,2874,2223,2898,2438,374,2161,422,849,2306,2007,240,1263,2244,1489,564,2916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
41,"713,361,800,2874,548,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,713,361,800,2874,548,2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
42,"2795,515,2627,1991,1058,2627,973,407,2678,2349,2817,558,849,1524,838,425,2316,1058,2627,542,975,2898,2627,2675,418,849,1025,2627,2637,835,2738,2768,2918,2627,1197,973,407,2688,1007,39,975,2898,2627,2675,418,849,1025,2627,2637,835,2738,2768,2918,2627,1197,973,407,2688,1007,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
43,"2575,1485,548,2463,2545,374,39,2007,1877,849,1490,2196,1135,2163,1577,2768,2414,2332,548,465,2575,1485,548,2463,2545,374,39,2007,1877,849,1490,2196,1135,2163,1577,2768,2414,2332,548,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
44,"2617,2637,563,240,2053,973,230,1868,2842,221,2583,2053,1235,2426,2863,2474,894,509,2423,2463,2617,2637,563,240,2053,973,230,1868,2842,221,2583,2053,1235,2426,2863,2474,894,509,2423,2463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
45,"2768,106,2627,2003,738,1435,171,2349,866,0,0,0,0,0,0,0,0,0,0,0,2768,106,2627,2003,738,1435,171,2349,866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
46,"2456,2463,1943,1646,2248,459,973,1421,6,2575,352,973,1192,2087,823,849,548,341,2348,2244,2456,2463,1943,1646,2248,459,973,1421,6,2575,352,973,1192,2087,823,849,548,341,2348,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
47,"141,2463,2627,1524,849,548,2297,2627,1731,0,2768,2918,2627,2602,1162,726,1690,849,429,0,1402,2627,973,2602,976,2738,0,2018,973,2844,2022,1413,1475,1415,1819,837,1568,849,2807,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
48,"197,490,2007,445,1656,361,849,1135,490,2637,2607,240,726,812,548,881,2202,2347,490,2703,197,490,2007,445,1656,361,849,1135,490,2637,2607,240,726,812,548,881,2202,2347,490,2703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
49,"738,361,2053,2199,490,2003,0,949,2898,490,2127,67,1162,849,481,2017,878,726,867,626,2768,2918,490,2925,726,2614,726,2306,706,2349,2199,2506,49,2798,548,2594,2604,726,548,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
50,"235,849,1955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,2627,973,2375,2177,2272,726,548,579,2575,2164,548,1469,219,244,520,2627,1998,1310,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
51,"211,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1572,2837,1608,1288,726,403,2306,815,2349,973,751,240,2244,1726,0,0,0,0,0,0"
52,"197,490,2007,1076,2039,587,2332,290,849,800,1135,490,973,407,1499,920,1476,0,0,0,197,490,2007,1076,2039,587,2332,290,849,800,1135,490,973,407,1499,920,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
53,"102,539,1478,2332,55,2438,374,849,1025,2627,973,1725,2738,0,102,539,1661,1700,1298,849,102,539,1478,2332,55,2438,374,849,1025,2627,973,1725,2738,0,102,539,1661,1700,1298,849,102,539,1478,2332,55,2438,374,849,1025,2627,973,1725,2738,0,102,539,1661,1700,1298,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
54,"38,490,973,1725,218,849,2575,2196,2097,157,2594,1526,1171,849,2097,135,404,490,2602,1816,38,490,973,1725,218,849,2575,2196,2097,157,2594,1526,1171,849,2097,135,404,490,2602,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
55,"2099,2709,849,407,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2357,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
56,"2663,2627,973,751,1423,2883,726,395,2376,981,742,2075,1212,2492,1858,1164,742,2296,71,1011,2663,2627,973,751,1423,2883,726,395,2376,981,742,2075,1212,2492,1858,1164,742,2296,71,1011,2663,2627,973,751,1423,2883,726,395,2376,981,742,2075,1212,2492,1858,1164,742,2296,71,1011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
57,"1342,2627,973,1725,2540,0,1671,490,1264,1816,2332,1463,849,2759,698,0,2768,1946,2627,1258,495,849,400,2244,548,112,2835,216,0,2917,2244,113,1604,1325,71,2433,2831,981,1519,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
58,"1202,490,2003,2432,2347,2627,279,849,2191,2332,973,1405,2349,2801,849,831,1277,2320,2627,1018,874,843,726,2474,973,863,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,874,843,726,2474,973,863,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,874,843,726,2474,973,863,2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
59,"2385,2627,973,1524,218,849,2097,418,1301,849,1832,2130,539,2100,1191,1593,361,2376,1466,1396,2385,2627,973,1524,218,849,2097,418,1301,849,1832,2130,539,2100,1191,1593,361,2376,1466,1396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
60,"2772,1927,2099,2243,849,442,2738,1177,590,361,2050,364,2698,364,1025,2712,539,1267,1140,0,2772,1927,2099,2243,849,442,2738,1177,590,361,2050,364,2698,364,1025,2712,539,1267,1140,0,2772,1927,2099,2243,849,442,2738,1177,590,361,2050,364,2698,364,1025,2712,539,1267,1140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
